Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,195.0,215.0,420.0,130.0,0.636,-3.01e-11,-3.108824820360964e-11
950.0,135.0,335.0,420.0,70.0,0.638,-2.85e-11,-2.527046168013202e-11
950.0,195.0,215.0,370.0,150.0,0.64,-8.9e-11,-8.925563336692709e-11
950.0,115.0,315.0,370.0,110.0,0.642,-6.7e-10,-7.009349266503034e-10
950.0,115.0,295.0,420.0,110.0,0.638,-3.6600000000000003e-10,-3.844446141379457e-10
950.0,155.0,235.0,170.0,70.0,0.638,3.99e-11,4.0109143276977015e-11
950.0,135.0,215.0,270.0,50.0,0.634,-5.88e-11,-4.0182954028538374e-11
950.0,175.0,315.0,370.0,70.0,0.64,-3.76e-11,-6.01835852012575e-11
950.0,175.0,335.0,70.0,90.0,0.634,3.73e-11,5.999647864796247e-12
950.0,115.0,295.0,270.0,110.0,0.642,2.08e-12,-1.5476647230544172e-11
950.0,135.0,215.0,220.0,150.0,0.64,4.35e-10,4.1285550583204267e-10
950.0,115.0,295.0,370.0,110.0,0.64,-7.560000000000001e-10,-7.590052677406652e-10
950.0,175.0,335.0,70.0,110.0,0.642,1.25e-10,1.0699632094386652e-10
950.0,175.0,275.0,270.0,130.0,0.636,-2.27e-10,-2.0194573953119072e-10
950.0,195.0,335.0,170.0,110.0,0.632,3.78e-10,3.101180332225309e-10
950.0,135.0,335.0,270.0,110.0,0.634,-5.93e-10,-5.672115129487924e-10
950.0,195.0,315.0,270.0,70.0,0.642,-3.35e-10,-3.1354693314138127e-10
950.0,175.0,295.0,420.0,110.0,0.64,-6.14e-11,-5.363841076755385e-11
950.0,195.0,315.0,220.0,130.0,0.632,1.6400000000000003e-12,-1.5062794339639275e-11
950.0,155.0,295.0,420.0,150.0,0.638,-1.24e-10,-1.0167920987142801e-10
950.0,195.0,215.0,170.0,90.0,0.636,3.02e-11,5.440334789302328e-11
950.0,135.0,275.0,270.0,150.0,0.638,9.19e-13,-7.063585359633093e-12
950.0,135.0,315.0,70.0,50.0,0.634,-2.0799999999999998e-10,-1.7622957872633706e-10
950.0,135.0,255.0,320.0,150.0,0.636,-4.9e-10,-4.528724361753453e-10
950.0,135.0,255.0,320.0,110.0,0.638,-4.41e-10,-4.1712549560116434e-10
950.0,195.0,235.0,370.0,50.0,0.636,6.43e-11,3.63054348656179e-11
950.0,155.0,295.0,20.0,130.0,0.64,1.11e-11,3.6056461936875394e-11
950.0,155.0,295.0,120.0,50.0,0.64,-8.78e-11,-9.744260388202482e-11
950.0,175.0,295.0,370.0,130.0,0.634,-2.13e-10,-2.1201825791175366e-10
950.0,155.0,235.0,70.0,130.0,0.642,3.17e-11,3.5064195681560104e-11
950.0,135.0,275.0,120.0,150.0,0.642,2.84e-10,2.762912447757521e-10
950.0,195.0,275.0,220.0,50.0,0.634,3.58e-11,1.526256013660642e-11
950.0,115.0,295.0,220.0,130.0,0.634,8.13e-10,7.905079096973418e-10
950.0,135.0,215.0,320.0,50.0,0.642,-3.1e-11,-8.358654914511422e-11
950.0,195.0,295.0,70.0,150.0,0.64,8.48e-11,5.5095591245627486e-11
950.0,135.0,215.0,270.0,90.0,0.634,1.38e-10,1.2542731354421362e-10
950.0,115.0,295.0,420.0,50.0,0.638,2.7399999999999997e-11,-3.064136809817143e-11
950.0,195.0,315.0,20.0,110.0,0.634,-8.84e-12,9.029311227418192e-12
950.0,135.0,275.0,270.0,90.0,0.632,1.87e-12,-1.3546008817602047e-11
950.0,195.0,315.0,270.0,50.0,0.636,-9.39e-11,-7.730346784305187e-11
950.0,155.0,335.0,120.0,110.0,0.642,4.18e-10,4.5626296040912434e-10
950.0,155.0,215.0,120.0,70.0,0.632,-1.82e-10,-1.479588171492791e-10
950.0,175.0,275.0,170.0,70.0,0.636,1.0300000000000002e-10,1.256375320453694e-10
950.0,195.0,335.0,420.0,70.0,0.632,2.77e-10,2.26340837699795e-10
950.0,115.0,335.0,120.0,90.0,0.642,4.5999999999999996e-10,5.066189064736393e-10
950.0,155.0,335.0,320.0,70.0,0.642,-3.19e-10,-4.045127828533863e-10
950.0,155.0,315.0,320.0,110.0,0.638,-5.89e-10,-6.159480176481317e-10
950.0,195.0,295.0,370.0,110.0,0.632,-8.54e-11,-1.184350193250969e-10
950.0,115.0,315.0,320.0,50.0,0.638,-1.4799999999999998e-10,-1.2100647035458133e-10
950.0,175.0,315.0,420.0,130.0,0.636,-2.7899999999999995e-11,-4.102671253210287e-11
950.0,175.0,275.0,170.0,150.0,0.634,4.41e-10,4.671374113026565e-10
950.0,175.0,215.0,420.0,130.0,0.634,-8.23e-11,-7.912359681250083e-11
950.0,195.0,275.0,20.0,110.0,0.64,3.2600000000000002e-12,1.2950990228991101e-11
950.0,175.0,215.0,370.0,130.0,0.634,-1.8e-10,-1.5776263298973652e-10
950.0,135.0,275.0,370.0,150.0,0.634,-5.9e-10,-6.20285080155578e-10
950.0,135.0,215.0,320.0,150.0,0.636,-1.6e-10,-1.596194053037521e-10
950.0,175.0,215.0,70.0,130.0,0.642,1.5200000000000003e-11,2.65055562633149e-11
950.0,135.0,215.0,120.0,130.0,0.642,9.900000000000001e-11,1.290417806517617e-10
950.0,155.0,315.0,170.0,110.0,0.638,6.21e-10,6.462169848881736e-10
950.0,175.0,255.0,420.0,130.0,0.634,-8.02e-11,-8.580855453933686e-11
950.0,155.0,255.0,120.0,90.0,0.64,1.92e-10,2.0542750956127533e-10
950.0,135.0,335.0,420.0,110.0,0.638,-1.12e-10,-1.2193323395167498e-10
950.0,115.0,315.0,320.0,150.0,0.636,-9.05e-10,-9.118833298052603e-10
950.0,155.0,255.0,20.0,70.0,0.632,-1.2e-10,-1.4222903613599387e-10
950.0,175.0,275.0,320.0,90.0,0.634,-2.94e-10,-2.958087865835775e-10
950.0,195.0,315.0,70.0,130.0,0.64,1.0300000000000002e-10,7.166513238310704e-11
950.0,155.0,215.0,20.0,130.0,0.636,-1.19e-12,5.130579454512353e-13
950.0,135.0,275.0,170.0,70.0,0.638,3.3199999999999994e-10,3.0192379459079073e-10
950.0,195.0,295.0,170.0,90.0,0.638,2.44e-10,2.2368149304149324e-10
950.0,155.0,215.0,270.0,130.0,0.636,1.21e-10,9.658311344095392e-11
950.0,175.0,335.0,120.0,130.0,0.642,3.8e-10,4.0625835284770046e-10
950.0,175.0,255.0,420.0,90.0,0.632,2.37e-11,4.562705755395116e-12
950.0,155.0,295.0,370.0,70.0,0.636,-9.509999999999999e-11,-1.0160516767760744e-10
950.0,175.0,275.0,170.0,90.0,0.642,4.81e-10,5.045389910047277e-10
950.0,135.0,255.0,220.0,130.0,0.64,6e-10,5.871748466915685e-10
950.0,175.0,275.0,220.0,70.0,0.642,2.2e-10,2.902660391333317e-10
950.0,135.0,335.0,370.0,110.0,0.642,-3.76e-10,-3.63212692794121e-10
950.0,135.0,275.0,170.0,130.0,0.64,6.01e-10,6.307565990819604e-10
950.0,115.0,295.0,70.0,90.0,0.642,3.22e-11,-1.0270316372204622e-11
950.0,155.0,315.0,420.0,90.0,0.642,-1.51e-11,-1.049128248273646e-11
950.0,155.0,215.0,220.0,150.0,0.64,3.26e-10,2.9932548905532315e-10
950.0,175.0,235.0,320.0,110.0,0.642,-2.87e-10,-2.480940256824848e-10
950.0,175.0,215.0,70.0,110.0,0.642,1.31e-11,2.2362035232098782e-11
950.0,175.0,215.0,70.0,50.0,0.642,7.03e-11,7.342692079779618e-11
950.0,195.0,235.0,420.0,110.0,0.632,-1.37e-11,-3.508853524356721e-11
950.0,135.0,315.0,370.0,90.0,0.642,-4.69e-10,-4.795726750903648e-10
950.0,135.0,335.0,320.0,130.0,0.636,-7.42e-10,-7.857102763773647e-10
950.0,135.0,315.0,270.0,70.0,0.632,-2.36e-10,-2.397104278058775e-10
950.0,195.0,215.0,220.0,90.0,0.64,5.99e-11,5.27399361844935e-11
950.0,135.0,215.0,270.0,130.0,0.632,2.1500000000000003e-10,1.907947646432771e-10
950.0,135.0,295.0,70.0,70.0,0.636,-4.4099999999999995e-11,-4.8515972192532574e-11
950.0,135.0,295.0,370.0,150.0,0.632,-5.28e-10,-5.867728905838561e-10
950.0,115.0,295.0,320.0,130.0,0.642,-7.720000000000001e-10,-7.755377738205785e-10
950.0,195.0,235.0,370.0,110.0,0.64,-1.29e-10,-1.3083409360484427e-10
950.0,195.0,235.0,170.0,110.0,0.638,1.4e-10,1.4530298203470109e-10
950.0,175.0,235.0,120.0,150.0,0.634,9.76e-11,1.1926037774792907e-10
950.0,195.0,215.0,270.0,150.0,0.638,2.2499999999999995e-13,7.530774946466424e-12
950.0,115.0,295.0,370.0,90.0,0.634,-7.59e-10,-7.659912802500323e-10
950.0,115.0,315.0,220.0,150.0,0.632,7.9e-10,7.54113235162166e-10
950.0,115.0,295.0,370.0,150.0,0.64,-7.459999999999999e-10,-7.711978934150532e-10
950.0,135.0,335.0,20.0,110.0,0.636,9.39e-12,4.3176602800644894e-11
950.0,175.0,335.0,420.0,150.0,0.642,-1.89e-11,2.618782672618838e-11
950.0,155.0,275.0,120.0,90.0,0.636,1.62e-10,1.7946422723787888e-10
950.0,175.0,275.0,370.0,130.0,0.632,-2.36e-10,-2.450670239552182e-10
950.0,155.0,235.0,420.0,110.0,0.636,-1.79e-10,-2.1253904206227951e-10
950.0,195.0,255.0,370.0,110.0,0.642,-1.93e-10,-1.793143101051014e-10
950.0,135.0,215.0,220.0,110.0,0.642,4.11e-10,3.918176887545687e-10
950.0,195.0,215.0,370.0,110.0,0.64,-8.01e-11,-8.508682860453407e-11
950.0,115.0,295.0,120.0,90.0,0.636,3.72e-10,4.052578634901604e-10
950.0,175.0,235.0,120.0,70.0,0.636,-9.810000000000002e-11,-7.245843256792713e-11
950.0,115.0,295.0,270.0,110.0,0.632,2.1400000000000006e-12,7.92664568846648e-12
950.0,175.0,275.0,370.0,70.0,0.632,3.88e-12,-1.0650255432008095e-11
950.0,195.0,235.0,120.0,50.0,0.64,-5.8e-11,2.4699762181482367e-11
950.0,175.0,275.0,320.0,150.0,0.638,-4.59e-10,-4.598801048595409e-10
950.0,135.0,235.0,170.0,110.0,0.634,3.63e-10,3.9120917903038587e-10
950.0,175.0,235.0,370.0,50.0,0.634,1.09e-10,1.0327084517403876e-10
950.0,155.0,295.0,370.0,90.0,0.634,-2.66e-10,-2.7768524357650624e-10
950.0,195.0,235.0,20.0,90.0,0.64,-7.8e-13,5.877926085680112e-12
950.0,155.0,295.0,70.0,110.0,0.632,4.06e-11,3.396109275167582e-11
950.0,195.0,335.0,20.0,90.0,0.642,-4.45e-12,1.9084381062554328e-11
950.0,135.0,255.0,20.0,90.0,0.642,-1e-11,-4.428240069917854e-12
950.0,195.0,295.0,320.0,110.0,0.632,-2.77e-10,-3.185957862900531e-10
950.0,175.0,335.0,420.0,50.0,0.638,8.24e-11,2.0365401933052771e-10
950.0,115.0,295.0,320.0,50.0,0.64,-6.67e-11,-3.9469133322899533e-11
950.0,195.0,295.0,420.0,110.0,0.632,7.060000000000001e-12,-2.4145281152015368e-11
950.0,155.0,235.0,220.0,150.0,0.636,4.12e-10,3.8226383585201454e-10
950.0,135.0,335.0,370.0,90.0,0.64,-3.77e-10,-3.778421538009914e-10
950.0,135.0,335.0,270.0,130.0,0.638,-5.68e-10,-5.458121029270554e-10
950.0,155.0,255.0,170.0,130.0,0.642,4.5199999999999994e-10,4.890932219688321e-10
950.0,195.0,235.0,320.0,50.0,0.64,3.65e-11,4.8212617878186094e-11
950.0,195.0,275.0,170.0,150.0,0.638,3.4e-10,3.579646815883163e-10
950.0,175.0,335.0,270.0,90.0,0.636,-4.05e-10,-3.809753819670609e-10
950.0,175.0,295.0,270.0,130.0,0.64,-3.6099999999999994e-10,-3.3260406586103084e-10
950.0,135.0,335.0,320.0,150.0,0.632,-7.51e-10,-8.413899266414419e-10
950.0,135.0,315.0,70.0,130.0,0.642,1.23e-10,9.819806482430767e-11
950.0,175.0,295.0,70.0,130.0,0.642,9.47e-11,6.551450632407266e-11
950.0,175.0,275.0,420.0,130.0,0.632,-5.37e-11,-1.7507419355806495e-11
950.0,135.0,295.0,270.0,150.0,0.632,-1.96e-10,-1.6669225844032635e-10
950.0,175.0,335.0,70.0,70.0,0.632,-3.8400000000000004e-11,-4.11912386567389e-11
950.0,135.0,255.0,70.0,150.0,0.638,4.6e-11,1.2317143122372817e-11
950.0,115.0,295.0,320.0,90.0,0.642,-6.48e-10,-6.244041663444363e-10
950.0,155.0,255.0,420.0,50.0,0.638,2.28e-10,2.2251066076329452e-10
950.0,155.0,215.0,420.0,130.0,0.636,-1.89e-10,-1.958915903777928e-10
950.0,195.0,295.0,20.0,130.0,0.636,3.1699999999999996e-13,1.865256931604995e-11
950.0,195.0,335.0,420.0,110.0,0.634,2.92e-10,2.655888558956741e-10
950.0,155.0,275.0,70.0,70.0,0.64,2.4200000000000004e-11,-7.445834463042102e-12
950.0,195.0,275.0,120.0,90.0,0.634,8.62e-11,1.1030067609477148e-10
950.0,135.0,255.0,70.0,150.0,0.636,3.9e-11,-4.724833860742775e-13
950.0,195.0,215.0,420.0,90.0,0.636,4.13e-12,4.365645547610011e-12
950.0,155.0,335.0,70.0,70.0,0.64,5.29e-11,8.603136364775925e-11
950.0,155.0,255.0,220.0,90.0,0.634,3.02e-10,2.8129771036149084e-10
950.0,135.0,335.0,320.0,90.0,0.632,-7.639999999999999e-10,-8.205829130322192e-10
950.0,175.0,215.0,320.0,70.0,0.632,-5.779999999999999e-12,1.7095700245295677e-11
950.0,195.0,235.0,120.0,50.0,0.632,-7.51e-11,-4.685905954694347e-11
950.0,195.0,235.0,270.0,110.0,0.642,-4.86e-11,-4.7327316570612504e-11
950.0,135.0,295.0,270.0,70.0,0.634,-9.06e-11,-9.49519904484024e-11
950.0,175.0,295.0,420.0,90.0,0.636,2.7199999999999994e-11,2.5186707644127835e-11
950.0,175.0,335.0,220.0,130.0,0.634,1.14e-12,-4.784824502911223e-12
950.0,195.0,255.0,370.0,150.0,0.632,-1.4799999999999998e-10,-1.7002081286086196e-10
950.0,175.0,275.0,170.0,70.0,0.64,1.25e-10,1.553509977301846e-10
950.0,155.0,215.0,220.0,130.0,0.64,3.18e-10,2.9794988421765795e-10
950.0,115.0,315.0,420.0,130.0,0.642,-2.79e-10,-2.7081185142320787e-10
950.0,135.0,295.0,370.0,50.0,0.632,5.27e-11,4.1807691339021383e-11
950.0,195.0,235.0,220.0,50.0,0.64,-1.9099999999999997e-11,1.813899730639867e-11
950.0,155.0,235.0,370.0,110.0,0.632,-3.27e-10,-3.2137363154410853e-10
950.0,155.0,315.0,320.0,50.0,0.636,-3.32e-11,-6.172119053044518e-11
950.0,155.0,295.0,20.0,70.0,0.638,-7.31e-11,-8.567744956709363e-11
950.0,195.0,215.0,370.0,50.0,0.636,4.1299999999999996e-11,2.847108231670075e-11
950.0,175.0,235.0,370.0,70.0,0.632,1.93e-11,2.7140437543422446e-11
950.0,155.0,335.0,370.0,70.0,0.634,-4.54e-11,-4.886209129841049e-11
950.0,195.0,275.0,20.0,150.0,0.632,4.3e-13,-3.486621419841628e-12
950.0,135.0,215.0,70.0,150.0,0.632,-1.1e-12,-1.67779542594091e-11
950.0,175.0,215.0,120.0,130.0,0.636,5.43e-11,8.219261850245846e-11
950.0,175.0,255.0,370.0,90.0,0.632,-1.25e-10,-1.4137929717274448e-10
950.0,135.0,315.0,320.0,110.0,0.636,-7.82e-10,-7.717714788067394e-10
950.0,135.0,235.0,320.0,50.0,0.632,4.2e-11,5.448134045839203e-11
950.0,155.0,335.0,120.0,110.0,0.636,4.05e-10,4.4023592129854064e-10
950.0,135.0,335.0,270.0,90.0,0.634,-5.49e-10,-5.020846779976781e-10
950.0,155.0,275.0,420.0,150.0,0.64,-1.68e-10,-1.4226867047796945e-10
950.0,135.0,295.0,370.0,130.0,0.632,-5.3e-10,-5.766213796787834e-10
950.0,195.0,275.0,320.0,110.0,0.632,-2.77e-10,-3.013526116484983e-10
950.0,195.0,295.0,370.0,70.0,0.642,-3.67e-11,-2.946735001439101e-11
950.0,115.0,315.0,270.0,150.0,0.634,-2.31e-10,-2.443503870622931e-10
950.0,135.0,275.0,170.0,90.0,0.634,5.3e-10,5.421121209138808e-10
950.0,155.0,275.0,170.0,110.0,0.642,5.52e-10,5.611864139381599e-10
950.0,115.0,335.0,270.0,90.0,0.638,-4.15e-10,-3.9157845094233545e-10
950.0,135.0,215.0,170.0,150.0,0.638,2.86e-10,3.1578738595735835e-10
950.0,195.0,255.0,20.0,150.0,0.632,-1.63e-12,-1.4010840546537254e-12
950.0,195.0,315.0,120.0,90.0,0.632,1.92e-10,2.40293809877609e-10
950.0,155.0,315.0,370.0,150.0,0.634,-2.99e-10,-2.621678451810173e-10
950.0,135.0,295.0,20.0,50.0,0.638,-1.0799999999999999e-10,-1.3710122105545075e-10
950.0,115.0,315.0,270.0,50.0,0.636,-3.8899999999999996e-11,-6.00269665769293e-11
950.0,175.0,235.0,20.0,70.0,0.632,-8.46e-11,-9.687082094408665e-11
950.0,175.0,315.0,370.0,110.0,0.642,-1.91e-10,-2.0712786916858286e-10
950.0,195.0,295.0,270.0,50.0,0.642,-2.0900000000000003e-10,-1.255715834347678e-10
950.0,155.0,235.0,70.0,70.0,0.64,2.01e-11,1.1489577512866973e-11
950.0,155.0,295.0,70.0,70.0,0.642,-1.02e-10,-3.617273118264322e-11
950.0,115.0,335.0,320.0,90.0,0.64,-8.63e-10,-8.647136086735421e-10
950.0,195.0,255.0,270.0,50.0,0.636,-7.599999999999998e-12,-4.0545144248983283e-11
950.0,135.0,255.0,270.0,50.0,0.642,6.76e-11,2.741647250495378e-11
950.0,135.0,335.0,120.0,50.0,0.64,-7.45e-12,-3.906978138827619e-11
950.0,155.0,295.0,70.0,150.0,0.632,6.9e-11,3.288875942136312e-11
950.0,175.0,255.0,320.0,130.0,0.634,-3.78e-10,-3.581807725965884e-10
950.0,195.0,335.0,120.0,50.0,0.636,7.08e-11,8.801846172741515e-11
950.0,195.0,315.0,170.0,90.0,0.636,2.9e-10,2.7328055765225114e-10
950.0,155.0,315.0,20.0,150.0,0.636,1.07e-11,4.91514682594924e-11
950.0,135.0,335.0,220.0,90.0,0.636,3.77e-10,3.580460652623182e-10
950.0,195.0,275.0,270.0,90.0,0.638,-1.42e-10,-1.1739932179053668e-10
950.0,155.0,235.0,420.0,150.0,0.64,-2.1400000000000004e-10,-2.417356514813948e-10
950.0,155.0,215.0,370.0,70.0,0.636,2.64e-12,-9.448728942888943e-12
950.0,135.0,255.0,370.0,70.0,0.634,-2.43e-10,-2.145925575500841e-10
950.0,175.0,275.0,370.0,150.0,0.638,-2.69e-10,-2.848838592898966e-10
950.0,195.0,275.0,70.0,90.0,0.636,-2.1599999999999995e-11,-1.3888602712867343e-11
950.0,195.0,255.0,370.0,70.0,0.642,-3.02e-10,-3.1030994951384747e-10
950.0,135.0,275.0,420.0,50.0,0.642,2.32e-10,1.5795705751190725e-10
950.0,195.0,295.0,70.0,110.0,0.634,3.95e-11,1.0807264067889682e-11
950.0,135.0,315.0,120.0,110.0,0.634,3.89e-10,3.674852173688425e-10
950.0,135.0,275.0,170.0,110.0,0.642,6.24e-10,6.335798970440785e-10
950.0,175.0,315.0,120.0,150.0,0.636,3.3399999999999993e-10,3.6344214715484606e-10
950.0,155.0,255.0,20.0,90.0,0.632,-6.3e-11,-8.102188709467982e-11
950.0,115.0,295.0,220.0,110.0,0.634,7.96e-10,7.639626469279217e-10
950.0,135.0,315.0,120.0,50.0,0.632,-5.47e-11,-3.7910662126484494e-11
950.0,155.0,315.0,70.0,50.0,0.638,-1.73e-10,-1.3605000684090196e-10
950.0,115.0,315.0,220.0,50.0,0.632,1.93e-10,2.251547637506326e-10
950.0,195.0,315.0,220.0,110.0,0.638,9.81e-13,-1.661361771257693e-11
950.0,155.0,255.0,270.0,150.0,0.634,1.27e-12,-8.058812666002829e-12
950.0,175.0,335.0,420.0,130.0,0.636,-9.08e-12,1.6789303159866088e-11
950.0,155.0,255.0,220.0,50.0,0.636,-5.01e-11,-3.227957465299068e-11
950.0,115.0,315.0,70.0,50.0,0.64,2.9199999999999997e-12,-3.7932014018336686e-11
950.0,195.0,275.0,20.0,110.0,0.636,-1.5e-11,-1.137415826083008e-12
950.0,195.0,295.0,220.0,150.0,0.636,1.14e-10,7.374711316488106e-11
950.0,155.0,295.0,220.0,90.0,0.642,3.68e-10,3.5340527922251897e-10
950.0,135.0,315.0,270.0,130.0,0.636,-3.98e-10,-3.8052938891736487e-10
950.0,175.0,335.0,270.0,110.0,0.64,-4.79e-10,-4.4579198541239433e-10
950.0,175.0,275.0,420.0,150.0,0.636,-8.02e-11,-4.333388826879911e-11
950.0,135.0,335.0,120.0,130.0,0.64,4.5199999999999994e-10,4.5232008844768095e-10
950.0,155.0,275.0,320.0,70.0,0.636,-1.84e-10,-1.9771143458008984e-10
950.0,195.0,235.0,70.0,130.0,0.634,7.42e-12,1.3135835795334835e-11
950.0,195.0,295.0,270.0,110.0,0.64,-3.09e-10,-2.796816664300504e-10
950.0,195.0,215.0,370.0,70.0,0.634,1.1699999999999999e-11,1.9846007492470634e-11
950.0,195.0,295.0,420.0,110.0,0.634,5.03e-12,-2.1380602431928383e-11
950.0,135.0,235.0,270.0,110.0,0.64,1.95e-10,1.7821589159789927e-10
950.0,135.0,215.0,320.0,110.0,0.642,-1.5500000000000003e-10,-1.473462105604088e-10
950.0,175.0,215.0,120.0,130.0,0.634,4.66e-11,7.245163817689177e-11
950.0,135.0,335.0,220.0,70.0,0.634,2.69e-10,2.7094316809154353e-10
950.0,155.0,315.0,270.0,90.0,0.636,-3.81e-10,-3.693662767709732e-10
950.0,155.0,235.0,120.0,50.0,0.636,-2.75e-10,-2.540927155944738e-10
950.0,175.0,295.0,170.0,150.0,0.64,4.99e-10,5.225741223417576e-10
950.0,195.0,235.0,70.0,70.0,0.632,-7.379999999999999e-11,-5.3017503335306755e-11
950.0,175.0,295.0,170.0,90.0,0.638,3.39e-10,3.3169831424550886e-10
950.0,155.0,295.0,220.0,50.0,0.638,2.23e-12,-6.4270390276242296e-12
950.0,115.0,295.0,120.0,70.0,0.636,3.07e-10,3.0793553744217666e-10
950.0,195.0,335.0,20.0,90.0,0.638,-2.3899999999999996e-11,-2.7237604979359945e-11
950.0,195.0,335.0,420.0,90.0,0.64,2.92e-10,2.60729225764431e-10
950.0,195.0,315.0,370.0,90.0,0.632,-1.42e-11,-4.3718559906658647e-11
950.0,195.0,275.0,70.0,70.0,0.64,-2.1099999999999997e-11,-4.759387653625007e-11
950.0,115.0,335.0,420.0,130.0,0.64,-2.1000000000000002e-10,-1.678990514163951e-10
950.0,195.0,335.0,370.0,110.0,0.632,-2.8699999999999995e-11,4.344557475555432e-11
950.0,155.0,255.0,420.0,150.0,0.64,-1.9799999999999996e-10,-2.003318808578714e-10
950.0,115.0,295.0,220.0,110.0,0.638,7.789999999999999e-10,7.359472626778354e-10
950.0,195.0,335.0,70.0,150.0,0.632,1.19e-10,9.356032087536407e-11
950.0,195.0,255.0,170.0,50.0,0.632,1.9699999999999994e-11,1.877788584098128e-11
950.0,155.0,335.0,370.0,150.0,0.638,-2.39e-10,-1.9714655064138501e-10
950.0,155.0,335.0,420.0,110.0,0.634,-2.73e-11,-5.51591232598606e-11
950.0,135.0,275.0,320.0,70.0,0.636,-2.89e-10,-3.1167662191564265e-10
950.0,135.0,235.0,120.0,130.0,0.638,1.4899999999999998e-10,1.5766341804966284e-10
950.0,195.0,275.0,120.0,50.0,0.64,-6.75e-11,-9.942004063239298e-11
950.0,155.0,215.0,320.0,110.0,0.634,-1.4e-10,-1.4158005809067744e-10
950.0,175.0,315.0,70.0,130.0,0.642,1.17e-10,8.010113635445992e-11
950.0,115.0,335.0,120.0,90.0,0.64,5.06e-10,5.535817669183519e-10
950.0,135.0,275.0,170.0,130.0,0.632,5.79e-10,6.008937687984312e-10
950.0,135.0,295.0,270.0,130.0,0.638,-1.85e-10,-1.5692483760505372e-10
950.0,135.0,235.0,70.0,70.0,0.638,-4.090000000000001e-11,-3.2313878976965805e-11
950.0,175.0,275.0,370.0,110.0,0.632,-2.01e-10,-2.248985034890742e-10
950.0,195.0,335.0,170.0,90.0,0.632,3.38e-10,2.5417732534486377e-10
950.0,135.0,315.0,20.0,110.0,0.638,8.48e-12,3.9776420536910106e-11
950.0,135.0,295.0,420.0,110.0,0.632,-1.75e-10,-1.4707125019832578e-10
950.0,195.0,235.0,170.0,110.0,0.642,1.99e-10,2.034853644167325e-10
950.0,135.0,255.0,120.0,70.0,0.632,-5.71e-11,-6.03732572647317e-11
950.0,195.0,315.0,320.0,50.0,0.634,-6.39e-11,-8.367455092484943e-11
950.0,155.0,295.0,20.0,50.0,0.632,-1.42e-10,-1.7092004419743244e-10
950.0,155.0,235.0,170.0,70.0,0.636,5.6e-12,3.8451290600517055e-11
950.0,155.0,335.0,120.0,70.0,0.638,1.95e-10,2.1493972196046383e-10
950.0,175.0,295.0,420.0,150.0,0.636,-5.850000000000002e-11,-3.411973322661945e-11
950.0,135.0,235.0,370.0,70.0,0.64,-2.47e-10,-2.397936271584499e-10
950.0,115.0,295.0,270.0,90.0,0.636,1.04e-12,-1.6612024414796006e-11
950.0,135.0,315.0,320.0,70.0,0.64,-4.46e-10,-4.246705824860728e-10
950.0,155.0,255.0,320.0,50.0,0.64,4.96e-11,9.278913476594663e-11
950.0,155.0,315.0,420.0,110.0,0.632,-4.32e-11,-3.906532089402006e-11
950.0,195.0,215.0,320.0,150.0,0.64,-9.74e-11,-8.179352172763097e-11
950.0,195.0,295.0,120.0,150.0,0.638,2.44e-10,2.7181804121935563e-10
950.0,175.0,255.0,220.0,110.0,0.638,2.73e-10,2.4520149928853937e-10
950.0,115.0,335.0,370.0,150.0,0.636,-5.49e-10,-5.611619219319004e-10
950.0,175.0,295.0,70.0,90.0,0.636,-8.14e-12,-2.050895853333508e-11
950.0,175.0,335.0,220.0,50.0,0.64,7.53e-12,5.177629552404319e-12
950.0,155.0,275.0,170.0,150.0,0.64,5.27e-10,5.580053720412398e-10
950.0,135.0,315.0,320.0,150.0,0.638,-7.760000000000001e-10,-7.738568873102172e-10
950.0,195.0,315.0,270.0,70.0,0.632,-2.51e-10,-2.1205055545423442e-10
950.0,175.0,335.0,370.0,130.0,0.64,-1.38e-10,-1.281334047204796e-10
950.0,135.0,335.0,20.0,50.0,0.632,-1.23e-10,-1.4268349094152787e-10
950.0,155.0,295.0,170.0,150.0,0.64,5.98e-10,6.278619721117645e-10
950.0,155.0,315.0,420.0,150.0,0.632,-6.91e-11,-6.901395457937952e-11
950.0,135.0,315.0,20.0,50.0,0.636,-1.28e-10,-1.5668655174659589e-10
950.0,155.0,315.0,170.0,150.0,0.642,6.34e-10,6.715184375696363e-10
950.0,195.0,255.0,20.0,150.0,0.636,8.369999999999994e-14,2.638117593315617e-12
950.0,175.0,215.0,420.0,90.0,0.632,9.38e-12,4.2976579554800216e-12
950.0,135.0,255.0,270.0,70.0,0.64,5.8000000000000007e-11,4.396140381308068e-11
950.0,175.0,315.0,270.0,150.0,0.638,-4.71e-10,-4.3957742312921545e-10
950.0,175.0,335.0,20.0,130.0,0.632,6.49e-12,3.525801577886727e-11
950.0,155.0,315.0,220.0,50.0,0.64,-4.85e-12,1.1288847874840923e-11
950.0,195.0,315.0,270.0,130.0,0.634,-4.05e-10,-3.742894670472294e-10
950.0,175.0,275.0,270.0,150.0,0.642,-2.33e-10,-1.957154472305317e-10
950.0,115.0,295.0,120.0,90.0,0.64,3.98e-10,4.2357392244666026e-10
950.0,155.0,255.0,120.0,130.0,0.64,2e-10,2.0381132564285954e-10
950.0,115.0,295.0,320.0,70.0,0.638,-4.92e-10,-4.717005256961244e-10
