Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,135.0,255.0,20.0,110.0,0.638,1.86e-12,-1.3327995317332505e-12
950.0,195.0,215.0,370.0,110.0,0.638,-6.63e-11,-6.321092063976493e-11
950.0,155.0,235.0,20.0,130.0,0.634,-5.93e-12,-8.285498533507585e-12
950.0,135.0,295.0,320.0,150.0,0.632,-7.73e-10,-7.534978749956362e-10
950.0,175.0,335.0,370.0,50.0,0.636,1.0300000000000002e-10,9.060940312808382e-11
950.0,155.0,335.0,270.0,110.0,0.638,-5.62e-10,-5.285480633652123e-10
950.0,175.0,295.0,170.0,90.0,0.636,3.4199999999999996e-10,3.592889645635357e-10
950.0,155.0,255.0,320.0,90.0,0.636,-3.02e-10,-3.004230227066019e-10
950.0,195.0,275.0,370.0,90.0,0.64,-9.87e-11,-1.0330155784870747e-10
950.0,175.0,255.0,70.0,150.0,0.632,2.29e-11,-8.130147577643745e-13
950.0,195.0,215.0,170.0,110.0,0.634,6.07e-11,7.826208567352799e-11
950.0,155.0,335.0,270.0,70.0,0.632,-3.97e-10,-3.652784047213751e-10
950.0,175.0,235.0,70.0,90.0,0.636,-5.17e-11,-3.0042287533702155e-11
950.0,195.0,335.0,20.0,70.0,0.638,-5.2e-11,-6.670521485534067e-11
950.0,195.0,315.0,420.0,150.0,0.64,-1.38e-11,2.218647051542322e-11
950.0,175.0,235.0,420.0,90.0,0.64,-1.01e-10,-8.857144539597735e-11
950.0,175.0,235.0,120.0,50.0,0.634,-1.81e-10,-1.6235187396460755e-10
950.0,155.0,295.0,120.0,70.0,0.642,2.54e-10,2.254760983696166e-10
950.0,115.0,315.0,120.0,90.0,0.642,4.15e-10,4.4116627180449096e-10
950.0,175.0,335.0,220.0,150.0,0.634,1.07e-12,-5.686275510934704e-12
950.0,135.0,255.0,370.0,150.0,0.638,-5.97e-10,-5.90723805168651e-10
950.0,155.0,235.0,170.0,130.0,0.642,3.51e-10,3.816588040761637e-10
950.0,135.0,235.0,20.0,150.0,0.64,3.64e-12,8.916827666918901e-12
950.0,155.0,295.0,270.0,90.0,0.638,-2.27e-10,-2.0799048348144158e-10
950.0,175.0,215.0,120.0,110.0,0.642,7.95e-11,9.848642182940871e-11
950.0,175.0,235.0,370.0,130.0,0.634,-2.38e-10,-2.5290507996815237e-10
950.0,135.0,275.0,420.0,50.0,0.634,2.51e-10,2.429815565909506e-10
950.0,175.0,215.0,270.0,70.0,0.64,1.29e-11,1.9436321591547296e-11
950.0,195.0,335.0,120.0,70.0,0.642,1.75e-10,2.0554250011266434e-10
950.0,135.0,235.0,370.0,130.0,0.642,-5.37e-10,-5.247439951844595e-10
950.0,195.0,215.0,320.0,110.0,0.642,-9.67e-11,-1.1104111157692265e-10
950.0,175.0,235.0,420.0,150.0,0.638,-1.1100000000000002e-10,-1.3316053148173317e-10
950.0,175.0,255.0,170.0,50.0,0.64,-7.77e-11,-7.059316965011416e-11
950.0,115.0,335.0,370.0,130.0,0.638,-5.59e-10,-5.479550800073002e-10
950.0,195.0,215.0,370.0,90.0,0.642,-1.0599999999999998e-10,-9.234218153391325e-11
950.0,155.0,235.0,70.0,50.0,0.634,-2.87e-10,-2.71086289544089e-10
950.0,135.0,275.0,220.0,90.0,0.64,5.25e-10,4.965064023890018e-10
950.0,175.0,335.0,320.0,70.0,0.634,-1.53e-10,-1.8231059156997214e-10
950.0,155.0,255.0,170.0,50.0,0.638,-1.4799999999999998e-10,-1.5379354614153467e-10
950.0,195.0,335.0,70.0,110.0,0.632,8.07e-11,7.034604806204705e-11
950.0,135.0,235.0,270.0,110.0,0.638,1.88e-10,1.6377329618817447e-10
950.0,135.0,335.0,420.0,70.0,0.64,-8.03e-11,-8.530706784341313e-11
950.0,195.0,255.0,370.0,130.0,0.638,-1.52e-10,-1.7184628295440962e-10
950.0,175.0,315.0,220.0,90.0,0.634,1.18e-10,8.480920208308602e-11
950.0,195.0,275.0,220.0,90.0,0.642,1.74e-10,1.4735572939297682e-10
950.0,155.0,315.0,370.0,50.0,0.634,9.71e-11,8.499827380341805e-11
950.0,195.0,275.0,370.0,150.0,0.632,-1.43e-10,-1.4489893380867083e-10
950.0,195.0,275.0,320.0,50.0,0.632,-6.07e-11,-4.3257523091011574e-11
950.0,115.0,295.0,420.0,150.0,0.638,-3.47e-10,-3.660327306008187e-10
950.0,135.0,255.0,70.0,130.0,0.64,5.65e-11,3.006715070800829e-11
950.0,195.0,295.0,420.0,50.0,0.638,1.08e-10,4.0720444583910446e-11
950.0,135.0,315.0,170.0,70.0,0.632,5.21e-10,5.220941671539762e-10
950.0,175.0,295.0,220.0,110.0,0.638,2.34e-10,2.0487276318597461e-10
950.0,195.0,235.0,20.0,90.0,0.636,-2.81e-11,-1.680830349032537e-11
950.0,155.0,235.0,170.0,110.0,0.642,3.64e-10,3.703269219068319e-10
950.0,135.0,235.0,420.0,90.0,0.636,-2.95e-10,-3.185442985759236e-10
950.0,135.0,275.0,270.0,70.0,0.634,1.02e-12,-2.0015965631863407e-11
950.0,175.0,215.0,20.0,70.0,0.632,-6.88e-11,-6.869429250529815e-11
950.0,135.0,295.0,170.0,150.0,0.634,6.85e-10,6.943489577650591e-10
950.0,175.0,335.0,220.0,110.0,0.632,1.8e-12,1.5918301073776992e-14
950.0,175.0,255.0,420.0,130.0,0.638,-9.72e-11,-1.0160083149592462e-10
950.0,135.0,255.0,120.0,50.0,0.638,-2.2e-10,-2.0443803221288573e-10
950.0,155.0,255.0,420.0,150.0,0.636,-1.81e-10,-1.8873130234109707e-10
950.0,135.0,215.0,420.0,90.0,0.638,-2.98e-10,-2.79999745124764e-10
950.0,195.0,295.0,270.0,130.0,0.632,-3.6199999999999994e-10,-3.3442204242290125e-10
950.0,195.0,255.0,170.0,150.0,0.636,2.66e-10,2.8309774036389805e-10
950.0,135.0,295.0,420.0,150.0,0.634,-1.9799999999999996e-10,-1.7613214694852915e-10
950.0,155.0,215.0,220.0,150.0,0.638,3.21e-10,2.904525855353026e-10
950.0,135.0,215.0,220.0,70.0,0.64,1.89e-10,1.9325623144067785e-10
950.0,115.0,295.0,420.0,130.0,0.642,-3.6099999999999994e-10,-3.7731350094071383e-10
950.0,155.0,275.0,70.0,130.0,0.642,8.2e-11,7.10925148683245e-11
950.0,175.0,215.0,220.0,130.0,0.632,1.84e-10,1.6133502891338657e-10
950.0,115.0,295.0,220.0,150.0,0.638,8.02e-10,7.523111998216431e-10
950.0,175.0,295.0,420.0,70.0,0.634,1.2e-10,1.1596950543149194e-10
950.0,115.0,295.0,70.0,130.0,0.636,9.02e-11,1.0988533989173339e-10
950.0,175.0,315.0,420.0,90.0,0.632,4.640000000000001e-11,1.769427762288626e-11
950.0,115.0,315.0,170.0,110.0,0.632,8.51e-10,8.964121839830168e-10
950.0,195.0,255.0,70.0,130.0,0.642,5.1e-11,3.2007025118720034e-11
950.0,155.0,295.0,120.0,150.0,0.638,3.13e-10,3.0195295398305124e-10
950.0,175.0,255.0,370.0,130.0,0.64,-2.83e-10,-3.144062336138078e-10
950.0,175.0,295.0,20.0,90.0,0.64,4.57e-13,6.324672973546018e-12
950.0,135.0,315.0,20.0,150.0,0.632,6.429999999999999e-12,3.365258860829592e-11
950.0,155.0,215.0,420.0,150.0,0.632,-1.65e-10,-1.9081033125075523e-10
950.0,135.0,255.0,370.0,90.0,0.636,-5.02e-10,-4.854770644463927e-10
950.0,175.0,215.0,270.0,110.0,0.638,3.46e-11,2.282729793775142e-11
950.0,155.0,235.0,270.0,70.0,0.64,3.15e-11,2.032749979911153e-11
950.0,175.0,275.0,370.0,130.0,0.638,-2.6e-10,-2.7597018073778824e-10
950.0,155.0,215.0,370.0,150.0,0.636,-3.18e-10,-2.899695264165369e-10
950.0,115.0,315.0,320.0,110.0,0.642,-8.469999999999999e-10,-8.334707371447751e-10
950.0,155.0,275.0,120.0,150.0,0.642,2.66e-10,2.667698564562622e-10
950.0,195.0,295.0,270.0,70.0,0.64,-7.480000000000002e-11,-8.420050612171934e-11
950.0,115.0,315.0,370.0,130.0,0.636,-6.69e-10,-6.890382838680734e-10
950.0,175.0,335.0,370.0,150.0,0.64,-1.43e-10,-1.2281588330312892e-10
950.0,115.0,335.0,370.0,130.0,0.642,-5.53e-10,-5.691097183910015e-10
950.0,175.0,295.0,370.0,150.0,0.64,-2.4e-10,-2.556769623687295e-10
950.0,135.0,275.0,220.0,90.0,0.638,5.17e-10,4.971377425031103e-10
950.0,155.0,235.0,220.0,50.0,0.632,-8.25e-11,-9.778045150973253e-11
950.0,115.0,295.0,320.0,130.0,0.632,-8.17e-10,-7.63403859256392e-10
950.0,175.0,255.0,370.0,150.0,0.632,-2.62e-10,-3.0045657916206607e-10
950.0,175.0,215.0,70.0,50.0,0.636,-1.5000000000000002e-10,-1.2416492350484233e-10
950.0,195.0,275.0,420.0,130.0,0.64,-4.27e-11,-1.2418421052582088e-11
950.0,135.0,335.0,220.0,50.0,0.642,2.91e-10,-1.8312833593313654e-11
950.0,155.0,315.0,370.0,70.0,0.634,-6.49e-11,-6.114494393295793e-11
950.0,115.0,335.0,220.0,130.0,0.64,6.25e-10,6.053207454835036e-10
950.0,135.0,295.0,320.0,90.0,0.634,-6.62e-10,-6.447877048395848e-10
950.0,135.0,315.0,170.0,70.0,0.634,5.03e-10,5.080376233139126e-10
950.0,155.0,235.0,220.0,70.0,0.638,6.54e-11,7.460636600578282e-11
950.0,195.0,295.0,120.0,70.0,0.636,3.8199999999999995e-11,5.292340681702808e-11
950.0,115.0,295.0,70.0,110.0,0.642,8.440000000000001e-11,6.615991423102928e-11
950.0,195.0,275.0,20.0,70.0,0.632,-5.59e-11,-7.591450613289161e-11
950.0,115.0,295.0,120.0,50.0,0.64,4.48e-11,3.781993017330643e-11
950.0,195.0,235.0,220.0,70.0,0.634,3.89e-11,3.631777668570826e-11
950.0,155.0,255.0,20.0,50.0,0.64,-2.5399999999999998e-11,8.294840567768276e-11
950.0,195.0,235.0,320.0,150.0,0.642,-2.0400000000000002e-10,-1.8372282021263834e-10
950.0,155.0,335.0,70.0,90.0,0.642,7.96e-11,9.973507335339057e-11
950.0,195.0,315.0,20.0,50.0,0.642,-8.29e-11,-6.657149803767713e-11
950.0,175.0,315.0,170.0,70.0,0.634,2.53e-10,2.624013986994164e-10
950.0,155.0,235.0,370.0,50.0,0.636,1.5600000000000003e-10,1.4637091219278612e-10
950.0,115.0,315.0,370.0,50.0,0.632,-1.71e-10,-1.8171495144990486e-10
950.0,135.0,335.0,120.0,50.0,0.642,-2.44e-10,-2.592205245512046e-10
950.0,115.0,295.0,420.0,90.0,0.634,-3.56e-10,-3.9035901545597844e-10
950.0,135.0,275.0,270.0,90.0,0.642,5.16e-12,3.048655265664333e-12
950.0,195.0,215.0,320.0,130.0,0.638,-8.71e-11,-7.15909142175159e-11
950.0,175.0,235.0,170.0,130.0,0.64,2.62e-10,2.8641666991400696e-10
950.0,195.0,295.0,320.0,70.0,0.638,-7.13e-11,-5.620311214175459e-11
950.0,175.0,335.0,120.0,70.0,0.634,1.5399999999999999e-10,1.9130279792459176e-10
950.0,155.0,275.0,20.0,50.0,0.64,-3.21e-11,4.8901442664850785e-11
950.0,155.0,275.0,220.0,50.0,0.64,-2.6199999999999997e-11,-3.1322155180819056e-11
950.0,195.0,275.0,120.0,70.0,0.64,2.3400000000000004e-11,5.3776007227266693e-11
950.0,175.0,275.0,70.0,90.0,0.636,-3.06e-11,-2.828213588074487e-11
950.0,175.0,275.0,70.0,130.0,0.634,4.2300000000000005e-11,1.4094718070266855e-11
950.0,175.0,235.0,170.0,130.0,0.634,2.38e-10,2.6368388698704856e-10
950.0,175.0,315.0,170.0,150.0,0.642,5.19e-10,5.219020356695319e-10
950.0,135.0,315.0,120.0,150.0,0.636,3.91e-10,3.5955351809110763e-10
950.0,175.0,255.0,420.0,70.0,0.636,1.09e-10,9.614938610224294e-11
950.0,135.0,335.0,420.0,150.0,0.64,-1.17e-10,-1.5811678162429788e-10
950.0,175.0,235.0,270.0,150.0,0.642,5.570000000000002e-13,-4.454000754678222e-12
950.0,195.0,215.0,170.0,130.0,0.632,7.4e-11,9.81255057072798e-11
950.0,195.0,315.0,120.0,90.0,0.638,1.76e-10,2.0779927373554245e-10
950.0,155.0,275.0,220.0,130.0,0.634,4.88e-10,4.757456497225567e-10
950.0,195.0,215.0,270.0,130.0,0.634,3.34e-13,3.128875654576242e-12
950.0,115.0,315.0,170.0,90.0,0.636,8.44e-10,8.799143017423198e-10
950.0,195.0,255.0,120.0,50.0,0.638,-9.84e-11,-7.840451189586157e-11
950.0,135.0,335.0,220.0,110.0,0.632,4.42e-10,3.911227871524553e-10
950.0,155.0,255.0,220.0,50.0,0.638,-6.11e-11,-6.266439730707244e-11
950.0,175.0,235.0,420.0,150.0,0.642,-1.24e-10,-1.4322082182234047e-10
950.0,135.0,315.0,70.0,110.0,0.636,1.14e-10,9.00394696626988e-11
950.0,135.0,275.0,170.0,70.0,0.636,3.15e-10,3.0801007182447e-10
950.0,175.0,315.0,220.0,70.0,0.638,5.21e-11,1.5721745500671387e-11
950.0,195.0,335.0,170.0,70.0,0.632,2.74e-10,2.0594423069056593e-10
950.0,175.0,315.0,320.0,130.0,0.632,-4.29e-10,-4.5384012051086713e-10
950.0,115.0,315.0,70.0,70.0,0.638,1.04e-10,1.0969676492363344e-10
950.0,135.0,275.0,370.0,50.0,0.632,9.480000000000001e-11,9.359766394230926e-11
950.0,175.0,295.0,370.0,150.0,0.638,-2.34e-10,-2.428185239357908e-10
950.0,155.0,235.0,220.0,90.0,0.642,3.93e-10,3.5876109144047554e-10
950.0,195.0,235.0,120.0,70.0,0.638,-4.69e-11,-6.010965741785405e-11
950.0,155.0,335.0,370.0,150.0,0.636,-2.35e-10,-1.7375695953835433e-10
950.0,195.0,215.0,220.0,130.0,0.64,9.430000000000001e-11,9.240074299352188e-11
950.0,195.0,335.0,120.0,130.0,0.634,3.19e-10,3.4991441822130684e-10
950.0,155.0,235.0,70.0,70.0,0.636,-1.4900000000000003e-10,-1.3511123163364545e-10
950.0,155.0,335.0,320.0,150.0,0.632,-5.53e-10,-5.984731171690079e-10
950.0,135.0,255.0,320.0,150.0,0.64,-4.87e-10,-4.660671221003414e-10
950.0,135.0,255.0,170.0,150.0,0.64,5.04e-10,5.328450274362126e-10
950.0,115.0,295.0,220.0,150.0,0.64,7.93e-10,7.561589404943826e-10
950.0,135.0,235.0,220.0,130.0,0.634,5.14e-10,5.017691479694293e-10
950.0,175.0,235.0,20.0,110.0,0.636,-1.51e-11,-7.136226956285892e-12
950.0,195.0,295.0,170.0,150.0,0.634,4.02e-10,3.972343566855212e-10
950.0,155.0,335.0,170.0,130.0,0.638,6.5e-10,6.482370791719016e-10
950.0,135.0,295.0,70.0,110.0,0.634,7.13e-11,7.995261647986474e-11
950.0,155.0,255.0,220.0,130.0,0.64,4.65e-10,4.4302093329648917e-10
950.0,175.0,315.0,270.0,70.0,0.64,-1.43e-10,-1.5714441888045773e-10
950.0,155.0,235.0,320.0,130.0,0.634,-3.11e-10,-3.0691405323264807e-10
950.0,135.0,335.0,170.0,150.0,0.632,8.030000000000001e-10,8.311039037514479e-10
950.0,155.0,335.0,170.0,130.0,0.636,6.620000000000001e-10,6.621209596491473e-10
950.0,115.0,335.0,20.0,130.0,0.632,1.32e-11,6.74643544718665e-11
950.0,195.0,295.0,420.0,150.0,0.638,-2.57e-11,-6.501044643641725e-11
950.0,175.0,215.0,370.0,110.0,0.638,-1.62e-10,-1.4021573060028366e-10
950.0,175.0,215.0,220.0,70.0,0.638,-6.48e-12,-2.8263659298314928e-12
950.0,155.0,275.0,170.0,150.0,0.642,5.32e-10,5.573455458344276e-10
950.0,175.0,235.0,370.0,110.0,0.64,-2.47e-10,-2.490954153644385e-10
950.0,135.0,255.0,420.0,110.0,0.636,-3.05e-10,-3.3002188307422705e-10
950.0,115.0,335.0,420.0,50.0,0.634,4.97e-11,2.1820998933912602e-11
950.0,155.0,315.0,420.0,150.0,0.64,-9.29e-11,-8.169176947901883e-11
950.0,175.0,255.0,370.0,70.0,0.642,-4.26e-10,-4.1743295773014777e-10
950.0,155.0,295.0,20.0,70.0,0.632,-1.0599999999999998e-10,-1.093701224106955e-10
950.0,155.0,215.0,420.0,50.0,0.64,8.52e-11,3.1368930347880174e-12
950.0,175.0,315.0,70.0,130.0,0.632,8.62e-11,5.381973894080024e-11
950.0,135.0,215.0,320.0,130.0,0.64,-1.58e-10,-1.6113389834104608e-10
950.0,195.0,235.0,420.0,70.0,0.632,6.33e-11,4.7796910866916546e-11
950.0,195.0,255.0,70.0,70.0,0.638,-8.29e-11,-9.817890126376436e-11
950.0,175.0,295.0,70.0,110.0,0.632,3.16e-11,4.089464479957591e-13
950.0,195.0,295.0,320.0,70.0,0.632,-1.38e-10,-1.398434915063746e-10
950.0,195.0,295.0,420.0,50.0,0.642,1.96e-10,1.8617711092671853e-10
950.0,155.0,255.0,420.0,110.0,0.638,-1.78e-10,-1.9972774782134784e-10
950.0,135.0,275.0,20.0,130.0,0.64,8.98e-12,1.4037140063432587e-11
950.0,135.0,275.0,370.0,50.0,0.634,9.16e-11,8.42748237715022e-11
950.0,115.0,335.0,20.0,90.0,0.64,3.15e-11,5.185746853722004e-11
950.0,175.0,295.0,220.0,150.0,0.638,2.68e-10,2.382890371226127e-10
950.0,175.0,315.0,420.0,110.0,0.64,-3.58e-11,-5.086818656268233e-11
950.0,135.0,315.0,70.0,110.0,0.632,9.12e-11,7.972888382435282e-11
950.0,155.0,235.0,220.0,150.0,0.642,4.19e-10,3.9157927224097974e-10
950.0,115.0,335.0,170.0,90.0,0.64,8.46e-10,8.84747340390245e-10
950.0,195.0,235.0,270.0,50.0,0.64,9.4e-12,3.309164079268348e-11
950.0,175.0,215.0,120.0,150.0,0.64,7.01e-11,9.756650325748168e-11
950.0,135.0,295.0,70.0,70.0,0.642,-1.26e-10,-7.563591284727206e-11
950.0,155.0,215.0,170.0,110.0,0.64,2.39e-10,2.610684990732841e-10
950.0,195.0,235.0,20.0,110.0,0.636,-1.2600000000000002e-11,3.518237551014373e-12
950.0,195.0,335.0,270.0,70.0,0.64,-1.0599999999999998e-10,-1.1785447635091422e-10
950.0,135.0,315.0,20.0,130.0,0.642,9.33e-12,4.154512408232101e-11
950.0,115.0,315.0,70.0,130.0,0.636,1.21e-10,1.299239415934149e-10
950.0,135.0,275.0,370.0,130.0,0.636,-5.95e-10,-6.207338035202907e-10
950.0,135.0,295.0,70.0,70.0,0.634,-7.11e-11,-6.632814257688741e-11
950.0,175.0,235.0,420.0,150.0,0.634,-9.73e-11,-1.2261820325133303e-10
950.0,155.0,275.0,420.0,110.0,0.638,-1.46e-10,-1.416830401632378e-10
950.0,175.0,215.0,370.0,150.0,0.64,-2.0500000000000002e-10,-1.859747265482985e-10
950.0,155.0,215.0,20.0,70.0,0.642,-1.7999999999999996e-11,-7.013986473932602e-11
950.0,155.0,275.0,370.0,50.0,0.636,1.42e-10,1.5614349536197827e-10
950.0,115.0,295.0,270.0,70.0,0.64,2.85e-12,-2.2988827354703447e-12
950.0,175.0,295.0,220.0,150.0,0.634,2.81e-10,2.551635321989688e-10
950.0,155.0,335.0,320.0,90.0,0.642,-5.01e-10,-5.771635440446039e-10
950.0,175.0,215.0,320.0,70.0,0.64,-3.21e-11,-1.5248117887816962e-11
950.0,155.0,315.0,220.0,110.0,0.638,3.23e-10,2.9223768258362365e-10
950.0,155.0,255.0,320.0,70.0,0.64,-1.53e-10,-1.356451285719804e-10
950.0,115.0,295.0,270.0,70.0,0.636,8.65e-13,-2.7445265230062858e-11
950.0,175.0,275.0,70.0,150.0,0.632,4.38e-11,1.4909866892689954e-11
950.0,135.0,275.0,370.0,110.0,0.642,-6.22e-10,-6.257203741644971e-10
950.0,195.0,315.0,170.0,150.0,0.632,4.31e-10,4.003004788342873e-10
950.0,135.0,275.0,120.0,90.0,0.632,1.88e-10,2.1079174333626289e-10
950.0,175.0,235.0,370.0,150.0,0.634,-2.52e-10,-2.7411692457391227e-10
950.0,155.0,235.0,120.0,70.0,0.638,-5.42e-11,-4.095667172574473e-11
950.0,175.0,235.0,120.0,90.0,0.638,3.78e-11,4.473862809691125e-11
950.0,195.0,315.0,270.0,110.0,0.636,-3.6099999999999994e-10,-3.253506552734944e-10
950.0,155.0,275.0,320.0,50.0,0.632,-1.32e-11,1.0934919874724221e-11
950.0,195.0,295.0,70.0,50.0,0.64,-7.23e-11,-7.302079387374365e-11
950.0,195.0,335.0,20.0,110.0,0.634,-4.35e-12,-6.168339277110575e-12
950.0,195.0,335.0,70.0,70.0,0.634,-1.9e-11,-1.5607689084384322e-11
950.0,175.0,315.0,370.0,110.0,0.638,-1.58e-10,-1.6289886202838184e-10
950.0,135.0,255.0,370.0,130.0,0.632,-5.72e-10,-5.580247537520613e-10
950.0,155.0,275.0,220.0,150.0,0.642,4.87e-10,4.542921298725491e-10
950.0,155.0,315.0,270.0,50.0,0.638,-2.05e-11,1.0107256155364215e-11
950.0,195.0,295.0,20.0,110.0,0.642,2.02e-12,8.123172944035948e-12
950.0,175.0,315.0,20.0,90.0,0.64,1.2800000000000002e-12,2.2696823943996627e-11
950.0,195.0,275.0,120.0,70.0,0.634,8.58e-12,3.2551569509002974e-11
950.0,155.0,275.0,270.0,150.0,0.638,-1.46e-10,-1.3025111485613604e-10
950.0,155.0,335.0,420.0,50.0,0.632,1.4399999999999997e-10,1.3831383500738257e-10
950.0,155.0,255.0,370.0,70.0,0.638,-1e-10,-7.123210898368294e-11
950.0,135.0,215.0,370.0,90.0,0.636,-2.84e-10,-2.679082155423279e-10
950.0,175.0,295.0,70.0,150.0,0.638,8.74e-11,5.841463275529808e-11
950.0,135.0,315.0,20.0,130.0,0.64,1.6700000000000004e-11,4.0826089706061105e-11
950.0,195.0,315.0,170.0,150.0,0.636,4.08e-10,3.7114493424603276e-10
950.0,135.0,315.0,170.0,150.0,0.632,7.589999999999999e-10,8.073860621848263e-10
950.0,155.0,255.0,20.0,110.0,0.636,-1.38e-11,-2.1211907231903276e-11
950.0,195.0,315.0,220.0,90.0,0.64,4.39e-12,-2.797707641123696e-11
950.0,175.0,255.0,70.0,50.0,0.636,-1.97e-10,-1.8696626032316283e-10
950.0,175.0,235.0,120.0,110.0,0.642,1.42e-10,1.4307188174602548e-10
950.0,195.0,255.0,20.0,130.0,0.636,-4.65e-12,-2.5683770199954655e-12
950.0,135.0,255.0,270.0,150.0,0.642,1.41e-10,1.1223197841585504e-10
950.0,175.0,215.0,420.0,150.0,0.634,-8.940000000000001e-11,-8.86097065448266e-11
950.0,195.0,235.0,170.0,90.0,0.638,8.16e-11,6.76379893061715e-11
950.0,195.0,295.0,320.0,50.0,0.632,-9.07e-11,-8.784469899305491e-11
950.0,135.0,295.0,220.0,110.0,0.64,5.98e-10,5.767329133799155e-10
950.0,175.0,315.0,170.0,130.0,0.636,5.25e-10,5.361375676434856e-10
950.0,175.0,235.0,370.0,130.0,0.638,-2.5e-10,-2.6137923649351196e-10
950.0,195.0,335.0,120.0,50.0,0.638,1.49e-11,4.0784698174499274e-11
950.0,155.0,275.0,20.0,50.0,0.636,-1.38e-10,-1.7087616204124227e-10
950.0,155.0,255.0,120.0,90.0,0.636,1.0300000000000002e-10,1.3130483714501903e-10
950.0,155.0,215.0,320.0,90.0,0.632,-7.950000000000001e-11,-8.043018122791435e-11
950.0,175.0,295.0,270.0,70.0,0.632,-1.74e-10,-1.4455495363547744e-10
950.0,195.0,215.0,120.0,150.0,0.636,3.4e-11,6.436127632909025e-11
950.0,155.0,315.0,270.0,70.0,0.64,-1.86e-10,-1.7320938293004392e-10
950.0,175.0,315.0,70.0,50.0,0.636,-1.42e-10,-2.0335088684629046e-10
950.0,135.0,215.0,20.0,70.0,0.64,1.02e-11,6.061839463838016e-11
950.0,175.0,275.0,420.0,130.0,0.642,-1.01e-10,-8.7500177703124e-11
950.0,155.0,235.0,220.0,150.0,0.638,4.13e-10,3.821203279902332e-10
950.0,155.0,235.0,220.0,70.0,0.634,5.34e-11,4.936300986930515e-11
950.0,155.0,275.0,320.0,150.0,0.64,-5.79e-10,-5.635185080095028e-10
950.0,135.0,235.0,220.0,50.0,0.638,-9.52e-11,-1.3228894052059025e-10
950.0,195.0,335.0,320.0,110.0,0.632,-1.97e-10,-2.0639673479166222e-10
950.0,195.0,335.0,320.0,50.0,0.642,2.92e-10,8.728255796725748e-11
950.0,155.0,315.0,420.0,70.0,0.636,8.72e-11,7.29132585934036e-11
950.0,115.0,335.0,20.0,150.0,0.634,1.6400000000000003e-11,6.779209850368495e-11
950.0,175.0,295.0,120.0,110.0,0.634,2.3e-10,2.4457818760224236e-10
950.0,135.0,235.0,370.0,130.0,0.634,-5.16e-10,-4.97343836538139e-10
950.0,195.0,295.0,320.0,130.0,0.638,-3.08e-10,-3.280434685638801e-10
950.0,135.0,335.0,220.0,70.0,0.642,3.07e-10,1.5108095094312083e-10
950.0,195.0,335.0,20.0,50.0,0.638,-6.44e-11,-7.547486110951703e-11
950.0,135.0,255.0,120.0,70.0,0.636,2.7100000000000002e-11,2.6950183938698728e-11
950.0,135.0,295.0,420.0,50.0,0.634,2.25e-10,2.1267307935602216e-10
950.0,175.0,295.0,220.0,50.0,0.632,6.3e-11,4.097116292729806e-11
950.0,195.0,335.0,120.0,70.0,0.64,8.89e-11,1.0078041833285851e-10
950.0,195.0,295.0,70.0,50.0,0.632,-5.78e-11,-4.696325980252724e-11
950.0,115.0,315.0,270.0,130.0,0.642,-2.11e-10,-2.2189471935538643e-10
950.0,155.0,335.0,320.0,50.0,0.632,-1.87e-10,-1.5289229591719962e-10
950.0,135.0,215.0,170.0,150.0,0.634,2.6e-10,2.828826850794114e-10
950.0,195.0,335.0,120.0,50.0,0.64,-2.76e-11,-5.692510899618672e-11
950.0,135.0,275.0,170.0,110.0,0.64,5.97e-10,6.281384606977444e-10
950.0,175.0,255.0,370.0,90.0,0.636,-1.4500000000000002e-10,-1.7134326006032134e-10
950.0,195.0,275.0,170.0,50.0,0.632,7.48e-11,5.6718991131644494e-11
950.0,135.0,335.0,220.0,130.0,0.638,4.08e-10,3.7364862889945397e-10
950.0,135.0,255.0,270.0,90.0,0.632,9.87e-11,7.662408145429552e-11
950.0,115.0,335.0,220.0,110.0,0.642,5.86e-10,5.231162201045079e-10
950.0,135.0,315.0,420.0,50.0,0.632,2.0399999999999997e-10,1.838401001112852e-10
950.0,175.0,255.0,370.0,130.0,0.636,-2.65e-10,-2.930714519688398e-10
950.0,155.0,295.0,370.0,110.0,0.636,-3.47e-10,-3.78164669070322e-10
950.0,175.0,255.0,320.0,110.0,0.642,-4.05e-10,-3.679169432848985e-10
950.0,175.0,275.0,120.0,150.0,0.638,2.25e-10,2.3622976999768346e-10
950.0,135.0,255.0,420.0,70.0,0.64,-2.4e-10,-2.5634082529149387e-10
950.0,175.0,315.0,70.0,130.0,0.634,9.42e-11,6.152286891138399e-11
950.0,175.0,315.0,20.0,130.0,0.64,1.39e-11,4.478262029339318e-11
950.0,175.0,315.0,220.0,90.0,0.632,1.27e-10,9.369321416372475e-11
950.0,195.0,335.0,370.0,130.0,0.632,-5.139999999999999e-11,3.284426485614243e-11
950.0,195.0,315.0,70.0,50.0,0.636,-8.25e-11,-1.1327497279442047e-10
950.0,195.0,215.0,20.0,150.0,0.642,8.200000000000001e-13,1.510541624760006e-11
950.0,195.0,255.0,220.0,110.0,0.638,1.58e-10,1.3718686484852347e-10
950.0,195.0,335.0,20.0,110.0,0.636,-3.45e-12,-2.322395470309062e-11
950.0,195.0,235.0,370.0,50.0,0.638,7.29e-11,9.284577570546417e-11
950.0,135.0,275.0,220.0,150.0,0.636,6.55e-10,6.261857718165396e-10
