Period,Ax,Bx,Gap,Au,Lam,Force
1050,155,295,220,70,0.636,2.47E-10
1050,155,295,220,70,0.638,2.38E-10
1050,155,295,220,70,0.64,3.85E-10
1050,155,295,220,70,0.642,9.85E-11
1050,155,295,220,90,0.632,5.07E-10
1050,155,295,220,90,0.634,5.27E-10
1050,155,295,220,90,0.636,5.23E-10
1050,155,295,220,90,0.638,3.79E-11
1050,155,295,220,90,0.64,1.82E-11
1050,155,295,220,90,0.642,3.18E-10
1050,155,295,220,110,0.632,6.53E-10
1050,155,295,220,110,0.634,6.57E-10
1050,155,295,220,110,0.636,5.43E-10
1050,155,295,220,110,0.638,4.96E-10
1050,155,295,220,110,0.64,6.43E-11
1050,155,295,220,110,0.642,4.31E-10
1050,155,295,220,130,0.632,7.03E-10
1050,155,295,220,130,0.634,6.78E-10
1050,155,295,220,130,0.636,3.15E-10
1050,155,295,220,130,0.638,4.31E-10
1050,155,295,220,130,0.64,2.59E-10
1050,155,295,220,130,0.642,4.95E-10
1050,155,295,220,150,0.632,7.15E-10
1050,155,295,220,150,0.634,6.35E-10
1050,155,295,220,150,0.636,2.21E-11
1050,155,295,220,150,0.638,-7.40E-11
1050,155,295,220,150,0.64,3.83E-10
1050,155,295,220,150,0.642,5.35E-10
1050,155,295,270,50,0.632,-2.24E-12
1050,155,295,270,50,0.634,-1.52E-11
1050,155,295,270,50,0.636,-2.34E-11
1050,155,295,270,50,0.638,-7.52E-13
1050,155,295,270,50,0.64,5.00E-11
1050,155,295,270,50,0.642,1.71E-11
1050,155,295,270,70,0.632,1.08E-10
1050,155,295,270,70,0.634,1.04E-10
1050,155,295,270,70,0.636,1.08E-10
1050,155,295,270,70,0.638,1.10E-10
1050,155,295,270,70,0.64,2.10E-11
1050,155,295,270,70,0.642,1.12E-10
1050,155,295,270,90,0.632,2.51E-10
1050,155,295,270,90,0.634,2.53E-10
1050,155,295,270,90,0.636,2.39E-10
1050,155,295,270,90,0.638,1.87E-11
1050,155,295,270,90,0.64,2.92E-11
1050,155,295,270,90,0.642,2.10E-10
1050,155,295,270,110,0.632,3.38E-10
1050,155,295,270,110,0.634,3.27E-10
1050,155,295,270,110,0.636,2.34E-10
1050,155,295,270,110,0.638,1.15E-10
1050,155,295,270,110,0.64,1.30E-10
1050,155,295,270,110,0.642,2.70E-10
1050,155,295,270,130,0.632,3.70E-10
1050,155,295,270,130,0.634,3.32E-10
1050,155,295,270,130,0.636,1.19E-10
1050,155,295,270,130,0.638,6.45E-12
1050,155,295,270,130,0.64,2.11E-10
1050,155,295,270,130,0.642,3.05E-10
1050,155,295,270,150,0.632,3.73E-10
1050,155,295,270,150,0.634,2.92E-10
1050,155,295,270,150,0.636,-2.39E-12
1050,155,295,270,150,0.638,7.51E-11
1050,155,295,270,150,0.64,2.62E-10
1050,155,295,270,150,0.642,3.26E-10
1050,155,295,320,50,0.632,2.61E-12
1050,155,295,320,50,0.634,1.27E-11
1050,155,295,320,50,0.636,2.05E-11
1050,155,295,320,50,0.638,1.16E-11
1050,155,295,320,50,0.64,4.42E-12
1050,155,295,320,50,0.642,6.90E-13
1050,155,295,320,70,0.632,-7.21E-11
1050,155,295,320,70,0.634,-6.78E-11
1050,155,295,320,70,0.636,-6.72E-11
1050,155,295,320,70,0.638,-5.18E-11
1050,155,295,320,70,0.64,2.29E-11
1050,155,295,320,70,0.642,-7.18E-11
1050,155,295,320,90,0.632,-1.69E-10
1050,155,295,320,90,0.634,-1.69E-10
1050,155,295,320,90,0.636,-1.53E-10
1050,155,295,320,90,0.638,1.89E-11
1050,155,295,320,90,0.64,-3.35E-12
1050,155,295,320,90,0.642,-1.39E-10
1050,155,295,320,110,0.632,-2.29E-10
1050,155,295,320,110,0.634,-2.19E-10
1050,155,295,320,110,0.636,-1.44E-10
1050,155,295,320,110,0.638,-2.90E-11
1050,155,295,320,110,0.64,-7.82E-11
1050,155,295,320,110,0.642,-1.81E-10
1050,155,295,320,130,0.632,-2.52E-10
1050,155,295,320,130,0.634,-2.21E-10
1050,155,295,320,130,0.636,-5.95E-11
1050,155,295,320,130,0.638,2.46E-11
1050,155,295,320,130,0.64,-1.37E-10
1050,155,295,320,130,0.642,-2.06E-10
1050,155,295,320,150,0.632,-2.53E-10
1050,155,295,320,150,0.634,-1.90E-10
1050,155,295,320,150,0.636,2.95E-11
1050,155,295,320,150,0.638,-3.96E-11
1050,155,295,320,150,0.64,-1.75E-10
1050,155,295,320,150,0.642,-2.22E-10
1050,155,295,370,50,0.632,3.27E-11
1050,155,295,370,50,0.634,4.47E-11
1050,155,295,370,50,0.636,4.87E-11
1050,155,295,370,50,0.638,1.65E-11
1050,155,295,370,50,0.64,-9.60E-11
1050,155,295,370,50,0.642,2.39E-11
1050,155,295,370,70,0.632,-2.03E-10
1050,155,295,370,70,0.634,-2.08E-10
1050,155,295,370,70,0.636,-2.20E-10
1050,155,295,370,70,0.638,-1.96E-10
1050,155,295,370,70,0.64,-2.77E-10
1050,155,295,370,70,0.642,-1.14E-10
1050,155,295,370,90,0.632,-4.80E-10
1050,155,295,370,90,0.634,-4.92E-10
1050,155,295,370,90,0.636,-4.75E-10
1050,155,295,370,90,0.638,2.62E-12
1050,155,295,370,90,0.64,4.97E-12
1050,155,295,370,90,0.642,-3.25E-10
1050,155,295,370,110,0.632,-6.24E-10
1050,155,295,370,110,0.634,-6.17E-10
1050,155,295,370,110,0.636,-4.81E-10
1050,155,295,370,110,0.638,-4.13E-10
1050,155,295,370,110,0.64,-1.16E-10
1050,155,295,370,110,0.642,-4.40E-10
1050,155,295,370,130,0.632,-6.73E-10
1050,155,295,370,130,0.634,-6.32E-10
1050,155,295,370,130,0.636,-2.53E-10
1050,155,295,370,130,0.638,-2.54E-10
1050,155,295,370,130,0.64,-2.96E-10
1050,155,295,370,130,0.642,-5.04E-10
1050,155,295,370,150,0.632,-6.82E-10
1050,155,295,370,150,0.634,-5.80E-10
1050,155,295,370,150,0.636,1.22E-11
1050,155,295,370,150,0.638,1.74E-11
1050,155,295,370,150,0.64,-4.08E-10
1050,155,295,370,150,0.642,-5.42E-10
1050,155,295,420,50,0.632,1.24E-10
1050,155,295,420,50,0.634,9.82E-11
1050,155,295,420,50,0.636,5.61E-11
1050,155,295,420,50,0.638,-2.29E-11
1050,155,295,420,50,0.64,-6.16E-11
1050,155,295,420,50,0.642,1.86E-11
1050,155,295,420,70,0.632,-1.72E-10
1050,155,295,420,70,0.634,-2.25E-10
1050,155,295,420,70,0.636,-2.93E-10
1050,155,295,420,70,0.638,-3.12E-10
1050,155,295,420,70,0.64,-6.72E-10
1050,155,295,420,70,0.642,1.85E-10
1050,155,295,420,90,0.632,-4.69E-10
1050,155,295,420,90,0.634,-5.30E-10
1050,155,295,420,90,0.636,-5.89E-10
1050,155,295,420,90,0.638,-4.44E-11
1050,155,295,420,90,0.64,-2.56E-10
1050,155,295,420,90,0.642,-3.64E-11
1050,155,295,420,110,0.632,-5.95E-10
1050,155,295,420,110,0.634,-6.51E-10
1050,155,295,420,110,0.636,-6.51E-10
1050,155,295,420,110,0.638,-6.01E-10
1050,155,295,420,110,0.64,3.98E-10
1050,155,295,420,110,0.642,-1.55E-10
1050,155,295,420,130,0.632,-6.44E-10
1050,155,295,420,130,0.634,-6.92E-10
1050,155,295,420,130,0.636,-4.69E-10
1050,155,295,420,130,0.638,-1.02E-09
1050,155,295,420,130,0.64,1.69E-10
1050,155,295,420,130,0.642,-2.31E-10
1050,155,295,420,150,0.632,-6.73E-10
1050,155,295,420,150,0.634,-6.98E-10
1050,155,295,420,150,0.636,2.40E-11
1050,155,295,420,150,0.638,2.81E-10
1050,155,295,420,150,0.64,-2.55E-11
1050,155,295,420,150,0.642,-2.87E-10
1050,155,315,20,50,0.632,-1.27E-10
1050,155,315,20,50,0.634,-1.02E-10
1050,155,315,20,50,0.636,-5.64E-11
1050,155,315,20,50,0.638,2.89E-11
1050,155,315,20,50,0.64,1.21E-11
1050,155,315,20,50,0.642,1.99E-11
1050,155,315,20,70,0.632,-8.17E-11
1050,155,315,20,70,0.634,-5.66E-11
1050,155,315,20,70,0.636,-7.29E-12
1050,155,315,20,70,0.638,7.50E-11
1050,155,315,20,70,0.64,2.56E-11
1050,155,315,20,70,0.642,1.98E-11
1050,155,315,20,90,0.632,-2.90E-11
1050,155,315,20,90,0.634,-6.23E-12
1050,155,315,20,90,0.636,3.41E-11
1050,155,315,20,90,0.638,7.92E-11
1050,155,315,20,90,0.64,2.99E-11
1050,155,315,20,90,0.642,-3.54E-12
1050,155,315,20,110,0.632,1.86E-12
1050,155,315,20,110,0.634,2.10E-11
1050,155,315,20,110,0.636,5.51E-11
1050,155,315,20,110,0.638,1.64E-11
1050,155,315,20,110,0.64,1.03E-11
1050,155,315,20,110,0.642,-8.15E-12
1050,155,315,20,130,0.632,1.68E-11
1050,155,315,20,130,0.634,3.60E-11
1050,155,315,20,130,0.636,6.95E-11
1050,155,315,20,130,0.638,3.82E-11
1050,155,315,20,130,0.64,-1.39E-12
1050,155,315,20,130,0.642,-8.34E-12
1050,155,315,20,150,0.632,2.60E-11
1050,155,315,20,150,0.634,4.85E-11
1050,155,315,20,150,0.636,7.14E-11
1050,155,315,20,150,0.638,2.58E-11
1050,155,315,20,150,0.64,-6.55E-12
1050,155,315,20,150,0.642,-7.67E-12
1050,155,315,70,50,0.632,-2.27E-10
1050,155,315,70,50,0.634,-1.74E-10
1050,155,315,70,50,0.636,-8.57E-11
1050,155,315,70,50,0.638,1.11E-10
1050,155,315,70,50,0.64,-1.28E-10
1050,155,315,70,50,0.642,2.77E-11
1050,155,315,70,70,0.632,-8.67E-11
1050,155,315,70,70,0.634,-2.04E-11
1050,155,315,70,70,0.636,9.22E-11
1050,155,315,70,70,0.638,3.08E-10
1050,155,315,70,70,0.64,3.23E-10
1050,155,315,70,70,0.642,-1.92E-10
1050,155,315,70,90,0.632,4.55E-11
1050,155,315,70,90,0.634,1.10E-10
1050,155,315,70,90,0.636,2.16E-10
1050,155,315,70,90,0.638,3.05E-10
1050,155,315,70,90,0.64,1.90E-10
1050,155,315,70,90,0.642,-1.06E-10
1050,155,315,70,110,0.632,1.07E-10
1050,155,315,70,110,0.634,1.71E-10
1050,155,315,70,110,0.636,2.79E-10
1050,155,315,70,110,0.638,6.07E-11
1050,155,315,70,110,0.64,9.14E-12
1050,155,315,70,110,0.642,-6.19E-11
1050,155,315,70,130,0.632,1.40E-10
1050,155,315,70,130,0.634,2.11E-10
1050,155,315,70,130,0.636,3.23E-10
1050,155,315,70,130,0.638,3.15E-10
1050,155,315,70,130,0.64,-6.50E-11
1050,155,315,70,130,0.642,-4.80E-11
1050,155,315,70,150,0.632,1.67E-10
1050,155,315,70,150,0.634,2.52E-10
1050,155,315,70,150,0.636,2.00E-10
1050,155,315,70,150,0.638,1.29E-10
1050,155,315,70,150,0.64,-7.62E-11
1050,155,315,70,150,0.642,-3.71E-11
1050,155,315,120,50,0.632,-1.88E-10
1050,155,315,120,50,0.634,-1.37E-10
1050,155,315,120,50,0.636,-5.68E-11
1050,155,315,120,50,0.638,9.81E-11
1050,155,315,120,50,0.64,1.48E-10
1050,155,315,120,50,0.642,-4.47E-11
1050,155,315,120,70,0.632,4.22E-11
1050,155,315,120,70,0.634,1.22E-10
1050,155,315,120,70,0.636,2.38E-10
1050,155,315,120,70,0.638,3.99E-10
1050,155,315,120,70,0.64,7.58E-10
1050,155,315,120,70,0.642,-4.12E-10
1050,155,315,120,90,0.632,2.47E-10
1050,155,315,120,90,0.634,3.32E-10
1050,155,315,120,90,0.636,4.53E-10
1050,155,315,120,90,0.638,1.83E-10
1050,155,315,120,90,0.64,4.14E-10
1050,155,315,120,90,0.642,-1.92E-10
1050,155,315,120,110,0.632,3.31E-10
1050,155,315,120,110,0.634,4.18E-10
1050,155,315,120,110,0.636,5.38E-10
1050,155,315,120,110,0.638,5.60E-10
1050,155,315,120,110,0.64,-2.53E-10
1050,155,315,120,110,0.642,-8.80E-11
1050,155,315,120,130,0.632,3.73E-10
1050,155,315,120,130,0.634,4.69E-10
1050,155,315,120,130,0.636,5.18E-10
1050,155,315,120,130,0.638,8.76E-10
1050,155,315,120,130,0.64,-2.66E-10
1050,155,315,120,130,0.642,-2.70E-11
1050,155,315,120,150,0.632,4.10E-10
1050,155,315,120,150,0.634,5.18E-10
1050,155,315,120,150,0.636,-1.01E-11
1050,155,315,120,150,0.638,6.55E-11
1050,155,315,120,150,0.64,-1.69E-10
1050,155,315,120,150,0.642,1.83E-11
1050,155,315,170,50,0.632,-7.43E-11
1050,155,315,170,50,0.634,-6.17E-11
1050,155,315,170,50,0.636,-3.40E-11
1050,155,315,170,50,0.638,1.89E-11
1050,155,315,170,50,0.64,2.40E-10
1050,155,315,170,50,0.642,-1.03E-10
1050,155,315,170,70,0.632,2.22E-10
1050,155,315,170,70,0.634,2.62E-10
1050,155,315,170,70,0.636,3.10E-10
1050,155,315,170,70,0.638,2.71E-10
1050,155,315,170,70,0.64,7.43E-10
1050,155,315,170,70,0.642,-2.33E-10
1050,155,315,170,90,0.632,5.04E-10
1050,155,315,170,90,0.634,5.52E-10
1050,155,315,170,90,0.636,5.93E-10
1050,155,315,170,90,0.638,1.23E-11
1050,155,315,170,90,0.64,6.58E-11
1050,155,315,170,90,0.642,9.95E-11
1050,155,315,170,110,0.632,6.15E-10
1050,155,315,170,110,0.634,6.61E-10
1050,155,315,170,110,0.636,6.42E-10
1050,155,315,170,110,0.638,7.68E-10
1050,155,315,170,110,0.64,-3.44E-10
1050,155,315,170,110,0.642,2.32E-10
1050,155,315,170,130,0.632,6.55E-10
1050,155,315,170,130,0.634,6.94E-10
1050,155,315,170,130,0.636,4.24E-10
1050,155,315,170,130,0.638,9.78E-10
1050,155,315,170,130,0.64,-5.02E-11
1050,155,315,170,130,0.642,3.02E-10
1050,155,315,170,150,0.632,6.79E-10
1050,155,315,170,150,0.634,6.93E-10
1050,155,315,170,150,0.636,7.33E-11
1050,155,315,170,150,0.638,-4.91E-10
1050,155,315,170,150,0.64,1.28E-10
1050,155,315,170,150,0.642,3.50E-10
1050,155,315,220,50,0.632,1.34E-11
1050,155,315,220,50,0.634,-1.22E-11
1050,155,315,220,50,0.636,-3.24E-11
1050,155,315,220,50,0.638,-3.16E-11
1050,155,315,220,50,0.64,2.42E-10
1050,155,315,220,50,0.642,-1.64E-11
1050,155,315,220,70,0.632,2.66E-10
1050,155,315,220,70,0.634,2.56E-10
1050,155,315,220,70,0.636,2.44E-10
1050,155,315,220,70,0.638,1.52E-10
1050,155,315,220,70,0.64,2.49E-10
1050,155,315,220,70,0.642,1.37E-10
1050,155,315,220,90,0.632,5.51E-10
1050,155,315,220,90,0.634,5.46E-10
1050,155,315,220,90,0.636,4.96E-10
1050,155,315,220,90,0.638,8.99E-13
1050,155,315,220,90,0.64,2.85E-11
1050,155,315,220,90,0.642,4.20E-10
1050,155,315,220,110,0.632,6.87E-10
1050,155,315,220,110,0.634,6.61E-10
1050,155,315,220,110,0.636,4.83E-10
1050,155,315,220,110,0.638,5.34E-10
1050,155,315,220,110,0.64,2.63E-10
1050,155,315,220,110,0.642,5.59E-10
1050,155,315,220,130,0.632,7.25E-10
1050,155,315,220,130,0.634,6.61E-10
1050,155,315,220,130,0.636,2.23E-10
1050,155,315,220,130,0.638,1.64E-10
1050,155,315,220,130,0.64,4.55E-10
1050,155,315,220,130,0.642,6.22E-10
1050,155,315,220,150,0.632,7.24E-10
1050,155,315,220,150,0.634,5.93E-10
1050,155,315,220,150,0.636,6.34E-11
1050,155,315,220,150,0.638,8.90E-11
1050,155,315,220,150,0.64,5.55E-10
1050,155,315,220,150,0.642,6.55E-10
1050,155,315,270,50,0.632,1.56E-11
1050,155,315,270,50,0.634,7.30E-13
1050,155,315,270,50,0.636,-1.27E-11
1050,155,315,270,50,0.638,-1.08E-11
1050,155,315,270,50,0.64,7.01E-11
1050,155,315,270,50,0.642,2.74E-11
1050,155,315,270,70,0.632,9.91E-11
1050,155,315,270,70,0.634,8.91E-11
1050,155,315,270,70,0.636,8.06E-11
1050,155,315,270,70,0.638,5.50E-11
1050,155,315,270,70,0.64,-1.05E-11
1050,155,315,270,70,0.642,1.15E-10
1050,155,315,270,90,0.632,2.06E-10
1050,155,315,270,90,0.634,1.98E-10
1050,155,315,270,90,0.636,1.70E-10
1050,155,315,270,90,0.638,2.67E-12
1050,155,315,270,90,0.64,4.47E-11
1050,155,315,270,90,0.642,2.00E-10
1050,155,315,270,110,0.632,2.67E-10
1050,155,315,270,110,0.634,2.46E-10
1050,155,315,270,110,0.636,1.56E-10
1050,155,315,270,110,0.638,7.10E-11
1050,155,315,270,110,0.64,1.42E-10
1050,155,315,270,110,0.642,2.50E-10
1050,155,315,270,130,0.632,2.85E-10
1050,155,315,270,130,0.634,2.41E-10
1050,155,315,270,130,0.636,6.72E-11
1050,155,315,270,130,0.638,3.65E-12
1050,155,315,270,130,0.64,2.09E-10
1050,155,315,270,130,0.642,2.74E-10
1050,155,315,270,150,0.632,2.81E-10
1050,155,315,270,150,0.634,2.03E-10
1050,155,315,270,150,0.636,3.35E-12
1050,155,315,270,150,0.638,9.78E-11
1050,155,315,270,150,0.64,2.46E-10
1050,155,315,270,150,0.642,2.86E-10
1050,155,315,320,50,0.632,-1.83E-11
1050,155,315,320,50,0.634,3.36E-12
1050,155,315,320,50,0.636,2.43E-11
1050,155,315,320,50,0.638,3.18E-11
1050,155,315,320,50,0.64,-6.48E-11
1050,155,315,320,50,0.642,-9.29E-12
1050,155,315,320,70,0.632,-1.42E-10
1050,155,315,320,70,0.634,-1.27E-10
1050,155,315,320,70,0.636,-1.11E-10
1050,155,315,320,70,0.638,-4.77E-11
1050,155,315,320,70,0.64,3.58E-11
1050,155,315,320,70,0.642,-1.29E-10
1050,155,315,320,90,0.632,-2.98E-10
1050,155,315,320,90,0.634,-2.85E-10
1050,155,315,320,90,0.636,-2.38E-10
1050,155,315,320,90,0.638,4.22E-11
1050,155,315,320,90,0.64,-3.24E-11
1050,155,315,320,90,0.642,-2.64E-10
1050,155,315,320,110,0.632,-3.84E-10
1050,155,315,320,110,0.634,-3.52E-10
1050,155,315,320,110,0.636,-2.12E-10
1050,155,315,320,110,0.638,-1.02E-10
1050,155,315,320,110,0.64,-1.85E-10
1050,155,315,320,110,0.642,-3.46E-10
1050,155,315,320,130,0.632,-4.09E-10
1050,155,315,320,130,0.634,-3.45E-10
1050,155,315,320,130,0.636,-7.10E-11
1050,155,315,320,130,0.638,2.95E-11
1050,155,315,320,130,0.64,-2.89E-10
1050,155,315,320,130,0.642,-3.87E-10
1050,155,315,320,150,0.632,-4.03E-10
1050,155,315,320,150,0.634,-2.88E-10
1050,155,315,320,150,0.636,2.74E-11
1050,155,315,320,150,0.638,-1.13E-10
1050,155,315,320,150,0.64,-3.48E-10
1050,155,315,320,150,0.642,-4.08E-10
1050,155,315,370,50,0.632,-7.18E-13
1050,155,315,370,50,0.634,2.07E-11
1050,155,315,370,50,0.636,3.61E-11
1050,155,315,370,50,0.638,3.60E-11
1050,155,315,370,50,0.64,-2.26E-10
1050,155,315,370,50,0.642,5.85E-11
1050,155,315,370,70,0.632,-2.74E-10
1050,155,315,370,70,0.634,-2.70E-10
1050,155,315,370,70,0.636,-2.63E-10
1050,155,315,370,70,0.638,-1.52E-10
1050,155,315,370,70,0.64,-3.38E-10
1050,155,315,370,70,0.642,-9.21E-11
1050,155,315,370,90,0.632,-5.72E-10
1050,155,315,370,90,0.634,-5.73E-10
1050,155,315,370,90,0.636,-5.31E-10
1050,155,315,370,90,0.638,3.30E-11
1050,155,315,370,90,0.64,2.83E-11
1050,155,315,370,90,0.642,-3.99E-10
1050,155,315,370,110,0.632,-7.07E-10
1050,155,315,370,110,0.634,-6.90E-10
1050,155,315,370,110,0.636,-5.22E-10
1050,155,315,370,110,0.638,-5.97E-10
1050,155,315,370,110,0.64,-1.81E-10
1050,155,315,370,110,0.642,-5.38E-10
1050,155,315,370,130,0.632,-7.45E-10
1050,155,315,370,130,0.634,-6.95E-10
1050,155,315,370,130,0.636,-2.40E-10
1050,155,315,370,130,0.638,-2.73E-10
1050,155,315,370,130,0.64,-3.99E-10
1050,155,315,370,130,0.642,-6.01E-10
1050,155,315,370,150,0.632,-7.48E-10
1050,155,315,370,150,0.634,-6.33E-10
1050,155,315,370,150,0.636,-4.95E-11
1050,155,315,370,150,0.638,2.98E-11
1050,155,315,370,150,0.64,-5.13E-10
1050,155,315,370,150,0.642,-6.35E-10
1050,155,315,420,50,0.632,9.93E-11
1050,155,315,420,50,0.634,7.73E-11
1050,155,315,420,50,0.636,3.78E-11
1050,155,315,420,50,0.638,-3.18E-11
1050,155,315,420,50,0.64,-1.99E-10
1050,155,315,420,50,0.642,1.19E-10
1050,155,315,420,70,0.632,-1.90E-10
1050,155,315,420,70,0.634,-2.41E-10
1050,155,315,420,70,0.636,-3.04E-10
1050,155,315,420,70,0.638,-2.93E-10
1050,155,315,420,70,0.64,-7.83E-10
1050,155,315,420,70,0.642,3.32E-10
1050,155,315,420,90,0.632,-4.58E-10
1050,155,315,420,90,0.634,-5.17E-10
1050,155,315,420,90,0.636,-5.79E-10
1050,155,315,420,90,0.638,1.10E-11
1050,155,315,420,90,0.64,-1.56E-10
1050,155,315,420,90,0.642,5.47E-14
1050,155,315,420,110,0.632,-5.62E-10
1050,155,315,420,110,0.634,-6.21E-10
1050,155,315,420,110,0.636,-6.38E-10
1050,155,315,420,110,0.638,-7.43E-10
1050,155,315,420,110,0.64,4.38E-10
1050,155,315,420,110,0.642,-1.37E-10
1050,155,315,420,130,0.632,-6.04E-10
1050,155,315,420,130,0.634,-6.60E-10
1050,155,315,420,130,0.636,-4.49E-10
1050,155,315,420,130,0.638,-1.05E-09
1050,155,315,420,130,0.64,1.61E-10
1050,155,315,420,130,0.642,-2.11E-10
1050,155,315,420,150,0.632,-6.32E-10
1050,155,315,420,150,0.634,-6.73E-10
1050,155,315,420,150,0.636,-2.23E-11
1050,155,315,420,150,0.638,4.65E-10
1050,155,315,420,150,0.64,-2.45E-11
1050,155,315,420,150,0.642,-2.63E-10
1050,155,335,20,50,0.632,-1.14E-10
1050,155,335,20,50,0.634,-9.28E-11
1050,155,335,20,50,0.636,-5.45E-11
1050,155,335,20,50,0.638,2.77E-11
1050,155,335,20,50,0.64,-9.81E-12
1050,155,335,20,50,0.642,1.13E-11
1050,155,335,20,70,0.632,-7.05E-11
1050,155,335,20,70,0.634,-4.99E-11
1050,155,335,20,70,0.636,-6.35E-12
1050,155,335,20,70,0.638,7.49E-11
1050,155,335,20,70,0.64,4.59E-11
1050,155,335,20,70,0.642,-1.80E-11
1050,155,335,20,90,0.632,-2.19E-11
1050,155,335,20,90,0.634,-1.71E-12
1050,155,335,20,90,0.636,3.56E-11
1050,155,335,20,90,0.638,7.71E-11
1050,155,335,20,90,0.64,2.93E-11
1050,155,335,20,90,0.642,-1.74E-11
1050,155,335,20,110,0.632,6.99E-12
1050,155,335,20,110,0.634,2.49E-11
1050,155,335,20,110,0.636,5.67E-11
1050,155,335,20,110,0.638,-1.62E-11
1050,155,335,20,110,0.64,5.59E-12
1050,155,335,20,110,0.642,-1.34E-11
1050,155,335,20,130,0.632,2.12E-11
1050,155,335,20,130,0.634,3.95E-11
1050,155,335,20,130,0.636,7.04E-11
1050,155,335,20,130,0.638,4.59E-11
1050,155,335,20,130,0.64,-6.62E-12
1050,155,335,20,130,0.642,-1.09E-11
1050,155,335,20,150,0.632,3.01E-11
1050,155,335,20,150,0.634,5.14E-11
1050,155,335,20,150,0.636,6.60E-11
1050,155,335,20,150,0.638,2.22E-11
1050,155,335,20,150,0.64,-1.07E-11
1050,155,335,20,150,0.642,-8.84E-12
1050,155,335,70,50,0.632,-1.90E-10
1050,155,335,70,50,0.634,-1.46E-10
1050,155,335,70,50,0.636,-7.14E-11
1050,155,335,70,50,0.638,9.50E-11
1050,155,335,70,50,0.64,4.74E-12
1050,155,335,70,50,0.642,-2.97E-12
1050,155,335,70,70,0.632,-5.32E-11
1050,155,335,70,70,0.634,5.10E-12
1050,155,335,70,70,0.636,1.02E-10
1050,155,335,70,70,0.638,2.91E-10
1050,155,335,70,70,0.64,3.42E-10
1050,155,335,70,70,0.642,-2.62E-10
1050,155,335,70,90,0.632,7.22E-11
1050,155,335,70,90,0.634,1.30E-10
1050,155,335,70,90,0.636,2.25E-10
1050,155,335,70,90,0.638,2.36E-10
1050,155,335,70,90,0.64,1.62E-10
1050,155,335,70,90,0.642,-1.74E-10
1050,155,335,70,110,0.632,1.29E-10
1050,155,335,70,110,0.634,1.87E-10
1050,155,335,70,110,0.636,2.85E-10
1050,155,335,70,110,0.638,2.07E-10
1050,155,335,70,110,0.64,-4.93E-11
1050,155,335,70,110,0.642,-9.69E-11
1050,155,335,70,130,0.632,1.59E-10
1050,155,335,70,130,0.634,2.24E-10
1050,155,335,70,130,0.636,3.18E-10
1050,155,335,70,130,0.638,3.21E-10
1050,155,335,70,130,0.64,-1.01E-10
1050,155,335,70,130,0.642,-5.57E-11
1050,155,335,70,150,0.632,1.84E-10
1050,155,335,70,150,0.634,2.62E-10
1050,155,335,70,150,0.636,7.19E-11
1050,155,335,70,150,0.638,7.00E-11
1050,155,335,70,150,0.64,-8.91E-11
1050,155,335,70,150,0.642,-3.02E-11
1050,155,335,120,50,0.632,-1.23E-10
1050,155,335,120,50,0.634,-9.12E-11
1050,155,335,120,50,0.636,-3.39E-11
1050,155,335,120,50,0.638,7.35E-11
1050,155,335,120,50,0.64,3.01E-10
1050,155,335,120,50,0.642,-1.78E-10
1050,155,335,120,70,0.632,1.04E-10
1050,155,335,120,70,0.634,1.64E-10
1050,155,335,120,70,0.636,2.51E-10
1050,155,335,120,70,0.638,3.29E-10
1050,155,335,120,70,0.64,7.76E-10
1050,155,335,120,70,0.642,-4.80E-10
1050,155,335,120,90,0.632,2.98E-10
1050,155,335,120,90,0.634,3.66E-10
1050,155,335,120,90,0.636,4.61E-10
1050,155,335,120,90,0.638,3.45E-11
1050,155,335,120,90,0.64,1.88E-10
1050,155,335,120,90,0.642,-1.62E-10
1050,155,335,120,110,0.632,3.73E-10
1050,155,335,120,110,0.634,4.45E-10
1050,155,335,120,110,0.636,5.32E-10
1050,155,335,120,110,0.638,6.62E-10
1050,155,335,120,110,0.64,-3.59E-10
1050,155,335,120,110,0.642,-2.25E-11
1050,155,335,120,130,0.632,4.09E-10
1050,155,335,120,130,0.634,4.88E-10
1050,155,335,120,130,0.636,4.51E-10
1050,155,335,120,130,0.638,8.49E-10
1050,155,335,120,130,0.64,-2.18E-10
1050,155,335,120,130,0.642,4.82E-11
1050,155,335,120,150,0.632,4.40E-10
1050,155,335,120,150,0.634,5.26E-10
1050,155,335,120,150,0.636,4.67E-11
1050,155,335,120,150,0.638,-2.75E-10
1050,155,335,120,150,0.64,-8.98E-11
1050,155,335,120,150,0.642,9.45E-11
1050,155,335,170,50,0.632,2.03E-12
1050,155,335,170,50,0.634,-1.19E-11
1050,155,335,170,50,0.636,-1.34E-11
1050,155,335,170,50,0.638,-1.06E-11
1050,155,335,170,50,0.64,3.60E-10
1050,155,335,170,50,0.642,-2.00E-10
1050,155,335,170,70,0.632,2.95E-10
1050,155,335,170,70,0.634,3.05E-10
1050,155,335,170,70,0.636,3.13E-10
1050,155,335,170,70,0.638,1.70E-10
1050,155,335,170,70,0.64,6.52E-10
1050,155,335,170,70,0.642,-1.20E-10
1050,155,335,170,90,0.632,5.66E-10
1050,155,335,170,90,0.634,5.87E-10
1050,155,335,170,90,0.636,5.81E-10
1050,155,335,170,90,0.638,1.07E-11
1050,155,335,170,90,0.64,-1.82E-10
1050,155,335,170,90,0.642,2.57E-10
