Period,Ax,Bx,Gap,Au,Lam,Force
1000,175,295,170,70,0.64,2.34E-10
1000,175,295,170,70,0.642,1.90E-10
1000,175,295,170,90,0.632,4.10E-10
1000,175,295,170,90,0.634,5.03E-10
1000,175,295,170,90,0.636,4.37E-10
1000,175,295,170,90,0.638,3.75E-10
1000,175,295,170,90,0.64,3.67E-10
1000,175,295,170,90,0.642,2.53E-10
1000,175,295,170,110,0.632,4.47E-10
1000,175,295,170,110,0.634,4.94E-10
1000,175,295,170,110,0.636,4.61E-10
1000,175,295,170,110,0.638,4.47E-10
1000,175,295,170,110,0.64,4.58E-10
1000,175,295,170,110,0.642,2.99E-11
1000,175,295,170,130,0.632,4.57E-10
1000,175,295,170,130,0.634,4.86E-10
1000,175,295,170,130,0.636,4.80E-10
1000,175,295,170,130,0.638,4.84E-10
1000,175,295,170,130,0.64,4.97E-10
1000,175,295,170,130,0.642,5.60E-10
1000,175,295,170,150,0.632,4.63E-10
1000,175,295,170,150,0.634,4.84E-10
1000,175,295,170,150,0.636,4.91E-10
1000,175,295,170,150,0.638,5.01E-10
1000,175,295,170,150,0.64,5.08E-10
1000,175,295,170,150,0.642,1.74E-10
1000,175,295,220,50,0.632,4.93E-11
1000,175,295,220,50,0.634,8.01E-11
1000,175,295,220,50,0.636,2.22E-10
1000,175,295,220,50,0.638,1.71E-10
1000,175,295,220,50,0.64,1.20E-10
1000,175,295,220,50,0.642,6.34E-11
1000,175,295,220,70,0.632,2.80E-10
1000,175,295,220,70,0.634,2.98E-10
1000,175,295,220,70,0.636,3.45E-10
1000,175,295,220,70,0.638,2.75E-10
1000,175,295,220,70,0.64,2.25E-10
1000,175,295,220,70,0.642,1.35E-10
1000,175,295,220,90,0.632,4.43E-10
1000,175,295,220,90,0.634,4.48E-10
1000,175,295,220,90,0.636,4.25E-10
1000,175,295,220,90,0.638,3.76E-10
1000,175,295,220,90,0.64,3.35E-10
1000,175,295,220,90,0.642,1.47E-10
1000,175,295,220,110,0.632,5.02E-10
1000,175,295,220,110,0.634,4.97E-10
1000,175,295,220,110,0.636,4.71E-10
1000,175,295,220,110,0.638,4.40E-10
1000,175,295,220,110,0.64,3.99E-10
1000,175,295,220,110,0.642,3.61E-11
1000,175,295,220,130,0.632,5.17E-10
1000,175,295,220,130,0.634,5.11E-10
1000,175,295,220,130,0.636,4.92E-10
1000,175,295,220,130,0.638,4.67E-10
1000,175,295,220,130,0.64,4.14E-10
1000,175,295,220,130,0.642,2.39E-10
1000,175,295,220,150,0.632,5.21E-10
1000,175,295,220,150,0.634,5.14E-10
1000,175,295,220,150,0.636,4.98E-10
1000,175,295,220,150,0.638,4.75E-10
1000,175,295,220,150,0.64,4.00E-10
1000,175,295,220,150,0.642,9.74E-11
1000,175,295,270,50,0.632,2.63E-12
1000,175,295,270,50,0.634,-3.80E-11
1000,175,295,270,50,0.636,-2.35E-11
1000,175,295,270,50,0.638,-1.87E-11
1000,175,295,270,50,0.64,-1.29E-11
1000,175,295,270,50,0.642,1.12E-12
1000,175,295,270,70,0.632,-2.86E-11
1000,175,295,270,70,0.634,-5.33E-11
1000,175,295,270,70,0.636,-4.24E-11
1000,175,295,270,70,0.638,-3.52E-11
1000,175,295,270,70,0.64,-2.77E-11
1000,175,295,270,70,0.642,-6.88E-13
1000,175,295,270,90,0.632,-5.45E-11
1000,175,295,270,90,0.634,-6.45E-11
1000,175,295,270,90,0.636,-5.66E-11
1000,175,295,270,90,0.638,-5.03E-11
1000,175,295,270,90,0.64,-4.21E-11
1000,175,295,270,90,0.642,1.25E-11
1000,175,295,270,110,0.632,-6.67E-11
1000,175,295,270,110,0.634,-7.00E-11
1000,175,295,270,110,0.636,-6.47E-11
1000,175,295,270,110,0.638,-5.96E-11
1000,175,295,270,110,0.64,-4.95E-11
1000,175,295,270,110,0.642,4.43E-11
1000,175,295,270,130,0.632,-7.12E-11
1000,175,295,270,130,0.634,-7.18E-11
1000,175,295,270,130,0.636,-6.81E-11
1000,175,295,270,130,0.638,-6.33E-11
1000,175,295,270,130,0.64,-4.97E-11
1000,175,295,270,130,0.642,5.07E-11
1000,175,295,270,150,0.632,-7.27E-11
1000,175,295,270,150,0.634,-7.22E-11
1000,175,295,270,150,0.636,-6.92E-11
1000,175,295,270,150,0.638,-6.40E-11
1000,175,295,270,150,0.64,-4.48E-11
1000,175,295,270,150,0.642,3.93E-11
1000,175,295,320,50,0.632,-3.68E-11
1000,175,295,320,50,0.634,-1.81E-11
1000,175,295,320,50,0.636,-2.55E-10
1000,175,295,320,50,0.638,-1.96E-10
1000,175,295,320,50,0.64,-1.32E-10
1000,175,295,320,50,0.642,-5.80E-11
1000,175,295,320,70,0.632,-2.98E-10
1000,175,295,320,70,0.634,-3.32E-10
1000,175,295,320,70,0.636,-3.88E-10
1000,175,295,320,70,0.638,-3.03E-10
1000,175,295,320,70,0.64,-2.46E-10
1000,175,295,320,70,0.642,-1.32E-10
1000,175,295,320,90,0.632,-4.80E-10
1000,175,295,320,90,0.634,-4.99E-10
1000,175,295,320,90,0.636,-4.65E-10
1000,175,295,320,90,0.638,-4.11E-10
1000,175,295,320,90,0.64,-3.68E-10
1000,175,295,320,90,0.642,-1.26E-10
1000,175,295,320,110,0.632,-5.41E-10
1000,175,295,320,110,0.634,-5.43E-10
1000,175,295,320,110,0.636,-5.13E-10
1000,175,295,320,110,0.638,-4.81E-10
1000,175,295,320,110,0.64,-4.40E-10
1000,175,295,320,110,0.642,5.00E-11
1000,175,295,320,130,0.632,-5.56E-10
1000,175,295,320,130,0.634,-5.54E-10
1000,175,295,320,130,0.636,-5.35E-10
1000,175,295,320,130,0.638,-5.12E-10
1000,175,295,320,130,0.64,-4.58E-10
1000,175,295,320,130,0.642,-2.57E-10
1000,175,295,320,150,0.632,-5.61E-10
1000,175,295,320,150,0.634,-5.56E-10
1000,175,295,320,150,0.636,-5.42E-10
1000,175,295,320,150,0.638,-5.20E-10
1000,175,295,320,150,0.64,-4.44E-10
1000,175,295,320,150,0.642,1.64E-11
1000,175,295,370,50,0.632,-6.81E-11
1000,175,295,370,50,0.634,1.95E-10
1000,175,295,370,50,0.636,-3.95E-10
1000,175,295,370,50,0.638,-2.50E-10
1000,175,295,370,50,0.64,-1.27E-10
1000,175,295,370,50,0.642,-6.11E-11
1000,175,295,370,70,0.632,-2.20E-10
1000,175,295,370,70,0.634,-3.78E-10
1000,175,295,370,70,0.636,-4.14E-10
1000,175,295,370,70,0.638,-2.58E-10
1000,175,295,370,70,0.64,-2.07E-10
1000,175,295,370,70,0.642,-1.75E-10
1000,175,295,370,90,0.632,-3.42E-10
1000,175,295,370,90,0.634,-4.57E-10
1000,175,295,370,90,0.636,-3.96E-10
1000,175,295,370,90,0.638,-3.34E-10
1000,175,295,370,90,0.64,-3.36E-10
1000,175,295,370,90,0.642,-2.35E-10
1000,175,295,370,110,0.632,-3.81E-10
1000,175,295,370,110,0.634,-4.41E-10
1000,175,295,370,110,0.636,-4.13E-10
1000,175,295,370,110,0.638,-4.04E-10
1000,175,295,370,110,0.64,-4.27E-10
1000,175,295,370,110,0.642,5.26E-11
1000,175,295,370,130,0.632,-3.93E-10
1000,175,295,370,130,0.634,-4.31E-10
1000,175,295,370,130,0.636,-4.30E-10
1000,175,295,370,130,0.638,-4.42E-10
1000,175,295,370,130,0.64,-4.69E-10
1000,175,295,370,130,0.642,-5.17E-10
1000,175,295,370,150,0.632,-4.01E-10
1000,175,295,370,150,0.634,-4.30E-10
1000,175,295,370,150,0.636,-4.42E-10
1000,175,295,370,150,0.638,-4.61E-10
1000,175,295,370,150,0.64,-4.86E-10
1000,175,295,370,150,0.642,-2.69E-10
1000,175,295,420,50,0.632,-6.20E-11
1000,175,295,420,50,0.634,4.55E-10
1000,175,295,420,50,0.636,-3.83E-10
1000,175,295,420,50,0.638,-1.39E-10
1000,175,295,420,50,0.64,-9.39E-12
1000,175,295,420,50,0.642,7.36E-12
1000,175,295,420,70,0.632,-3.01E-11
1000,175,295,420,70,0.634,-1.21E-10
1000,175,295,420,70,0.636,-2.29E-10
1000,175,295,420,70,0.638,-6.66E-11
1000,175,295,420,70,0.64,-4.33E-11
1000,175,295,420,70,0.642,-1.08E-10
1000,175,295,420,90,0.632,-6.49E-11
1000,175,295,420,90,0.634,-1.91E-10
1000,175,295,420,90,0.636,-1.62E-10
1000,175,295,420,90,0.638,-1.15E-10
1000,175,295,420,90,0.64,-1.49E-10
1000,175,295,420,90,0.642,-2.37E-10
1000,175,295,420,110,0.632,-9.55E-11
1000,175,295,420,110,0.634,-1.73E-10
1000,175,295,420,110,0.636,-1.65E-10
1000,175,295,420,110,0.638,-1.73E-10
1000,175,295,420,110,0.64,-2.31E-10
1000,175,295,420,110,0.642,-2.27E-11
1000,175,295,420,130,0.632,-1.13E-10
1000,175,295,420,130,0.634,-1.65E-10
1000,175,295,420,130,0.636,-1.80E-10
1000,175,295,420,130,0.638,-2.09E-10
1000,175,295,420,130,0.64,-2.79E-10
1000,175,295,420,130,0.642,-3.49E-10
1000,175,295,420,150,0.632,-1.25E-10
1000,175,295,420,150,0.634,-1.66E-10
1000,175,295,420,150,0.636,-1.92E-10
1000,175,295,420,150,0.638,-2.30E-10
1000,175,295,420,150,0.64,-3.12E-10
1000,175,295,420,150,0.642,-7.65E-10
1000,175,315,20,50,0.632,1.96E-12
1000,175,315,20,50,0.634,-8.16E-11
1000,175,315,20,50,0.636,6.19E-11
1000,175,315,20,50,0.638,-5.05E-11
1000,175,315,20,50,0.64,-7.48E-11
1000,175,315,20,50,0.642,-6.62E-11
1000,175,315,20,70,0.632,-2.59E-12
1000,175,315,20,70,0.634,-4.76E-11
1000,175,315,20,70,0.636,-6.28E-12
1000,175,315,20,70,0.638,-4.72E-11
1000,175,315,20,70,0.64,-5.47E-11
1000,175,315,20,70,0.642,-3.59E-11
1000,175,315,20,90,0.632,-2.86E-12
1000,175,315,20,90,0.634,-1.82E-11
1000,175,315,20,90,0.636,-9.54E-12
1000,175,315,20,90,0.638,-2.36E-11
1000,175,315,20,90,0.64,-2.16E-11
1000,175,315,20,90,0.642,1.01E-11
1000,175,315,20,110,0.632,-1.87E-12
1000,175,315,20,110,0.634,-3.77E-12
1000,175,315,20,110,0.636,-1.12E-12
1000,175,315,20,110,0.638,-3.35E-12
1000,175,315,20,110,0.64,5.08E-12
1000,175,315,20,110,0.642,3.85E-11
1000,175,315,20,130,0.632,-7.33E-13
1000,175,315,20,130,0.634,2.04E-12
1000,175,315,20,130,0.636,5.41E-12
1000,175,315,20,130,0.638,8.67E-12
1000,175,315,20,130,0.64,2.14E-11
1000,175,315,20,130,0.642,-1.41E-11
1000,175,315,20,150,0.632,4.09E-13
1000,175,315,20,150,0.634,4.64E-12
1000,175,315,20,150,0.636,9.14E-12
1000,175,315,20,150,0.638,1.51E-11
1000,175,315,20,150,0.64,3.18E-11
1000,175,315,20,150,0.642,6.20E-11
1000,175,315,70,50,0.632,3.07E-11
1000,175,315,70,50,0.634,-4.59E-10
1000,175,315,70,50,0.636,1.33E-10
1000,175,315,70,50,0.638,1.29E-10
1000,175,315,70,50,0.64,-2.68E-11
1000,175,315,70,50,0.642,-5.25E-11
1000,175,315,70,70,0.632,9.15E-12
1000,175,315,70,70,0.634,-1.51E-10
1000,175,315,70,70,0.636,2.09E-10
1000,175,315,70,70,0.638,1.03E-11
1000,175,315,70,70,0.64,-2.78E-11
1000,175,315,70,70,0.642,2.25E-11
1000,175,315,70,90,0.632,1.86E-11
1000,175,315,70,90,0.634,9.26E-12
1000,175,315,70,90,0.636,1.03E-10
1000,175,315,70,90,0.638,3.01E-11
1000,175,315,70,90,0.64,4.78E-11
1000,175,315,70,90,0.642,1.44E-10
1000,175,315,70,110,0.632,3.07E-11
1000,175,315,70,110,0.634,5.25E-11
1000,175,315,70,110,0.636,8.15E-11
1000,175,315,70,110,0.638,7.23E-11
1000,175,315,70,110,0.64,1.12E-10
1000,175,315,70,110,0.642,9.34E-11
1000,175,315,70,130,0.632,3.96E-11
1000,175,315,70,130,0.634,6.42E-11
1000,175,315,70,130,0.636,8.49E-11
1000,175,315,70,130,0.638,9.98E-11
1000,175,315,70,130,0.64,1.51E-10
1000,175,315,70,130,0.642,2.38E-10
1000,175,315,70,150,0.632,4.65E-11
1000,175,315,70,150,0.634,7.02E-11
1000,175,315,70,150,0.636,9.13E-11
1000,175,315,70,150,0.638,1.16E-10
1000,175,315,70,150,0.64,1.78E-10
1000,175,315,70,150,0.642,3.97E-10
1000,175,315,120,50,0.632,9.74E-11
1000,175,315,120,50,0.634,-4.38E-10
1000,175,315,120,50,0.636,1.50E-10
1000,175,315,120,50,0.638,3.27E-10
1000,175,315,120,50,0.64,1.49E-10
1000,175,315,120,50,0.642,5.95E-11
1000,175,315,120,70,0.632,1.27E-10
1000,175,315,120,70,0.634,1.07E-10
1000,175,315,120,70,0.636,3.91E-10
1000,175,315,120,70,0.638,2.24E-10
1000,175,315,120,70,0.64,1.45E-10
1000,175,315,120,70,0.642,1.48E-10
1000,175,315,120,90,0.632,1.80E-10
1000,175,315,120,90,0.634,2.57E-10
1000,175,315,120,90,0.636,3.15E-10
1000,175,315,120,90,0.638,2.28E-10
1000,175,315,120,90,0.64,2.33E-10
1000,175,315,120,90,0.642,2.46E-10
1000,175,315,120,110,0.632,2.11E-10
1000,175,315,120,110,0.634,2.67E-10
1000,175,315,120,110,0.636,2.88E-10
1000,175,315,120,110,0.638,2.71E-10
1000,175,315,120,110,0.64,3.11E-10
1000,175,315,120,110,0.642,1.51E-11
1000,175,315,120,130,0.632,2.25E-10
1000,175,315,120,130,0.634,2.66E-10
1000,175,315,120,130,0.636,2.88E-10
1000,175,315,120,130,0.638,3.02E-10
1000,175,315,120,130,0.64,3.56E-10
1000,175,315,120,130,0.642,6.07E-10
1000,175,315,120,150,0.632,2.35E-10
1000,175,315,120,150,0.634,2.69E-10
1000,175,315,120,150,0.636,2.94E-10
1000,175,315,120,150,0.638,3.21E-10
1000,175,315,120,150,0.64,3.84E-10
1000,175,315,120,150,0.642,5.59E-10
1000,175,315,170,50,0.632,6.66E-11
1000,175,315,170,50,0.634,-1.54E-10
1000,175,315,170,50,0.636,2.26E-10
1000,175,315,170,50,0.638,3.38E-10
1000,175,315,170,50,0.64,2.28E-10
1000,175,315,170,50,0.642,1.17E-10
1000,175,315,170,70,0.632,3.40E-10
1000,175,315,170,70,0.634,3.13E-10
1000,175,315,170,70,0.636,5.27E-10
1000,175,315,170,70,0.638,4.06E-10
1000,175,315,170,70,0.64,3.16E-10
1000,175,315,170,70,0.642,2.03E-10
1000,175,315,170,90,0.632,5.13E-10
1000,175,315,170,90,0.634,5.23E-10
1000,175,315,170,90,0.636,5.48E-10
1000,175,315,170,90,0.638,4.66E-10
1000,175,315,170,90,0.64,4.27E-10
1000,175,315,170,90,0.642,2.17E-10
1000,175,315,170,110,0.632,5.51E-10
1000,175,315,170,110,0.634,5.60E-10
1000,175,315,170,110,0.636,5.52E-10
1000,175,315,170,110,0.638,5.18E-10
1000,175,315,170,110,0.64,5.00E-10
1000,175,315,170,110,0.642,1.83E-11
1000,175,315,170,130,0.632,5.56E-10
1000,175,315,170,130,0.634,5.63E-10
1000,175,315,170,130,0.636,5.58E-10
1000,175,315,170,130,0.638,5.44E-10
1000,175,315,170,130,0.64,5.25E-10
1000,175,315,170,130,0.642,5.98E-10
1000,175,315,170,150,0.632,5.57E-10
1000,175,315,170,150,0.634,5.63E-10
1000,175,315,170,150,0.636,5.61E-10
1000,175,315,170,150,0.638,5.55E-10
1000,175,315,170,150,0.64,5.23E-10
1000,175,315,170,150,0.642,-5.23E-11
1000,175,315,220,50,0.632,4.75E-11
1000,175,315,220,50,0.634,2.27E-10
1000,175,315,220,50,0.636,2.14E-10
1000,175,315,220,50,0.638,1.90E-10
1000,175,315,220,50,0.64,1.41E-10
1000,175,315,220,50,0.642,7.58E-11
1000,175,315,220,70,0.632,2.88E-10
1000,175,315,220,70,0.634,3.18E-10
1000,175,315,220,70,0.636,3.65E-10
1000,175,315,220,70,0.638,2.98E-10
1000,175,315,220,70,0.64,2.39E-10
1000,175,315,220,70,0.642,1.25E-10
1000,175,315,220,90,0.632,4.53E-10
1000,175,315,220,90,0.634,4.16E-10
1000,175,315,220,90,0.636,4.38E-10
1000,175,315,220,90,0.638,3.80E-10
1000,175,315,220,90,0.64,3.25E-10
1000,175,315,220,90,0.642,1.14E-10
1000,175,315,220,110,0.632,5.06E-10
1000,175,315,220,110,0.634,4.71E-10
1000,175,315,220,110,0.636,4.67E-10
1000,175,315,220,110,0.638,4.25E-10
1000,175,315,220,110,0.64,3.67E-10
1000,175,315,220,110,0.642,3.25E-11
1000,175,315,220,130,0.632,5.16E-10
1000,175,315,220,130,0.634,4.90E-10
1000,175,315,220,130,0.636,4.75E-10
1000,175,315,220,130,0.638,4.39E-10
1000,175,315,220,130,0.64,3.69E-10
1000,175,315,220,130,0.642,1.55E-10
1000,175,315,220,150,0.632,5.16E-10
1000,175,315,220,150,0.634,4.94E-10
1000,175,315,220,150,0.636,4.74E-10
1000,175,315,220,150,0.638,4.39E-10
1000,175,315,220,150,0.64,3.47E-10
1000,175,315,220,150,0.642,1.60E-10
1000,175,315,270,50,0.632,-9.51E-12
1000,175,315,270,50,0.634,-1.44E-10
1000,175,315,270,50,0.636,-1.08E-10
1000,175,315,270,50,0.638,-8.34E-11
1000,175,315,270,50,0.64,-6.12E-11
1000,175,315,270,50,0.642,-2.25E-11
1000,175,315,270,70,0.632,-1.24E-10
1000,175,315,270,70,0.634,-1.93E-10
1000,175,315,270,70,0.636,-1.71E-10
1000,175,315,270,70,0.638,-1.39E-10
1000,175,315,270,70,0.64,-1.10E-10
1000,175,315,270,70,0.642,-3.55E-11
1000,175,315,270,90,0.632,-2.11E-10
1000,175,315,270,90,0.634,-2.21E-10
1000,175,315,270,90,0.636,-2.10E-10
1000,175,315,270,90,0.638,-1.82E-10
1000,175,315,270,90,0.64,-1.51E-10
1000,175,315,270,90,0.642,-9.76E-12
1000,175,315,270,110,0.632,-2.43E-10
1000,175,315,270,110,0.634,-2.37E-10
1000,175,315,270,110,0.636,-2.27E-10
1000,175,315,270,110,0.638,-2.04E-10
1000,175,315,270,110,0.64,-1.70E-10
1000,175,315,270,110,0.642,5.66E-11
1000,175,315,270,130,0.632,-2.52E-10
1000,175,315,270,130,0.634,-2.43E-10
1000,175,315,270,130,0.636,-2.31E-10
1000,175,315,270,130,0.638,-2.11E-10
1000,175,315,270,130,0.64,-1.67E-10
1000,175,315,270,130,0.642,5.35E-11
1000,175,315,270,150,0.632,-2.53E-10
1000,175,315,270,150,0.634,-2.43E-10
1000,175,315,270,150,0.636,-2.31E-10
1000,175,315,270,150,0.638,-2.10E-10
1000,175,315,270,150,0.64,-1.53E-10
1000,175,315,270,150,0.642,7.90E-12
1000,175,315,320,50,0.632,-4.11E-11
1000,175,315,320,50,0.634,-1.01E-11
1000,175,315,320,50,0.636,-2.39E-10
1000,175,315,320,50,0.638,-2.96E-10
1000,175,315,320,50,0.64,-2.10E-10
1000,175,315,320,50,0.642,-9.89E-11
1000,175,315,320,70,0.632,-3.65E-10
1000,175,315,320,70,0.634,-3.23E-10
1000,175,315,320,70,0.636,-5.10E-10
1000,175,315,320,70,0.638,-4.12E-10
1000,175,315,320,70,0.64,-3.25E-10
1000,175,315,320,70,0.642,-1.66E-10
1000,175,315,320,90,0.632,-5.73E-10
1000,175,315,320,90,0.634,-5.38E-10
1000,175,315,320,90,0.636,-5.73E-10
1000,175,315,320,90,0.638,-4.97E-10
1000,175,315,320,90,0.64,-4.38E-10
1000,175,315,320,90,0.642,-1.34E-10
1000,175,315,320,110,0.632,-6.24E-10
1000,175,315,320,110,0.634,-6.04E-10
1000,175,315,320,110,0.636,-5.95E-10
1000,175,315,320,110,0.638,-5.52E-10
1000,175,315,320,110,0.64,-5.01E-10
1000,175,315,320,110,0.642,6.97E-11
1000,175,315,320,130,0.632,-6.31E-10
1000,175,315,320,130,0.634,-6.18E-10
1000,175,315,320,130,0.636,-6.04E-10
1000,175,315,320,130,0.638,-5.74E-10
1000,175,315,320,130,0.64,-5.13E-10
1000,175,315,320,130,0.642,-3.63E-10
1000,175,315,320,150,0.632,-6.31E-10
1000,175,315,320,150,0.634,-6.20E-10
1000,175,315,320,150,0.636,-6.05E-10
1000,175,315,320,150,0.638,-5.79E-10
1000,175,315,320,150,0.64,-4.95E-10
1000,175,315,320,150,0.642,3.49E-11
1000,175,315,370,50,0.632,-8.50E-11
1000,175,315,370,50,0.634,3.37E-10
1000,175,315,370,50,0.636,-1.81E-10
1000,175,315,370,50,0.638,-3.47E-10
1000,175,315,370,50,0.64,-1.96E-10
1000,175,315,370,50,0.642,-8.78E-11
1000,175,315,370,70,0.632,-2.01E-10
1000,175,315,370,70,0.634,-2.17E-10
1000,175,315,370,70,0.636,-4.60E-10
1000,175,315,370,70,0.638,-3.10E-10
1000,175,315,370,70,0.64,-2.24E-10
1000,175,315,370,70,0.642,-1.73E-10
1000,175,315,370,90,0.632,-3.03E-10
1000,175,315,370,90,0.634,-3.78E-10
1000,175,315,370,90,0.636,-4.15E-10
1000,175,315,370,90,0.638,-3.29E-10
1000,175,315,370,90,0.64,-3.20E-10
1000,175,315,370,90,0.642,-2.19E-10
1000,175,315,370,110,0.632,-3.39E-10
1000,175,315,370,110,0.634,-3.88E-10
1000,175,315,370,110,0.636,-3.97E-10
1000,175,315,370,110,0.638,-3.75E-10
1000,175,315,370,110,0.64,-3.99E-10
1000,175,315,370,110,0.642,7.99E-11
1000,175,315,370,130,0.632,-3.51E-10
1000,175,315,370,130,0.634,-3.86E-10
1000,175,315,370,130,0.636,-3.99E-10
1000,175,315,370,130,0.638,-4.06E-10
1000,175,315,370,130,0.64,-4.38E-10
1000,175,315,370,130,0.642,-6.08E-10
1000,175,315,370,150,0.632,-3.59E-10
1000,175,315,370,150,0.634,-3.87E-10
1000,175,315,370,150,0.636,-4.05E-10
1000,175,315,370,150,0.638,-4.23E-10
1000,175,315,370,150,0.64,-4.57E-10
1000,175,315,370,150,0.642,-7.59E-11
1000,175,315,420,50,0.632,-5.68E-11
1000,175,315,420,50,0.634,5.22E-10
1000,175,315,420,50,0.636,-1.10E-10
1000,175,315,420,50,0.638,-2.31E-10
1000,175,315,420,50,0.64,-4.42E-11
1000,175,315,420,50,0.642,1.10E-11
1000,175,315,420,70,0.632,-3.68E-11
1000,175,315,420,70,0.634,7.63E-11
1000,175,315,420,70,0.636,-2.81E-10
1000,175,315,420,70,0.638,-8.89E-11
1000,175,315,420,70,0.64,-3.02E-11
1000,175,315,420,70,0.642,-6.83E-11
1000,175,315,420,90,0.632,-5.75E-11
1000,175,315,420,90,0.634,-9.12E-11
1000,175,315,420,90,0.636,-1.80E-10
1000,175,315,420,90,0.638,-9.45E-11
1000,175,315,420,90,0.64,-1.10E-10
1000,175,315,420,90,0.642,-1.83E-10
1000,175,315,420,110,0.632,-7.78E-11
1000,175,315,420,110,0.634,-1.20E-10
1000,175,315,420,110,0.636,-1.51E-10
1000,175,315,420,110,0.638,-1.37E-10
1000,175,315,420,110,0.64,-1.82E-10
1000,175,315,420,110,0.642,2.54E-11
1000,175,315,420,130,0.632,-9.07E-11
1000,175,315,420,130,0.634,-1.26E-10
1000,175,315,420,130,0.636,-1.51E-10
1000,175,315,420,130,0.638,-1.67E-10
1000,175,315,420,130,0.64,-2.25E-10
1000,175,315,420,130,0.642,-3.28E-10
1000,175,315,420,150,0.632,-1.00E-10
1000,175,315,420,150,0.634,-1.31E-10
1000,175,315,420,150,0.636,-1.57E-10
1000,175,315,420,150,0.638,-1.85E-10
1000,175,315,420,150,0.64,-2.55E-10
1000,175,315,420,150,0.642,-5.39E-10
1000,175,335,20,50,0.632,3.82E-12
1000,175,335,20,50,0.634,-9.04E-11
1000,175,335,20,50,0.636,1.07E-11
1000,175,335,20,50,0.638,-1.24E-12
1000,175,335,20,50,0.64,-5.15E-11
1000,175,335,20,50,0.642,-5.39E-11
1000,175,335,20,70,0.632,-6.08E-13
1000,175,335,20,70,0.634,-5.38E-11
1000,175,335,20,70,0.636,5.78E-11
1000,175,335,20,70,0.638,-2.76E-11
1000,175,335,20,70,0.64,-4.25E-11
1000,175,335,20,70,0.642,-2.99E-11
1000,175,335,20,90,0.632,-1.54E-13
1000,175,335,20,90,0.634,-2.34E-11
1000,175,335,20,90,0.636,1.85E-11
1000,175,335,20,90,0.638,-1.38E-11
1000,175,335,20,90,0.64,-1.38E-11
1000,175,335,20,90,0.642,1.19E-11
1000,175,335,20,110,0.632,1.34E-12
1000,175,335,20,110,0.634,-5.85E-12
1000,175,335,20,110,0.636,1.13E-11
1000,175,335,20,110,0.638,3.07E-12
1000,175,335,20,110,0.64,1.07E-11
1000,175,335,20,110,0.642,2.97E-11
1000,175,335,20,130,0.632,2.77E-12
1000,175,335,20,130,0.634,3.10E-12
1000,175,335,20,130,0.636,1.25E-11
1000,175,335,20,130,0.638,1.37E-11
1000,175,335,20,130,0.64,2.58E-11
1000,175,335,20,130,0.642,2.40E-11
1000,175,335,20,150,0.632,4.09E-12
1000,175,335,20,150,0.634,7.53E-12
1000,175,335,20,150,0.636,1.44E-11
1000,175,335,20,150,0.638,1.96E-11
1000,175,335,20,150,0.64,3.55E-11
1000,175,335,20,150,0.642,6.40E-11
1000,175,335,70,50,0.632,4.65E-11
1000,175,335,70,50,0.634,-4.30E-10
1000,175,335,70,50,0.636,-1.93E-10
1000,175,335,70,50,0.638,2.30E-10
1000,175,335,70,50,0.64,7.92E-11
1000,175,335,70,50,0.642,-1.25E-11
1000,175,335,70,70,0.632,3.82E-11
1000,175,335,70,70,0.634,-1.39E-10
1000,175,335,70,70,0.636,1.44E-10
1000,175,335,70,70,0.638,1.23E-10
1000,175,335,70,70,0.64,1.91E-11
1000,175,335,70,70,0.642,2.80E-11
1000,175,335,70,90,0.632,4.95E-11
1000,175,335,70,90,0.634,1.43E-11
1000,175,335,70,90,0.636,1.60E-10
1000,175,335,70,90,0.638,7.86E-11
1000,175,335,70,90,0.64,7.00E-11
1000,175,335,70,90,0.642,1.30E-10
1000,175,335,70,110,0.632,6.06E-11
1000,175,335,70,110,0.634,6.75E-11
1000,175,335,70,110,0.636,1.30E-10
1000,175,335,70,110,0.638,1.00E-10
1000,175,335,70,110,0.64,1.29E-10
1000,175,335,70,110,0.642,2.96E-11
1000,175,335,70,130,0.632,6.84E-11
1000,175,335,70,130,0.634,8.57E-11
1000,175,335,70,130,0.636,1.19E-10
1000,175,335,70,130,0.638,1.22E-10
1000,175,335,70,130,0.64,1.66E-10
1000,175,335,70,130,0.642,3.07E-10
1000,175,335,70,150,0.632,7.47E-11
1000,175,335,70,150,0.634,9.43E-11
1000,175,335,70,150,0.636,1.19E-10
1000,175,335,70,150,0.638,1.37E-10
1000,175,335,70,150,0.64,1.92E-10
1000,175,335,70,150,0.642,3.36E-10
1000,175,335,120,50,0.632,9.73E-11
1000,175,335,120,50,0.634,-3.89E-10
1000,175,335,120,50,0.636,-9.00E-11
1000,175,335,120,50,0.638,2.87E-10
1000,175,335,120,50,0.64,2.61E-10
1000,175,335,120,50,0.642,1.21E-10
1000,175,335,120,70,0.632,1.80E-10
1000,175,335,120,70,0.634,8.95E-11
1000,175,335,120,70,0.636,3.27E-10
1000,175,335,120,70,0.638,3.55E-10
1000,175,335,120,70,0.64,2.38E-10
1000,175,335,120,70,0.642,1.67E-10
1000,175,335,120,90,0.632,2.52E-10
1000,175,335,120,90,0.634,2.76E-10
1000,175,335,120,90,0.636,3.69E-10
1000,175,335,120,90,0.638,3.18E-10
1000,175,335,120,90,0.64,2.85E-10
1000,175,335,120,90,0.642,2.13E-10
