Period,Ax,Bx,Gap,Au,Lam,Predicted,Actual,,,,,,,,,,,,,,
1150,135,315,220,150,0.634,0.778774749318722,2.15144851505081,,,,,,,,,,,,,,
1000,195,275,270,130,0.634,0.150013170926508,-0.249757938729596,,,,,,,,,,,,,,
950,135,335,420,50,0.634,-1.21743189742568,0.481138136294309,,,,,,,,,,,,,,
950,135,315,170,50,0.634,0.25179175454277,0.336834863831544,,,,,,,,,,,,,,
1050,175,335,70,150,0.632,0.601471592462691,0.535251863467846,,,,,,,,,,,,,,
950,195,315,170,50,0.634,0.174983227316156,0.412594081874495,,,,,,,,,,,,,,
1050,155,315,70,70,0.634,0.0509587679234889,-0.148024131643347,,,,,,,,,,,,,,
1000,115,315,420,110,0.642,-1.22744211573692,-0.832021643116852,,,,,,,,,,,,,,
1050,135,335,70,50,0.632,-0.0464223900801919,-0.770692752320177,,,,,,,,,,,,,,
1000,195,295,220,90,0.642,0.289895625179715,0.253860482165454,,,,,,,,,,,,,,
1000,195,295,20,90,0.64,-0.166262717267981,-0.132511529853599,,,,,,,,,,,,,,
1050,195,235,270,110,0.638,0.210686162162958,-0.0777267924631105,,,,,,,,,,,,,,
950,155,295,320,70,0.64,-0.2373832827197,-1.00879315188374,,,,,,,,,,,,,,
1000,155,275,320,90,0.634,-0.0985974637361329,-1.33347551492496,,,,,,,,,,,,,,
1200,135,235,70,110,0.632,-0.196168690798599,-0.181574642490939,,,,,,,,,,,,,,
1200,155,315,420,150,0.642,-0.565524815444801,-1.85657487760248,,,,,,,,,,,,,,
1100,155,255,70,70,0.638,-0.22807184805152,-0.467655880148371,,,,,,,,,,,,,,
1200,135,295,220,110,0.638,0.493187283497909,1.20986966223127,,,,,,,,,,,,,,
1200,175,315,170,150,0.64,0.681886795860343,1.51290653440308,,,,,,,,,,,,,,
1200,135,235,220,130,0.638,0.52776434020715,0.603795917887659,,,,,,,,,,,,,,
1200,155,295,370,90,0.64,-0.100713073120136,-0.00660692462983683,,,,,,,,,,,,,,
1000,155,275,370,90,0.634,-0.486062310782114,-2.06581462267349,,,,,,,,,,,,,,
1150,155,235,270,90,0.636,0.254993738588064,0.0384878480147772,,,,,,,,,,,,,,
1050,135,255,70,50,0.634,-0.261803663783307,-0.734616934204486,,,,,,,,,,,,,,
1000,175,275,320,130,0.634,-0.160435140491845,-1.61847447803892,,,,,,,,,,,,,,
1050,135,275,120,70,0.636,0.200192199989137,1.0547436443338,,,,,,,,,,,,,,
1050,155,255,120,130,0.642,0.519333546551073,-0.456833134713664,,,,,,,,,,,,,,
1200,115,335,20,90,0.64,-0.401400222315726,-0.0893287755691168,,,,,,,,,,,,,,
1050,155,275,20,110,0.636,-0.0541280629504639,0.0980129479056678,,,,,,,,,,,,,,
950,135,295,220,90,0.632,0.315963421585367,1.89531020642941,,,,,,,,,,,,,,
1150,155,255,170,50,0.636,-0.102087863814886,-2.05499187723879,,,,,,,,,,,,,,
1100,135,295,120,150,0.634,0.76741821326077,0.546074608902553,,,,,,,,,,,,,,
1000,175,295,320,130,0.638,-0.196825417904285,-1.92151135021073,,,,,,,,,,,,,,
1150,175,275,270,150,0.642,0.476139341861322,1.70771595222781,,,,,,,,,,,,,,
1150,195,295,270,150,0.64,0.417534250285792,1.37221084375188,,,,,,,,,,,,,,
1200,195,255,120,110,0.634,0.00921776314100686,-0.260219925983146,,,,,,,,,,,,,,
1100,175,215,370,90,0.634,-0.147831978467745,-0.0957863470118256,,,,,,,,,,,,,,
950,175,315,270,110,0.64,0.0305007497845944,-1.64733513253147,,,,,,,,,,,,,,
1050,195,235,20,150,0.636,0.0108032239466489,0.0200891807757747,,,,,,,,,,,,,,
1000,175,335,270,90,0.636,0.109721633428749,-1.48860153282243,,,,,,,,,,,,,,
950,175,215,120,90,0.638,0.134874737960774,-0.0170689118833873,,,,,,,,,,,,,,
950,195,215,220,50,0.642,0.0589170802741599,0.196499931361505,,,,,,,,,,,,,,
1000,135,315,320,110,0.636,-0.156962476762505,-2.65745803977083,,,,,,,,,,,,,,
1100,195,335,20,130,0.636,0.115403802956744,-0.0547681418142846,,,,,,,,,,,,,,
1150,175,215,370,70,0.638,-0.101166316659047,-0.0965078633741394,,,,,,,,,,,,,,
1150,115,295,120,90,0.636,0.270271211442238,-0.186264498845979,,,,,,,,,,,,,,
1150,115,335,270,110,0.636,0.461511903098485,2.49056120533831,,,,,,,,,,,,,,
1100,135,315,70,110,0.636,0.333556433374756,0.105588869709963,,,,,,,,,,,,,,
1150,195,275,20,130,0.64,-0.17110585639471,-0.0798408354046901,,,,,,,,,,,,,,
1200,135,255,420,70,0.632,-0.268632211736052,-0.0145436046152889,,,,,,,,,,,,,,
1200,135,215,120,50,0.636,-0.612197990075024,-1.68341095064717,,,,,,,,,,,,,,
1100,115,335,70,110,0.632,0.41247153440609,-0.0572573732642673,,,,,,,,,,,,,,
1000,155,315,220,90,0.642,0.370710822625012,0.618226245133936,,,,,,,,,,,,,,
1200,155,315,220,130,0.634,0.600976084442043,1.02227540802968,,,,,,,,,,,,,,
1000,195,255,120,130,0.632,0.409599137412163,0.117133131506984,,,,,,,,,,,,,,
1000,155,295,220,130,0.64,0.474932967180508,2.00353766077648,,,,,,,,,,,,,,
1150,155,235,70,150,0.642,0.27457841329197,0.137335589651771,,,,,,,,,,,,,,
1100,195,215,420,130,0.64,-0.597759879656283,-0.453225552902094,,,,,,,,,,,,,,
1100,135,335,20,110,0.638,0.0660570261000801,-0.0322207554919776,,,,,,,,,,,,,,
950,175,295,120,50,0.64,0.101359752893535,-0.371694203960632,,,,,,,,,,,,,,
1050,195,295,220,130,0.636,0.459583175477447,0.358480354700959,,,,,,,,,,,,,,
1050,175,295,320,50,0.632,-0.109021495377909,-0.138644418933267,,,,,,,,,,,,,,
1050,155,255,320,130,0.642,0.0414326487464178,-0.0683326494257845,,,,,,,,,,,,,,
950,115,315,170,110,0.632,0.518037506169089,2.99562265895799,,,,,,,,,,,,,,
1100,135,295,170,50,0.636,0.143051033778078,-1.27575420593985,,,,,,,,,,,,,,
1200,115,295,220,70,0.642,0.222722277520226,0.693985463176887,,,,,,,,,,,,,,
950,175,255,420,130,0.634,-1.30044376692571,-0.36375752397518,,,,,,,,,,,,,,
950,155,255,370,130,0.638,-0.725341062286791,-1.61486689622735,,,,,,,,,,,,,,
1050,175,335,270,70,0.634,0.130124769997444,-0.0677554363359335,,,,,,,,,,,,,,
1000,155,315,320,70,0.632,-0.168453938515778,-1.51024702369185,,,,,,,,,,,,,,
1000,175,295,270,150,0.634,0.182157116083366,-0.334896869482627,,,,,,,,,,,,,,
1200,155,295,220,130,0.636,0.577234030555019,1.13771802599989,,,,,,,,,,,,,,
950,115,315,20,130,0.64,0.194529942741659,-0.0087714737167783,,,,,,,,,,,,,,
1050,175,235,70,150,0.638,0.348404945294772,0.289936300281145,,,,,,,,,,,,,,
1200,155,255,420,150,0.632,-0.352221668182544,-0.286555273207601,,,,,,,,,,,,,,
950,155,275,170,50,0.64,0.185284915407658,-0.342112033105765,,,,,,,,,,,,,,
1150,155,295,420,70,0.64,-0.536883697869111,-0.414985185699462,,,,,,,,,,,,,,
1100,155,235,420,150,0.632,-0.671951490255768,-1.03765380637629,,,,,,,,,,,,,,
1100,135,215,370,90,0.638,-0.087331788599406,-0.0239233173253686,,,,,,,,,,,,,,
1200,175,215,70,90,0.636,-0.569915602992547,-0.395865002098145,,,,,,,,,,,,,,
1200,195,255,220,130,0.638,0.392354593607649,0.596580754264521,,,,,,,,,,,,,,
950,175,295,20,150,0.64,0.155580353422986,-0.0354675791223898,,,,,,,,,,,,,,
950,175,215,120,90,0.634,0.134874591008907,-0.152713987998386,,,,,,,,,,,,,,
950,195,335,70,70,0.64,0.0765754586156691,-0.0587725576251264,,,,,,,,,,,,,,
1100,175,255,120,50,0.632,-0.190127571892346,-1.16031158796964,,,,,,,,,,,,,,
1200,135,295,20,50,0.632,-1.01897123559786,-0.0517738489106823,,,,,,,,,,,,,,
1150,195,255,170,110,0.632,0.292360774962918,-0.449617971090525,,,,,,,,,,,,,,
950,155,255,120,130,0.636,0.432988393491946,0.564112517960399,,,,,,,,,,,,,,
1050,175,255,370,50,0.636,-0.296302515525525,0.092962333369471,,,,,,,,,,,,,,
950,115,295,270,110,0.632,0.127658683466774,-0.0667092376105784,,,,,,,,,,,,,,
1100,115,295,220,130,0.634,0.688722497657621,2.58796591425068,,,,,,,,,,,,,,
1200,135,315,320,50,0.634,-0.027943675876795,-0.107294532990731,,,,,,,,,,,,,,
1050,175,275,70,130,0.638,0.345788353176412,0.813035662958668,,,,,,,,,,,,,,
1050,155,335,420,90,0.636,-1.05704138048301,-1.99005540463054,,,,,,,,,,,,,,
1100,175,315,420,90,0.634,-0.819381189577031,-1.25050113325887,,,,,,,,,,,,,,
1100,195,235,20,150,0.64,-0.0443941321822852,-0.0399049047506198,,,,,,,,,,,,,,
1100,115,335,420,150,0.642,-1.03518705286926,-2.17764965883214,,,,,,,,,,,,,,
1200,175,235,170,70,0.64,-0.172416059237421,-0.940249097463926,,,,,,,,,,,,,,
1200,195,295,70,70,0.632,-0.524129714435341,-0.0667092376105784,,,,,,,,,,,,,,
1200,155,235,420,130,0.634,-0.263373320138903,-0.159929151621525,,,,,,,,,,,,,,
1200,155,275,20,150,0.642,-0.0604161815982325,-0.0444143820150812,,,,,,,,,,,,,,
1050,195,335,420,70,0.638,-1.01467597047741,-0.651642552538396,,,,,,,,,,,,,,
1000,135,315,370,110,0.638,-0.645956039085408,-2.85587503940713,,,,,,,,,,,,,,
1100,195,335,220,110,0.636,0.434837933248701,1.76904484302449,,,,,,,,,,,,,,
1150,195,335,70,70,0.634,-0.211455123382796,-0.411377603887893,,,,,,,,,,,,,,
1000,155,255,220,130,0.634,0.454179696309913,1.67885529773526,,,,,,,,,,,,,,
1150,195,295,120,70,0.642,-0.0781024046734489,-0.316498202243625,,,,,,,,,,,,,,
1050,175,235,270,50,0.634,0.0693615927567164,-0.25047945509191,,,,,,,,,,,,,,
1100,135,315,70,50,0.638,-0.20870179848816,-0.864489879420974,,,,,,,,,,,,,,
1050,155,255,70,130,0.632,0.331389234399746,0.195778414999191,,,,,,,,,,,,,,
1200,175,255,20,110,0.642,-0.562843396393876,-0.0811395648568549,,,,,,,,,,,,,,
1050,155,295,420,130,0.638,-1.04309173537133,-3.75416291048784,,,,,,,,,,,,,,
1100,155,315,170,110,0.638,0.572839921509157,1.90613295186411,,,,,,,,,,,,,,
1100,135,335,420,50,0.642,-0.778650279123847,-0.0206764936949564,,,,,,,,,,,,,,
1200,195,215,370,130,0.638,-0.0123585677814821,-0.0138220882529751,,,,,,,,,,,,,,
1150,155,215,220,90,0.634,0.230073805066001,-0.767085170508608,,,,,,,,,,,,,,
1050,135,275,120,150,0.632,0.720209260927443,1.23873031672382,,,,,,,,,,,,,,
1150,155,315,220,150,0.642,0.726272555715431,2.79720565932169,,,,,,,,,,,,,,
1050,195,235,20,50,0.634,-0.743559482874762,-0.243985807831085,,,,,,,,,,,,,,
950,195,215,120,110,0.636,0.183600122163932,-0.00299934281826771,,,,,,,,,,,,,,
1200,135,215,420,130,0.638,-0.169947325964985,-0.0343853045789191,,,,,,,,,,,,,,
950,135,215,370,50,0.638,-0.362477222391232,0.329619700208405,,,,,,,,,,,,,,
1100,135,335,20,110,0.636,0.0660569512456872,-0.0721025724188743,,,,,,,,,,,,,,
1150,195,235,320,70,0.632,-0.0144248364042383,-0.0897977612046208,,,,,,,,,,,,,,
1100,135,275,420,150,0.64,-0.797846279931857,-2.55283816723532,,,,,,,,,,,,,,
1150,135,215,220,130,0.632,0.532046658482026,-0.350409471272374,,,,,,,,,,,,,,
1200,135,255,170,110,0.634,0.345706433033162,-0.391175145743105,,,,,,,,,,,,,,
950,195,275,170,110,0.64,0.347770145362821,1.02227540802968,,,,,,,,,,,,,,
1200,135,215,320,90,0.634,0.190071141493253,-0.303150149540819,,,,,,,,,,,,,,
1050,175,275,270,90,0.636,0.211705535246142,0.513606372598431,,,,,,,,,,,,,,
1100,135,215,170,50,0.634,-0.0484472366772071,-1.90708102296445,,,,,,,,,,,,,,
1150,135,295,70,110,0.634,0.172693547499319,-0.188068289751764,,,,,,,,,,,,,,
1150,195,255,220,110,0.632,0.330091510445324,-0.13359380439707,,,,,,,,,,,,,,
1000,195,335,20,130,0.642,0.166866146293089,0.0695130515942717,,,,,,,,,,,,,,
1100,175,295,70,150,0.636,0.493217840135287,0.181348087752915,,,,,,,,,,,,,,
1150,115,335,20,90,0.634,-0.220143656327036,-0.180131609766312,,,,,,,,,,,,,,
1100,135,335,20,150,0.638,0.379170957901414,0.0175638735076763,,,,,,,,,,,,,,
1100,195,275,20,130,0.632,-0.0544082677103779,-0.100909113184254,,,,,,,,,,,,,,
1150,155,235,70,150,0.64,0.274578337636344,0.0370448152901496,,,,,,,,,,,,,,
1150,195,215,270,110,0.634,0.227023151918657,-0.0127398137095043,,,,,,,,,,,,,,
1100,135,315,420,150,0.632,-0.96922081260563,-2.95688733013107,,,,,,,,,,,,,,
950,135,255,70,110,0.632,0.215801267571192,-0.0536858672708139,,,,,,,,,,,,,,
1050,135,315,120,130,0.642,0.688815017304827,-0.364479040337494,,,,,,,,,,,,,,
1100,175,295,120,70,0.632,0.0950543712579064,-0.933033933840788,,,,,,,,,,,,,,
950,155,215,220,150,0.636,0.33526582324493,1.07278155339165,,,,,,,,,,,,,,
1000,135,275,170,110,0.638,0.529722683905542,1.87005713374842,,,,,,,,,,,,,,
1150,195,295,420,50,0.636,-0.571603745081522,0.0496713516306415,,,,,,,,,,,,,,
950,135,235,220,130,0.638,0.365568377023359,1.80872824295175,,,,,,,,,,,,,,
1100,135,295,170,150,0.64,0.817506764322379,2.67454787772834,,,,,,,,,,,,,,
1150,175,255,320,130,0.64,0.189050691748875,0.614618663322366,,,,,,,,,,,,,,
950,135,215,370,130,0.638,-0.594843866883261,-1.54632284180754,,,,,,,,,,,,,,
950,175,275,370,90,0.638,-0.648883881771995,-0.648034970726827,,,,,,,,,,,,,,
950,175,315,170,90,0.636,0.363990542301763,1.32891986201305,,,,,,,,,,,,,,
1100,135,275,70,130,0.634,0.382757613339649,-0.0275308991369377,,,,,,,,,,,,,,
1050,115,335,120,90,0.634,0.498278896292988,1.75822209758978,,,,,,,,,,,,,,
1000,155,315,420,90,0.64,-1.14426764506896,-0.951071842898633,,,,,,,,,,,,,,
1100,155,235,370,130,0.634,-0.170322755027617,-0.313251378613212,,,,,,,,,,,,,,
1150,155,315,320,50,0.634,-0.0560645690336958,-0.0709986523845341,,,,,,,,,,,,,,
1050,155,235,370,110,0.632,-0.282101697708748,-0.875312624855682,,,,,,,,,,,,,,
1050,175,235,320,130,0.642,0.0240968511622004,-0.0705693501489574,,,,,,,,,,,,,,
1000,175,215,120,130,0.632,0.35496846578903,-0.095966726102404,,,,,,,,,,,,,,
1000,175,335,70,90,0.634,0.24249769694419,-0.0228410427818979,,,,,,,,,,,,,,
1050,195,295,420,150,0.64,-1.1934037128527,0.00674112807296893,,,,,,,,,,,,,,
950,155,235,120,130,0.632,0.389864639228112,0.245563043998845,,,,,,,,,,,,,,
950,115,315,220,70,0.638,0.282255907007789,1.64999464324271,,,,,,,,,,,,,,
1100,195,335,70,110,0.636,0.25879082422251,0.0936838497317848,,,,,,,,,,,,,,
1000,195,295,270,110,0.634,0.127978486497096,-0.71657902514664,,,,,,,,,,,,,,
1100,195,275,370,90,0.64,-0.30338530779913,-0.71657902514664,,,,,,,,,,,,,,
1000,175,255,270,150,0.636,0.205398115129666,0.408986500062926,,,,,,,,,,,,,,
1000,115,315,220,150,0.642,0.588035350633279,1.83037373382116,,,,,,,,,,,,,,
1050,175,295,170,50,0.638,0.151165429478103,0.0453422534567586,,,,,,,,,,,,,,
1000,175,335,370,150,0.64,-0.902716832419193,-1.51385460550342,,,,,,,,,,,,,,
1150,135,295,220,90,0.632,0.411749643410617,-0.781515497754885,,,,,,,,,,,,,,
1150,135,255,20,110,0.636,-0.307163478158456,-0.0973376071908003,,,,,,,,,,,,,,
1050,115,315,420,130,0.642,-1.09826508844987,-1.7844232413711,,,,,,,,,,,,,,
1000,155,275,120,90,0.632,0.332515346769672,0.0103487098845381,,,,,,,,,,,,,,
950,135,235,170,70,0.638,0.239785364981199,0.55689735433726,,,,,,,,,,,,,,
1200,115,315,420,150,0.642,-0.489586763355775,-1.32265276949025,,,,,,,,,,,,,,
950,195,315,120,130,0.642,0.45001053565223,1.0078450807834,,,,,,,,,,,,,,
950,195,335,170,130,0.634,0.442586544276459,1.29284404389736,,,,,,,,,,,,,,
950,155,315,420,70,0.638,-1.21773785101581,0.142746962369125,,,,,,,,,,,,,,
1200,195,335,320,150,0.642,0.162218689110628,0.423416827309203,,,,,,,,,,,,,,
1200,135,255,270,130,0.642,0.511328454164413,2.06125896976159,,,,,,,,,,,,,,
1050,155,295,20,130,0.638,0.146329902406044,-0.0278916573180947,,,,,,,,,,,,,,
1000,175,335,370,130,0.632,-0.824321352629745,-1.12784335166552,,,,,,,,,,,,,,
1050,175,235,220,110,0.642,0.382867574390294,0.092962333369471,,,,,,,,,,,,,,
1150,115,295,120,70,0.638,0.079142918774429,-0.346441131279648,,,,,,,,,,,,,,
1150,155,255,270,70,0.638,0.164129574224141,-0.29485271137421,,,,,,,,,,,,,,
1100,155,335,220,110,0.642,0.532738188886409,2.40397924186065,,,,,,,,,,,,,,
1050,195,255,370,130,0.634,-0.436344144731576,-1.09176753354983,,,,,,,,,,,,,,
1150,175,335,370,90,0.636,-0.319853831967835,-1.22885564238946,,,,,,,,,,,,,,
1050,155,235,170,90,0.632,0.327627844806928,0.636264154191781,,,,,,,,,,,,,,
1150,195,295,370,130,0.632,-0.259705577552976,-0.850059552174698,,,,,,,,,,,,,,
1100,155,235,320,130,0.636,0.169646309934811,0.553289772525691,,,,,,,,,,,,,,
1050,175,315,320,90,0.642,-0.0935376817435172,-1.2468935514473,,,,,,,,,,,,,,
1200,155,335,320,130,0.638,0.228243521780142,1.1016422078842,,,,,,,,,,,,,,
1050,115,315,270,130,0.64,0.392338119567854,0.975376844479279,,,,,,,,,,,,,,
1050,155,275,170,90,0.638,0.408808420647699,0.769744681219839,,,,,,,,,,,,,,
1150,135,255,120,70,0.64,-0.0725408178052662,-0.427250963858797,,,,,,,,,,,,,,
1000,175,315,320,50,0.64,-0.197323239826645,-0.832021643116852,,,,,,,,,,,,,,
1100,195,235,120,50,0.642,-0.292833893458592,-0.189872080657548,,,,,,,,,,,,,,
1100,135,255,120,50,0.642,-0.122138763599833,-0.100873037366138,,,,,,,,,,,,,,
950,155,315,70,150,0.636,0.483475829712144,0.340442445643113,,,,,,,,,,,,,,
950,195,295,70,90,0.64,0.108914598562868,0.0731206334058408,,,,,,,,,,,,,,
950,155,215,270,130,0.634,0.116890550437972,0.358480354700959,,,,,,,,,,,,,,
1100,175,295,20,110,0.634,-0.109835472208652,-0.1534355043607,,,,,,,,,,,,,,
1100,195,255,220,90,0.634,0.262094726414167,0.307974209338991,,,,,,,,,,,,,,
1000,115,335,420,130,0.636,-1.42834183892329,-1.79524598680581,,,,,,,,,,,,,,
1200,175,235,320,90,0.636,0.10240610874552,-0.100259748458171,,,,,,,,,,,,,,
950,175,275,170,90,0.642,0.323566276677715,1.66081738867741,,,,,,,,,,,,,,
1050,155,215,120,50,0.642,-0.161159942521789,0.607403499699228,,,,,,,,,,,,,,
950,175,235,170,130,0.632,0.385338075147857,0.755314353973562,,,,,,,,,,,,,,
950,195,315,370,150,0.64,-1.06719828319802,-0.464048298336802,,,,,,,,,,,,,,
1200,195,215,370,110,0.632,-0.0360186487579446,-0.0629573525265466,,,,,,,,,,,,,,
1200,195,275,320,150,0.632,0.224084954391718,0.412594081874495,,,,,,,,,,,,,,
1200,135,215,120,110,0.64,0.0193191525347425,0.0218929716815592,,,,,,,,,,,,,,
1200,195,335,20,150,0.642,0.0381547859915372,-0.0163473955210735,,,,,,,,,,,,,,
1000,135,215,420,70,0.642,-0.637627205177775,-0.969109751956479,,,,,,,,,,,,,,
1100,155,235,20,150,0.642,0.0445708584209914,0.0568865152537798,,,,,,,,,,,,,,
1100,115,335,70,110,0.64,0.41247183665191,0.553289772525691,,,,,,,,,,,,,,
1150,135,255,370,150,0.636,-0.0426387971262061,0.127595118760535,,,,,,,,,,,,,,
1050,135,275,320,130,0.642,0.0491587144215577,-0.0668896167011569,,,,,,,,,,,,,,
1150,175,275,270,90,0.634,0.236816366459411,0.293543882092714,,,,,,,,,,,,,,
1050,155,255,120,50,0.642,-0.0415478377369869,0.737276444915717,,,,,,,,,,,,,,
1000,195,275,320,70,0.634,-0.151745398410283,-1.21081773333161,,,,,,,,,,,,,,
1100,115,335,320,50,0.642,-0.0526702708127118,-0.061153561620762,,,,,,,,,,,,,,
1000,135,295,320,150,0.638,-0.163973796727132,-1.9828402410074,,,,,,,,,,,,,,
1100,155,275,320,70,0.636,0.0275077085978443,0.00998795170338115,,,,,,,,,,,,,,
950,135,315,70,130,0.64,0.43710580570613,0.398163754628219,,,,,,,,,,,,,,
1200,175,255,370,50,0.632,-0.17182481143582,-0.0680079670627433,,,,,,,,,,,,,,
1150,155,315,320,110,0.632,0.135091196406468,0.369303100135666,,,,,,,,,,,,,,
1150,175,295,420,50,0.632,-0.544930121657946,0.00926643534106733,,,,,,,,,,,,,,
950,155,295,20,110,0.638,0.00042038742114503,-0.0875971362995637,,,,,,,,,,,,,,
1100,195,215,220,90,0.642,0.192993757501731,0.26251867851322,,,,,,,,,,,,,,
1000,155,295,370,130,0.64,-0.661555016406236,-2.36163633122216,,,,,,,,,,,,,,
1000,195,235,420,90,0.642,-0.825416305448156,-0.528984770945046,,,,,,,,,,,,,,
950,135,295,270,50,0.64,0.0457388261049214,-0.059277619078746,,,,,,,,,,,,,,
1200,175,335,270,50,0.638,-0.0199656054399906,-0.116998928063852,,,,,,,,,,,,,,
1200,155,315,20,130,0.634,-0.114294208673606,-0.113391346252283,,,,,,,,,,,,,,
1000,135,295,120,90,0.632,0.404433080976935,0.170886100499364,,,,,,,,,,,,,,
1050,175,215,320,150,0.636,0.0338622982115648,-0.0282524154992516,,,,,,,,,,,,,,
1100,135,295,320,130,0.636,0.145134425004584,0.542467027090984,,,,,,,,,,,,,,
1200,195,315,370,70,0.634,-0.26516330190138,-0.207549231534237,,,,,,,,,,,,,,
1050,175,295,270,110,0.634,0.253855276413905,0.589365590641383,,,,,,,,,,,,,,
1150,155,235,220,70,0.64,0.130249167675249,-0.550630261814461,,,,,,,,,,,,,,
1150,155,295,420,130,0.634,-0.639784856053921,-1.61486689622735,,,,,,,,,,,,,,
950,175,235,220,150,0.64,0.310997680550055,0.975376844479279,,,,,,,,,,,,,,
1150,195,295,220,50,0.638,-0.00436470981794557,-0.372776478504103,,,,,,,,,,,,,,
950,155,235,20,130,0.636,-0.0529694190934356,-0.0847832224865397,,,,,,,,,,,,,,
1050,195,315,120,110,0.636,0.441402605631903,1.13411044418832,,,,,,,,,,,,,,
950,195,235,170,70,0.642,0.149575397971099,0.896010044624758,,,,,,,,,,,,,,
1150,135,275,320,90,0.642,0.159701646618802,0.885187299190051,,,,,,,,,,,,,,
1150,135,255,420,130,0.636,-0.459931042739838,-0.75987000688547,,,,,,,,,,,,,,
950,175,295,170,50,0.64,0.184439996396575,-0.258776893258519,,,,,,,,,,,,,,
1200,115,335,70,130,0.64,0.368146398213307,0.109917967883846,,,,,,,,,,,,,,
1050,135,275,320,70,0.636,0.00110332806867852,-0.0628852008903152,,,,,,,,,,,,,,
1100,155,255,370,150,0.634,-0.241094062594104,-0.691325952465657,,,,,,,,,,,,,,
1200,135,335,170,90,0.642,0.350033347867245,1.29645162570893,,,,,,,,,,,,,,
1000,195,275,120,110,0.64,0.360653858190003,0.596580754264521,,,,,,,,,,,,,,
1200,155,275,420,130,0.632,-0.388779262355168,-0.381795433033026,,,,,,,,,,,,,,
1100,135,295,220,110,0.642,0.551667203491131,2.9595468408423,,,,,,,,,,,,,,
1200,195,295,20,90,0.638,-0.662287518564954,-0.240017467838359,,,,,,,,,,,,,,
1150,115,295,270,130,0.636,0.55617664421709,2.25967596939789,,,,,,,,,,,,,,
1200,135,255,220,70,0.638,0.11118544310585,-1.06290687905728,,,,,,,,,,,,,,
1000,175,255,270,130,0.638,0.200626418609575,0.383733427381942,,,,,,,,,,,,,,
1000,155,215,370,50,0.636,-0.272154216864379,0.0370448152901496,,,,,,,,,,,,,,
1100,155,255,70,50,0.636,-0.420640214558925,-1.22885564238946,,,,,,,,,,,,,,
950,175,235,370,90,0.638,-0.53407189012178,-0.572275752683875,,,,,,,,,,,,,,
1000,135,215,270,150,0.634,0.289505655408232,0.989807171725555,,,,,,,,,,,,,,
1150,115,295,270,150,0.64,0.631824371354917,2.93429376816131,,,,,,,,,,,,,,
1000,115,335,270,70,0.632,0.148496298759906,0.151044400535734,,,,,,,,,,,,,,
1050,175,275,70,50,0.638,-0.255861714668523,0.230050442209098,,,,,,,,,,,,,,
1150,195,275,320,110,0.642,0.0812144917502851,0.263600953056691,,,,,,,,,,,,,,
1200,115,335,370,50,0.634,-0.221069629812649,-0.0883186526618775,,,,,,,,,,,,,,
1200,195,295,320,130,0.636,0.161185744742461,0.549682190714122,,,,,,,,,,,,,,
1200,175,235,320,70,0.632,0.0140160434464907,-0.145138066194091,,,,,,,,,,,,,,
1200,135,335,370,150,0.636,-0.0849258522615362,-0.247593389642654,,,,,,,,,,,,,,
950,155,295,370,150,0.634,-0.948205886735305,-1.38037407847536,,,,,,,,,,,,,,
1100,115,335,220,70,0.638,0.385052329515425,1.93860118816824,,,,,,,,,,,,,,
1000,175,295,20,150,0.638,0.222937741788344,-0.0354675791223898,,,,,,,,,,,,,,
950,155,315,70,110,0.636,0.315151268123167,0.267569293049417,,,,,,,,,,,,,,
950,135,215,220,150,0.64,0.371926560338695,1.49486862534523,,,,,,,,,,,,,,
1000,155,295,270,70,0.636,0.136174374260228,0.108835693340375,,,,,,,,,,,,,,
1200,155,295,170,130,0.64,0.555537497498193,1.09081946244949,,,,,,,,,,,,,,
1100,195,335,220,50,0.634,0.116472562830753,0.528036699844707,,,,,,,,,,,,,,
1100,135,315,420,130,0.638,-0.89604081745761,-3.16973465701364,,,,,,,,,,,,,,
1100,175,315,270,70,0.642,0.159557190820037,0.326012118396836,,,,,,,,,,,,,,
1050,115,295,370,130,0.632,-0.428829783738101,-2.51315476730806,,,,,,,,,,,,,,
1050,175,215,220,70,0.642,0.170494643163775,-0.390814387561949,,,,,,,,,,,,,,
1000,115,295,320,50,0.64,-0.114915039650058,-0.388649838475007,,,,,,,,,,,,,,
950,195,315,220,150,0.634,0.283837156015889,-0.0707497292395358,,,,,,,,,,,,,,
950,175,295,220,50,0.642,0.153232758601303,0.657909645061196,,,,,,,,,,,,,,
1200,155,255,220,50,0.634,-0.104362972257795,0.398163754628219,,,,,,,,,,,,,,
1200,135,235,370,130,0.632,0.108453969275579,0.0893547515579019,,,,,,,,,,,,,,
1200,175,235,20,150,0.632,-0.255829599506592,-0.094451541741545,,,,,,,,,,,,,,
1150,195,295,70,130,0.632,0.210508092354983,-0.16281521707078,,,,,,,,,,,,,,
1100,155,215,370,50,0.638,-0.141471313159198,-0.0422137571100241,,,,,,,,,,,,,,
1050,195,315,270,150,0.638,0.247191880411796,-0.0417447714745201,,,,,,,,,,,,,,
1100,175,235,20,150,0.642,0.00209593895022575,0.0298296516670113,,,,,,,,,,,,,,
1200,115,335,70,130,0.634,0.368146173564709,-0.12421409168699,,,,,,,,,,,,,,
1000,135,295,370,50,0.634,-0.46109327586943,0.35126519107782,,,,,,,,,,,,,,
1200,155,275,170,50,0.634,-0.20687880434312,0.513606372598431,,,,,,,,,,,,,,
