Period,Ax,Bx,Gap,Au,Lam,Predicted,Actual
950.0,155.0,255.0,120.0,130.0,0.64,2.0223216314700558e-10,2e-10
950.0,115.0,295.0,320.0,70.0,0.638,-4.70244356175793e-10,-4.92e-10
950.0,175.0,235.0,220.0,70.0,0.638,-1.0873353527669917e-13,2.09e-11
950.0,175.0,335.0,120.0,110.0,0.634,3.676172979326097e-10,3.39e-10
950.0,195.0,215.0,170.0,90.0,0.642,9.615248025945834e-11,1.07e-10
950.0,175.0,275.0,420.0,50.0,0.638,1.4082895796660225e-10,1.83e-10
950.0,175.0,295.0,420.0,90.0,0.642,-2.5709024685591848e-11,-1.23e-11
950.0,135.0,335.0,220.0,150.0,0.642,3.2772561414274535e-10,3.9e-10
950.0,155.0,275.0,170.0,110.0,0.64,5.412146090824874e-10,5.08e-10
950.0,175.0,275.0,120.0,90.0,0.632,9.98760183124428e-11,8.089999999999999e-11
950.0,175.0,295.0,370.0,130.0,0.642,-2.703371968420137e-10,-2.49e-10
950.0,135.0,235.0,170.0,90.0,0.634,3.3100805158839856e-10,3.15e-10
950.0,195.0,255.0,170.0,70.0,0.638,5.117996032395915e-12,3.39e-11
950.0,195.0,235.0,220.0,90.0,0.636,8.546742580362566e-11,8.15e-11
950.0,195.0,295.0,220.0,90.0,0.642,6.475101954554539e-11,1.16e-10
950.0,195.0,335.0,370.0,70.0,0.632,4.45357043787378e-11,3.91e-11
950.0,115.0,315.0,220.0,130.0,0.634,7.592198709286022e-10,7.749999999999999e-10
950.0,135.0,215.0,320.0,90.0,0.632,-1.1423622222031232e-10,-8.83e-11
950.0,135.0,275.0,320.0,110.0,0.638,-5.846883438140323e-10,-6.08e-10
950.0,175.0,275.0,320.0,90.0,0.638,-2.7459346282339386e-10,-2.89e-10
950.0,195.0,215.0,70.0,90.0,0.632,-6.074684780278076e-12,-2.7499999999999996e-11
950.0,175.0,295.0,420.0,90.0,0.634,4.6243464876080994e-11,3.61e-11
950.0,115.0,295.0,270.0,50.0,0.64,2.109351368765112e-12,4.29e-12
950.0,135.0,295.0,320.0,70.0,0.636,-4.161099906340233e-10,-4.02e-10
950.0,195.0,235.0,270.0,90.0,0.638,-1.6279082769525136e-11,-2.05e-11
950.0,155.0,315.0,220.0,50.0,0.632,5.8067471008771275e-11,8.54e-11
950.0,195.0,315.0,120.0,150.0,0.642,3.261108215020962e-10,2.98e-10
950.0,195.0,235.0,320.0,150.0,0.632,-1.8026278111514623e-10,-2.01e-10
950.0,175.0,235.0,320.0,90.0,0.64,-1.6576221242141834e-10,-1.88e-10
950.0,175.0,215.0,320.0,50.0,0.632,5.689776096874658e-11,2.96e-11
950.0,175.0,295.0,120.0,90.0,0.64,2.117066704235633e-10,2.1500000000000003e-10
950.0,135.0,215.0,420.0,50.0,0.64,-1.0707222243455475e-11,5.87e-11
950.0,115.0,335.0,70.0,130.0,0.634,1.4451723276428827e-10,1.46e-10
950.0,155.0,215.0,70.0,110.0,0.638,6.259242239172214e-12,1.5500000000000005e-11
950.0,175.0,215.0,220.0,90.0,0.636,8.037373885129537e-11,8.01e-11
950.0,175.0,215.0,170.0,90.0,0.638,1.0255988571085828e-10,7.96e-11
950.0,175.0,255.0,220.0,90.0,0.64,1.8566185756543124e-10,2.27e-10
950.0,195.0,215.0,170.0,50.0,0.634,-1.551112224756768e-11,-3.72e-11
950.0,175.0,275.0,320.0,110.0,0.634,-4.0717419223936843e-10,-4e-10
950.0,175.0,255.0,20.0,90.0,0.634,-6.525346015372942e-11,-5.139999999999999e-11
950.0,155.0,235.0,220.0,130.0,0.634,3.76705484208716e-10,3.92e-10
950.0,195.0,295.0,220.0,50.0,0.632,1.5095541750820213e-11,3.69e-11
950.0,155.0,295.0,120.0,90.0,0.642,3.5276665571084976e-10,3.4600000000000005e-10
950.0,195.0,235.0,70.0,150.0,0.634,1.418536448793075e-11,1.3600000000000002e-11
950.0,115.0,335.0,420.0,110.0,0.642,-1.738870283048108e-10,-1.9e-10
950.0,175.0,335.0,70.0,150.0,0.642,1.1671965151950114e-10,1.4399999999999997e-10
950.0,175.0,255.0,420.0,130.0,0.636,-1.0225655581397705e-10,-8.87e-11
950.0,135.0,255.0,370.0,90.0,0.642,-6.159358805222599e-10,-6.23e-10
950.0,135.0,335.0,220.0,50.0,0.638,6.26289556942831e-11,4.78e-11
950.0,195.0,255.0,320.0,70.0,0.642,-3.408669006792556e-10,-3.42e-10
950.0,155.0,275.0,320.0,110.0,0.64,-5.30939315648029e-10,-5.44e-10
950.0,175.0,295.0,20.0,150.0,0.64,4.177730338613918e-11,1.08e-11
950.0,195.0,275.0,420.0,90.0,0.636,3.641355917846168e-11,3.31e-11
950.0,135.0,235.0,120.0,50.0,0.64,-3.5428677438628856e-11,-5.27e-11
950.0,155.0,275.0,170.0,70.0,0.636,1.6006001985346074e-10,1.57e-10
950.0,115.0,315.0,370.0,110.0,0.634,-7.203635791288424e-10,-6.85e-10
950.0,195.0,235.0,270.0,70.0,0.634,-3.5505613766201283e-12,-1.1699999999999999e-11
950.0,175.0,335.0,70.0,130.0,0.638,1.0258439055503187e-10,1.31e-10
950.0,175.0,335.0,170.0,90.0,0.636,3.853490401949761e-10,4.07e-10
950.0,135.0,295.0,170.0,130.0,0.638,7.016601935212881e-10,6.840000000000001e-10
950.0,175.0,295.0,320.0,130.0,0.634,-4.922490547137362e-10,-4.62e-10
950.0,195.0,215.0,170.0,70.0,0.636,1.4837839457138997e-11,-1.34e-11
950.0,135.0,275.0,220.0,50.0,0.64,-2.510902412312415e-11,-4.61e-12
950.0,135.0,235.0,270.0,150.0,0.64,1.9518135633006378e-10,2.19e-10
950.0,195.0,275.0,170.0,50.0,0.638,-2.457346578619538e-11,-1.38e-11
950.0,175.0,255.0,420.0,150.0,0.64,-1.0024773855767766e-10,-1.1100000000000002e-10
950.0,155.0,335.0,220.0,50.0,0.636,3.7689467823466575e-11,3.61e-11
950.0,135.0,335.0,70.0,130.0,0.64,1.2169143240594948e-10,1.57e-10
950.0,175.0,335.0,220.0,70.0,0.64,-2.296354821086424e-11,6.350000000000001e-12
950.0,175.0,235.0,170.0,110.0,0.636,2.1858100088540631e-10,2.0899999999999998e-10
950.0,135.0,255.0,220.0,130.0,0.636,5.794555094706223e-10,6.01e-10
950.0,155.0,255.0,70.0,50.0,0.638,-1.8601254157150495e-10,-2.25e-10
950.0,135.0,235.0,370.0,90.0,0.638,-4.0603803629477186e-10,-4.2e-10
950.0,175.0,235.0,220.0,70.0,0.632,2.4665810911933327e-11,4.66e-11
950.0,155.0,275.0,320.0,90.0,0.638,-3.93391386655134e-10,-4.19e-10
950.0,175.0,215.0,20.0,70.0,0.64,-3.1734271634080624e-11,-2.08e-12
950.0,135.0,295.0,370.0,130.0,0.638,-5.733383045687449e-10,-5.51e-10
950.0,175.0,235.0,120.0,130.0,0.636,1.2114626809502243e-10,9.749999999999999e-11
950.0,175.0,215.0,270.0,110.0,0.636,2.241779006434664e-11,3.33e-11
950.0,155.0,255.0,170.0,50.0,0.636,-1.325144027643114e-10,-1.52e-10
950.0,155.0,335.0,20.0,130.0,0.638,3.417651440018776e-11,1.4800000000000003e-11
950.0,195.0,215.0,20.0,50.0,0.638,-1.2066230990332128e-11,-2.65e-11
950.0,115.0,315.0,370.0,70.0,0.638,-5.808307088963755e-10,-5.92e-10
950.0,135.0,235.0,120.0,150.0,0.642,1.6377597855430176e-10,1.58e-10
950.0,135.0,275.0,120.0,90.0,0.634,2.3324726371109747e-10,2.17e-10
950.0,195.0,235.0,220.0,90.0,0.634,7.916431743746532e-11,8.93e-11
950.0,195.0,315.0,170.0,150.0,0.642,3.6257255820186894e-10,3.93e-10
950.0,195.0,295.0,20.0,70.0,0.636,-7.382653353047611e-11,-6.19e-11
950.0,175.0,295.0,170.0,90.0,0.632,3.7766109056006183e-10,3.6e-10
950.0,195.0,315.0,420.0,50.0,0.634,1.0253299565520374e-10,6.29e-11
950.0,175.0,215.0,370.0,150.0,0.634,-1.7155275965024664e-10,-1.93e-10
950.0,115.0,295.0,420.0,70.0,0.638,-3.4069959258590086e-10,-3.25e-10
950.0,115.0,335.0,70.0,110.0,0.636,1.2648647349645407e-10,1.61e-10
950.0,175.0,295.0,70.0,150.0,0.636,5.304619504990603e-11,8.27e-11
950.0,135.0,295.0,20.0,90.0,0.642,-1.0586671662629292e-11,1.57e-12
950.0,195.0,255.0,420.0,110.0,0.642,-3.379316755620635e-11,-7.66e-11
950.0,175.0,315.0,170.0,70.0,0.638,1.4599993954616028e-10,1.85e-10
950.0,195.0,215.0,320.0,130.0,0.64,-1.0549213048796083e-10,-9.38e-11
950.0,195.0,255.0,270.0,150.0,0.64,-1.1989601206161843e-10,-1.43e-10
950.0,135.0,215.0,70.0,70.0,0.64,3.478734298092865e-11,4.78e-11
950.0,195.0,275.0,320.0,110.0,0.638,-2.7696663737530396e-10,-2.67e-10
950.0,175.0,295.0,270.0,110.0,0.642,-3.249495114514876e-10,-3.54e-10
950.0,155.0,275.0,170.0,150.0,0.632,5.34856070590805e-10,5.19e-10
950.0,195.0,235.0,220.0,50.0,0.642,1.6205195480316418e-10,1.05e-10
950.0,195.0,295.0,70.0,70.0,0.638,-4.783830782114586e-11,-6.92e-11
950.0,175.0,235.0,170.0,130.0,0.636,2.6419052720896376e-10,2.44e-10
950.0,175.0,335.0,20.0,50.0,0.638,-1.1487487630939759e-10,-8.169999999999999e-11
950.0,195.0,295.0,320.0,130.0,0.632,-3.393715069795078e-10,-3.1e-10
950.0,155.0,315.0,270.0,110.0,0.64,-4.2149272342154175e-10,-4.5e-10
950.0,175.0,215.0,420.0,110.0,0.634,-5.225448915361552e-11,-6.13e-11
950.0,195.0,275.0,320.0,110.0,0.634,-2.9251349949311896e-10,-2.73e-10
950.0,175.0,295.0,220.0,110.0,0.636,2.0947770015006618e-10,2.39e-10
950.0,155.0,335.0,370.0,70.0,0.632,-3.2490753957810976e-11,-4.38e-11
950.0,155.0,255.0,370.0,150.0,0.634,-4.527965052665949e-10,-4.24e-10
950.0,155.0,215.0,120.0,130.0,0.642,1.182463905622197e-10,9.180000000000001e-11
950.0,135.0,235.0,370.0,90.0,0.632,-3.612175618780765e-10,-3.81e-10
950.0,175.0,235.0,420.0,130.0,0.634,-1.1079694070522879e-10,-8.839999999999999e-11
950.0,135.0,215.0,120.0,150.0,0.642,1.2858959548132192e-10,1.04e-10
950.0,195.0,335.0,20.0,50.0,0.636,-6.754770890114057e-11,-6.11e-11
950.0,115.0,295.0,120.0,50.0,0.642,-2.4301244772792033e-10,-2.75e-10
950.0,175.0,255.0,220.0,90.0,0.632,1.7367934258533454e-10,2.01e-10
950.0,135.0,335.0,70.0,130.0,0.634,1.1237745088569191e-10,1.41e-10
950.0,195.0,255.0,270.0,70.0,0.64,-1.0352601648810932e-11,-2.2699999999999997e-11
950.0,115.0,335.0,120.0,70.0,0.634,4.939860887851273e-10,4.87e-10
950.0,175.0,315.0,170.0,110.0,0.64,5.013328393422452e-10,4.93e-10
950.0,155.0,235.0,270.0,50.0,0.642,4.473991399665431e-11,4.09e-11
950.0,115.0,295.0,420.0,50.0,0.632,3.9474768789641676e-11,9.999999999999999e-11
950.0,195.0,315.0,70.0,50.0,0.638,-4.369324466166057e-11,-9.929999999999998e-11
950.0,175.0,295.0,420.0,70.0,0.638,9.906150971735831e-11,9.87e-11
950.0,155.0,295.0,70.0,50.0,0.64,-7.069576065727757e-11,-8.75e-11
950.0,155.0,295.0,120.0,90.0,0.638,2.470188321871473e-10,2.47e-10
950.0,135.0,215.0,420.0,110.0,0.634,-2.9577685362848154e-10,-3e-10
950.0,155.0,255.0,20.0,90.0,0.636,-5.509444216412983e-11,-4.12e-11
950.0,135.0,215.0,420.0,110.0,0.64,-3.421046291215911e-10,-3.39e-10
950.0,175.0,255.0,20.0,130.0,0.636,3.4010628634795774e-12,-5.57e-12
950.0,195.0,255.0,70.0,110.0,0.632,-7.83285334578339e-12,-1.56e-12
950.0,135.0,235.0,220.0,110.0,0.64,4.887643209112698e-10,5e-10
950.0,175.0,295.0,270.0,150.0,0.632,-3.617086284699214e-10,-3.97e-10
950.0,115.0,335.0,120.0,130.0,0.64,4.3418011346274877e-10,4.77e-10
950.0,155.0,215.0,320.0,150.0,0.634,-1.7523227319257104e-10,-1.85e-10
950.0,155.0,255.0,420.0,70.0,0.632,9.330795806537607e-11,1.25e-10
950.0,175.0,255.0,20.0,90.0,0.642,2.5736398972585718e-11,2.1100000000000003e-11
950.0,115.0,315.0,420.0,70.0,0.632,-2.277397401803916e-10,-2.19e-10
950.0,195.0,235.0,120.0,50.0,0.636,-5.480416242761044e-11,-8.96e-11
950.0,195.0,295.0,220.0,150.0,0.634,7.877603914864453e-11,1.18e-10
950.0,155.0,295.0,220.0,110.0,0.642,3.913464958301864e-10,4.15e-10
950.0,175.0,295.0,170.0,110.0,0.634,4.788782425896544e-10,4.5199999999999994e-10
950.0,155.0,255.0,320.0,50.0,0.638,1.1142268937730898e-10,6.42e-11
950.0,195.0,315.0,320.0,90.0,0.642,-2.863368034660011e-10,-2.86e-10
950.0,195.0,315.0,220.0,70.0,0.64,-2.5596705326382365e-11,7.19e-12
950.0,115.0,295.0,370.0,130.0,0.636,-7.820237352939443e-10,-7.519999999999999e-10
950.0,175.0,295.0,320.0,70.0,0.636,-1.589819663869415e-10,-1.4500000000000002e-10
950.0,135.0,235.0,270.0,150.0,0.642,1.9818355058190184e-10,2.21e-10
950.0,155.0,335.0,270.0,150.0,0.636,-5.575025931206956e-10,-5.93e-10
950.0,135.0,275.0,370.0,70.0,0.64,-4.010243296498456e-10,-3.5899999999999995e-10
950.0,155.0,335.0,320.0,90.0,0.638,-5.068468622911892e-10,-4.74e-10
950.0,155.0,295.0,170.0,50.0,0.634,1.5129629652365402e-11,1.12e-11
950.0,115.0,315.0,270.0,150.0,0.642,-2.0769387312451055e-10,-2.16e-10
950.0,115.0,315.0,420.0,50.0,0.64,2.061171770238338e-11,-3.64e-11
950.0,175.0,275.0,420.0,50.0,0.636,2.0987239851222466e-10,1.9e-10
950.0,175.0,235.0,20.0,130.0,0.638,1.3384353601926721e-11,-1.47e-12
950.0,175.0,275.0,20.0,110.0,0.634,-1.878174578473869e-11,-2.14e-11
950.0,135.0,215.0,220.0,150.0,0.632,3.712408551637177e-10,4.04e-10
950.0,135.0,215.0,320.0,50.0,0.634,6.254145524282057e-11,4.01e-11
950.0,175.0,235.0,320.0,50.0,0.642,-1.8007989871273898e-10,-1.5500000000000003e-10
950.0,155.0,255.0,420.0,130.0,0.632,-1.5170345816161604e-10,-1.4500000000000002e-10
950.0,175.0,215.0,70.0,70.0,0.64,-3.950944030829775e-11,3.4099999999999994e-12
950.0,155.0,275.0,220.0,150.0,0.634,4.82071895951973e-10,5.04e-10
950.0,175.0,235.0,20.0,110.0,0.632,-2.6066291546424066e-11,-2.3499999999999996e-11
950.0,155.0,275.0,320.0,130.0,0.64,-5.66576834758781e-10,-5.71e-10
950.0,155.0,255.0,270.0,50.0,0.642,2.6564498728944974e-11,1.4800000000000003e-11
950.0,135.0,215.0,220.0,110.0,0.634,3.599810548911631e-10,3.75e-10
950.0,155.0,255.0,120.0,70.0,0.638,-3.3462591066083675e-11,-2.3499999999999996e-11
950.0,155.0,235.0,20.0,50.0,0.64,2.8096454725815626e-11,-1.81e-11
950.0,195.0,315.0,370.0,130.0,0.636,-1.2048796813149732e-10,-9.06e-11
950.0,155.0,255.0,20.0,90.0,0.634,-7.564182806595053e-11,-5.38e-11
950.0,135.0,295.0,370.0,110.0,0.642,-5.877235379160172e-10,-5.68e-10
950.0,135.0,295.0,20.0,130.0,0.636,3.2582430621039245e-13,4.5900000000000004e-12
950.0,135.0,275.0,320.0,110.0,0.632,-5.818650616359807e-10,-6.16e-10
950.0,175.0,215.0,170.0,70.0,0.634,-4.8912286641536995e-11,-5.38e-11
950.0,155.0,255.0,270.0,50.0,0.632,-4.7898920472404765e-12,1.62e-12
950.0,175.0,235.0,120.0,90.0,0.634,1.4317767772437622e-11,5.749999999999991e-14
950.0,155.0,275.0,120.0,70.0,0.642,2.747678133764369e-10,3.07e-10
950.0,195.0,275.0,70.0,70.0,0.632,-8.252877966537279e-11,-7.04e-11
950.0,195.0,295.0,420.0,110.0,0.64,-4.4086602749953114e-11,-2.1099999999999997e-11
950.0,175.0,275.0,20.0,90.0,0.64,-8.43953898464751e-12,2.600000000000001e-13
950.0,135.0,215.0,220.0,130.0,0.636,3.970664175175638e-10,4.14e-10
950.0,175.0,335.0,70.0,70.0,0.642,-8.798800772579248e-11,-6.33e-11
950.0,155.0,315.0,20.0,150.0,0.632,1.9240898618471374e-11,6.1e-12
950.0,115.0,315.0,170.0,50.0,0.636,1.796319965004983e-10,1.86e-10
950.0,175.0,295.0,370.0,110.0,0.636,-2.1192670866784887e-10,-1.91e-10
950.0,195.0,235.0,20.0,110.0,0.64,1.4001926297285813e-11,1.3499999999999993e-12
950.0,155.0,235.0,320.0,90.0,0.636,-1.943099147178118e-10,-1.81e-10
950.0,135.0,275.0,170.0,50.0,0.634,-9.031915022807011e-11,-9.06e-11
950.0,135.0,315.0,270.0,150.0,0.636,-3.7503981300162535e-10,-4.01e-10
950.0,135.0,255.0,120.0,90.0,0.636,2.1450144729245914e-10,1.74e-10
950.0,195.0,255.0,170.0,90.0,0.642,3.035952736228961e-10,3.23e-10
950.0,155.0,275.0,320.0,90.0,0.636,-4.1537377716703955e-10,-4.16e-10
950.0,175.0,335.0,20.0,90.0,0.636,-2.334740648035132e-11,-2.97e-11
950.0,155.0,335.0,320.0,70.0,0.64,-3.2174500412468273e-10,-2.63e-10
950.0,175.0,315.0,20.0,110.0,0.638,1.4009748841006753e-11,-5.13e-12
950.0,155.0,295.0,370.0,70.0,0.638,-1.1381065768990892e-10,-1.17e-10
950.0,115.0,295.0,270.0,150.0,0.64,-1.984525903420952e-11,8.049999999999999e-13
950.0,155.0,335.0,120.0,70.0,0.632,2.5244745431983143e-10,2.24e-10
950.0,195.0,315.0,20.0,150.0,0.632,2.7843159270046396e-11,7.97e-12
950.0,155.0,235.0,20.0,150.0,0.638,7.770957510484587e-12,1.27e-12
950.0,135.0,315.0,370.0,130.0,0.636,-4.589396665378513e-10,-4.68e-10
950.0,135.0,275.0,370.0,90.0,0.638,-5.552784829014529e-10,-5.48e-10
950.0,135.0,335.0,70.0,70.0,0.642,-4.341238071184518e-11,-8.02e-11
950.0,155.0,295.0,120.0,90.0,0.64,2.936053352058559e-10,2.83e-10
950.0,135.0,215.0,420.0,130.0,0.632,-2.8836423889371685e-10,-2.81e-10
950.0,155.0,215.0,370.0,150.0,0.64,-3.0182907242469155e-10,-3.27e-10
950.0,155.0,255.0,320.0,130.0,0.634,-4.3951596278324195e-10,-4.6e-10
950.0,175.0,335.0,420.0,130.0,0.634,-7.727777801188228e-12,-7.42e-12
950.0,195.0,295.0,170.0,70.0,0.64,1.1371705796449646e-10,9.58e-11
950.0,135.0,215.0,420.0,110.0,0.638,-3.253812682733708e-10,-3.3e-10
950.0,195.0,215.0,270.0,90.0,0.634,1.1699545881789575e-11,3.1600000000000007e-13
950.0,155.0,215.0,170.0,70.0,0.642,3.144088048527957e-10,3.09e-10
950.0,155.0,255.0,220.0,50.0,0.64,-4.647489695134655e-11,-3.8899999999999996e-11
950.0,195.0,215.0,420.0,150.0,0.636,-3.6259129819693213e-11,-3.4e-11
950.0,135.0,335.0,370.0,50.0,0.634,-4.177474354620126e-11,-6.6e-12
950.0,115.0,295.0,370.0,90.0,0.64,-7.51517435044725e-10,-7.4e-10
950.0,115.0,335.0,170.0,110.0,0.642,8.264371021753023e-10,8.41e-10
950.0,195.0,275.0,370.0,90.0,0.642,-2.382382628763237e-10,-2.17e-10
950.0,135.0,255.0,20.0,50.0,0.634,-1.796563023673258e-10,-1.68e-10
950.0,195.0,335.0,170.0,90.0,0.636,2.5943140603236634e-10,2.85e-10
950.0,115.0,335.0,70.0,150.0,0.634,1.413416234491229e-10,1.42e-10
950.0,135.0,235.0,170.0,50.0,0.638,-2.1912812850773212e-10,-1.81e-10
950.0,175.0,255.0,370.0,50.0,0.64,5.1958474112507225e-11,9.46e-11
950.0,175.0,255.0,120.0,150.0,0.632,1.4849243642618145e-10,1.41e-10
950.0,155.0,275.0,70.0,110.0,0.64,7.125186175269575e-11,7.63e-11
950.0,195.0,335.0,320.0,50.0,0.64,7.783687186997851e-11,4.17e-11
950.0,135.0,295.0,370.0,150.0,0.638,-5.829534938700515e-10,-5.49e-10
950.0,195.0,275.0,420.0,150.0,0.64,-2.395227202986777e-11,-4.51e-11
950.0,195.0,215.0,270.0,150.0,0.642,1.4086185118718097e-12,2.0500000000000024e-13
950.0,195.0,235.0,170.0,90.0,0.636,1.0250028782040732e-10,8.12e-11
950.0,195.0,315.0,20.0,130.0,0.64,2.91771952441526e-11,1.22e-11
950.0,115.0,295.0,120.0,70.0,0.642,2.73397085257969e-10,2.61e-10
950.0,195.0,215.0,170.0,110.0,0.632,7.68903844710603e-11,5.81e-11
950.0,155.0,275.0,20.0,110.0,0.642,3.925692483316135e-11,1.4000000000000002e-11
950.0,175.0,255.0,220.0,130.0,0.64,2.998450753042592e-10,3.26e-10
950.0,195.0,295.0,370.0,130.0,0.634,-1.288406077762085e-10,-1.17e-10
950.0,115.0,295.0,120.0,50.0,0.638,2.6438256005325715e-11,-2.73e-11
950.0,115.0,335.0,170.0,70.0,0.64,6.519467307257005e-10,6.55e-10
950.0,155.0,295.0,420.0,50.0,0.632,2.154533083435005e-10,2.34e-10
950.0,195.0,215.0,320.0,50.0,0.642,-9.313329079445266e-11,-6.92e-11
950.0,155.0,255.0,220.0,150.0,0.64,4.496888114318324e-10,4.75e-10
950.0,175.0,215.0,20.0,110.0,0.638,8.831063265286168e-12,-3.11e-12
950.0,195.0,255.0,120.0,150.0,0.632,1.3509757011582778e-10,1.2e-10
950.0,195.0,275.0,120.0,130.0,0.642,2.372845289499483e-10,2.0799999999999998e-10
950.0,115.0,315.0,170.0,130.0,0.638,8.545523120167378e-10,8.250000000000001e-10
950.0,115.0,295.0,220.0,130.0,0.636,7.874562744900413e-10,8.050000000000001e-10
950.0,155.0,235.0,370.0,90.0,0.642,-4.224704635640839e-10,-4.33e-10
950.0,175.0,315.0,170.0,50.0,0.638,-2.3631233362244977e-11,2.3100000000000003e-11
950.0,135.0,335.0,120.0,90.0,0.636,4.655319166188235e-10,4.5199999999999994e-10
950.0,135.0,235.0,270.0,130.0,0.642,1.994627383826223e-10,2.19e-10
950.0,155.0,315.0,120.0,70.0,0.632,1.4872652332239308e-10,1.11e-10
950.0,155.0,335.0,70.0,90.0,0.632,8.985279937066044e-12,6.21e-11
950.0,195.0,235.0,320.0,70.0,0.632,-1.8703015205477926e-11,-4.87e-11
950.0,135.0,235.0,70.0,70.0,0.632,-1.887860813760566e-10,-1.73e-10
950.0,175.0,315.0,320.0,130.0,0.638,-4.5345110112364505e-10,-4.3e-10
950.0,195.0,255.0,370.0,50.0,0.634,4.701190804533735e-11,5.94e-11
950.0,155.0,315.0,370.0,130.0,0.634,-2.7822001492026456e-10,-2.94e-10
950.0,195.0,275.0,320.0,150.0,0.642,-3.404193424051491e-10,-3.28e-10
950.0,175.0,315.0,220.0,90.0,0.636,7.978927105539235e-11,1.1e-10
950.0,175.0,215.0,370.0,130.0,0.636,-1.586322025648971e-10,-1.85e-10
950.0,155.0,315.0,120.0,50.0,0.64,-1.108493334380392e-10,-6.76e-11
950.0,175.0,275.0,20.0,70.0,0.634,-8.632880965035988e-11,-8.889999999999999e-11
950.0,195.0,255.0,420.0,50.0,0.632,8.837831167278125e-11,9.72e-11
950.0,195.0,235.0,270.0,130.0,0.642,-5.414061793528206e-11,-5.0300000000000003e-11
950.0,135.0,255.0,120.0,110.0,0.638,2.3626673373861743e-10,2.12e-10
950.0,175.0,295.0,220.0,90.0,0.64,1.6173411691546505e-10,1.93e-10
950.0,135.0,335.0,370.0,130.0,0.64,-3.263481806812019e-10,-3.81e-10
950.0,195.0,295.0,370.0,50.0,0.638,7.030701636862262e-11,1.0100000000000001e-10
950.0,135.0,335.0,20.0,130.0,0.636,4.1367032025932107e-11,1.54e-11
950.0,175.0,235.0,170.0,130.0,0.642,3.060351593372669e-10,2.77e-10
950.0,175.0,335.0,120.0,90.0,0.642,3.5822428570961487e-10,3.4399999999999995e-10
950.0,175.0,275.0,320.0,130.0,0.636,-4.4646823389084924e-10,-4.45e-10
950.0,195.0,255.0,420.0,110.0,0.64,-2.61729664460505e-11,-4.81e-11
950.0,175.0,275.0,270.0,150.0,0.636,-2.090508321403789e-10,-2.39e-10
950.0,195.0,335.0,420.0,70.0,0.634,2.7072284012980103e-10,2.79e-10
950.0,175.0,275.0,270.0,90.0,0.64,-1.3532398182235313e-10,-1.57e-10
950.0,175.0,315.0,20.0,70.0,0.636,-5.640493345025683e-11,-7.549999999999998e-11
950.0,175.0,315.0,320.0,70.0,0.638,-1.1248110015417328e-10,-1.34e-10
950.0,155.0,295.0,220.0,130.0,0.642,4.103120331718926e-10,4.32e-10
950.0,175.0,235.0,170.0,150.0,0.632,2.7366755302821045e-10,2.45e-10
950.0,135.0,255.0,370.0,50.0,0.638,1.235687066668822e-10,1.0100000000000001e-10
950.0,115.0,315.0,170.0,110.0,0.64,8.578832736533033e-10,8.24e-10
950.0,195.0,335.0,270.0,90.0,0.636,-2.764430838995874e-10,-3.01e-10
950.0,195.0,335.0,420.0,50.0,0.632,1.807844204494642e-10,2.63e-10
950.0,135.0,275.0,220.0,50.0,0.642,5.727606835051843e-11,4.89e-12
950.0,175.0,315.0,220.0,130.0,0.64,1.1562387449531523e-10,1.46e-10
950.0,135.0,315.0,270.0,110.0,0.638,-3.602482650001919e-10,-3.78e-10
950.0,155.0,215.0,120.0,50.0,0.642,2.3313092389251133e-10,2.29e-10
950.0,195.0,255.0,420.0,90.0,0.636,1.1956129942555035e-11,2.3100000000000003e-11
950.0,155.0,235.0,420.0,150.0,0.638,-2.3331052824406945e-10,-2.06e-10
950.0,175.0,255.0,420.0,70.0,0.642,-1.7614991696966442e-10,-2.29e-10
950.0,115.0,315.0,270.0,90.0,0.64,-1.824367301713876e-10,-1.87e-10
950.0,135.0,255.0,420.0,70.0,0.636,-1.0407958566640184e-10,-1.0799999999999999e-10
950.0,135.0,215.0,170.0,150.0,0.64,3.2217778022535445e-10,2.95e-10
950.0,175.0,235.0,120.0,70.0,0.634,-9.777492718088162e-11,-1.0799999999999999e-10
950.0,135.0,235.0,20.0,110.0,0.632,-3.531932914529438e-11,-1.25e-11
950.0,175.0,235.0,70.0,150.0,0.634,4.961595664715106e-12,1.46e-11
950.0,155.0,275.0,170.0,90.0,0.636,4.1067544651067535e-10,3.93e-10
950.0,135.0,295.0,270.0,50.0,0.636,-2.3142060930926785e-11,-1.29e-11
950.0,175.0,215.0,120.0,50.0,0.64,-6.072865038042707e-11,-6.11e-11
950.0,155.0,255.0,20.0,70.0,0.642,5.033781767460582e-11,9.05e-12
950.0,195.0,255.0,20.0,110.0,0.632,-1.3439695187676249e-11,-1.62e-11
950.0,195.0,315.0,320.0,90.0,0.636,-1.9379082101394695e-10,-1.77e-10
950.0,115.0,335.0,320.0,110.0,0.634,-9.861465183984313e-10,-9.48e-10
950.0,115.0,295.0,70.0,150.0,0.634,8.561348055652277e-11,7.88e-11
950.0,195.0,255.0,320.0,70.0,0.638,-3.0433105962540833e-12,-4.06e-11
950.0,175.0,335.0,270.0,50.0,0.636,-1.3035158818726734e-10,-1.19e-10
950.0,195.0,315.0,270.0,50.0,0.64,-2.1772261166035518e-11,3.37e-11
950.0,195.0,275.0,170.0,130.0,0.636,3.516381173643915e-10,3.27e-10
