Period,Ax,Bx,Gap,Au,Lam,Predicted,Actual
950.0,115.0,335.0,320.0,90.0,0.636,-9.302008689750124e-10,-9.26e-10
950.0,175.0,215.0,270.0,110.0,0.642,5.11179835829166e-11,4.68e-11
950.0,195.0,215.0,420.0,130.0,0.636,-3.067662108496051e-11,-3.01e-11
950.0,135.0,335.0,420.0,70.0,0.638,-1.6848845365600393e-11,-2.85e-11
950.0,195.0,215.0,370.0,150.0,0.64,-9.466314495760185e-11,-8.9e-11
950.0,115.0,315.0,370.0,110.0,0.642,-6.980397497154697e-10,-6.7e-10
950.0,115.0,295.0,420.0,110.0,0.638,-3.941937473945304e-10,-3.6600000000000003e-10
950.0,155.0,235.0,170.0,70.0,0.638,3.4453551834710124e-11,3.99e-11
950.0,135.0,215.0,270.0,50.0,0.634,-3.930415611493771e-11,-5.88e-11
950.0,175.0,315.0,370.0,70.0,0.64,-5.299798224326048e-11,-3.76e-11
950.0,175.0,335.0,70.0,90.0,0.634,5.315943632503334e-12,3.73e-11
950.0,115.0,295.0,270.0,110.0,0.642,-1.4126571381623117e-11,2.08e-12
950.0,135.0,215.0,220.0,150.0,0.64,4.13147095379977e-10,4.35e-10
950.0,115.0,295.0,370.0,110.0,0.64,-7.66458588569802e-10,-7.560000000000001e-10
950.0,175.0,335.0,70.0,110.0,0.642,9.693461978630227e-11,1.25e-10
950.0,175.0,275.0,270.0,130.0,0.636,-2.0402619415977092e-10,-2.27e-10
950.0,195.0,335.0,170.0,110.0,0.632,3.1293190500411913e-10,3.78e-10
950.0,135.0,335.0,270.0,110.0,0.634,-5.649645221928834e-10,-5.93e-10
950.0,195.0,315.0,270.0,70.0,0.642,-3.007094477300069e-10,-3.35e-10
950.0,175.0,295.0,420.0,110.0,0.64,-5.7909662349593154e-11,-6.14e-11
950.0,195.0,315.0,220.0,130.0,0.632,-1.3288024759928527e-11,1.6400000000000003e-12
950.0,155.0,295.0,420.0,150.0,0.638,-1.0108882567683627e-10,-1.24e-10
950.0,195.0,215.0,170.0,90.0,0.636,6.157310971790113e-11,3.02e-11
950.0,135.0,275.0,270.0,150.0,0.638,-7.381678850407302e-12,9.19e-13
950.0,135.0,315.0,70.0,50.0,0.634,-1.7922733773316398e-10,-2.0799999999999998e-10
950.0,135.0,255.0,320.0,150.0,0.636,-4.5369342802099767e-10,-4.9e-10
950.0,135.0,255.0,320.0,110.0,0.638,-4.1837133359887136e-10,-4.41e-10
950.0,195.0,235.0,370.0,50.0,0.636,3.79388535081992e-11,6.43e-11
950.0,155.0,295.0,20.0,130.0,0.64,3.857760193925762e-11,1.11e-11
950.0,155.0,295.0,120.0,50.0,0.64,-9.939469756966963e-11,-8.78e-11
950.0,175.0,295.0,370.0,130.0,0.634,-2.075498497153947e-10,-2.13e-10
950.0,155.0,235.0,70.0,130.0,0.642,2.9638259848819034e-11,3.17e-11
950.0,135.0,275.0,120.0,150.0,0.642,2.744759428967809e-10,2.84e-10
950.0,195.0,275.0,220.0,50.0,0.634,1.0023905656660669e-11,3.58e-11
950.0,115.0,295.0,220.0,130.0,0.634,7.983643118787549e-10,8.13e-10
950.0,135.0,215.0,320.0,50.0,0.642,-8.847657141541926e-11,-3.1e-11
950.0,195.0,295.0,70.0,150.0,0.64,5.642438727421959e-11,8.48e-11
950.0,135.0,215.0,270.0,90.0,0.634,1.2888772293300482e-10,1.38e-10
950.0,115.0,295.0,420.0,50.0,0.638,-3.4130471620593725e-11,2.7399999999999997e-11
950.0,195.0,315.0,20.0,110.0,0.634,1.099305442792132e-11,-8.84e-12
950.0,135.0,275.0,270.0,90.0,0.632,-1.1332403351210888e-11,1.87e-12
950.0,195.0,315.0,270.0,50.0,0.636,-6.741090899667694e-11,-9.39e-11
950.0,155.0,335.0,120.0,110.0,0.642,4.562174985874979e-10,4.18e-10
950.0,155.0,215.0,120.0,70.0,0.632,-1.524325831462947e-10,-1.82e-10
950.0,175.0,275.0,170.0,70.0,0.636,1.258066957346797e-10,1.0300000000000002e-10
950.0,195.0,335.0,420.0,70.0,0.632,2.2727437094927057e-10,2.77e-10
950.0,115.0,335.0,120.0,90.0,0.642,5.031026833316473e-10,4.5999999999999996e-10
950.0,155.0,335.0,320.0,70.0,0.642,-4.276934635343985e-10,-3.19e-10
950.0,155.0,315.0,320.0,110.0,0.638,-6.161416913067668e-10,-5.89e-10
950.0,195.0,295.0,370.0,110.0,0.632,-1.1705346658778074e-10,-8.54e-11
950.0,115.0,315.0,320.0,50.0,0.638,-1.3506523893947882e-10,-1.4799999999999998e-10
950.0,175.0,315.0,420.0,130.0,0.636,-3.543732991635615e-11,-2.7899999999999995e-11
950.0,175.0,275.0,170.0,150.0,0.634,4.6555006949300235e-10,4.41e-10
950.0,175.0,215.0,420.0,130.0,0.634,-7.545270634354936e-11,-8.23e-11
950.0,195.0,275.0,20.0,110.0,0.64,6.921835448615492e-12,3.2600000000000002e-12
950.0,175.0,215.0,370.0,130.0,0.634,-1.5803545789256868e-10,-1.8e-10
950.0,135.0,275.0,370.0,150.0,0.634,-6.231140585290618e-10,-5.9e-10
950.0,135.0,215.0,320.0,150.0,0.636,-1.5926086862400335e-10,-1.6e-10
950.0,175.0,215.0,70.0,130.0,0.642,2.6935584174897004e-11,1.5200000000000003e-11
950.0,135.0,215.0,120.0,130.0,0.642,1.262601123632624e-10,9.900000000000001e-11
950.0,155.0,315.0,170.0,110.0,0.638,6.517746245495559e-10,6.21e-10
950.0,175.0,255.0,420.0,130.0,0.634,-8.894585444820404e-11,-8.02e-11
950.0,155.0,255.0,120.0,90.0,0.64,1.9556152206075324e-10,1.92e-10
950.0,135.0,335.0,420.0,110.0,0.638,-1.31288743450675e-10,-1.12e-10
950.0,115.0,315.0,320.0,150.0,0.636,-9.075352068549836e-10,-9.05e-10
950.0,155.0,255.0,20.0,70.0,0.632,-1.4647507915911603e-10,-1.2e-10
950.0,175.0,275.0,320.0,90.0,0.634,-2.9690782273560433e-10,-2.94e-10
950.0,195.0,315.0,70.0,130.0,0.64,7.281509223078341e-11,1.0300000000000002e-10
950.0,155.0,215.0,20.0,130.0,0.636,1.7640028052997774e-12,-1.19e-12
950.0,135.0,275.0,170.0,70.0,0.638,3.0164378279659735e-10,3.3199999999999994e-10
950.0,195.0,295.0,170.0,90.0,0.638,2.2102044987686601e-10,2.44e-10
950.0,155.0,215.0,270.0,130.0,0.636,9.862094143754827e-11,1.21e-10
950.0,175.0,335.0,120.0,130.0,0.642,4.0661814745352104e-10,3.8e-10
950.0,175.0,255.0,420.0,90.0,0.632,8.69654600647179e-12,2.37e-11
950.0,155.0,295.0,370.0,70.0,0.636,-1.0859467029616835e-10,-9.509999999999999e-11
950.0,175.0,275.0,170.0,90.0,0.642,4.999467886871409e-10,4.81e-10
950.0,135.0,255.0,220.0,130.0,0.64,5.8764660183892e-10,6e-10
950.0,175.0,275.0,220.0,70.0,0.642,2.8218259249949684e-10,2.2e-10
950.0,135.0,335.0,370.0,110.0,0.642,-3.662182181731407e-10,-3.76e-10
950.0,135.0,275.0,170.0,130.0,0.64,6.293591238662116e-10,6.01e-10
950.0,115.0,295.0,70.0,90.0,0.642,-1.4510897889851043e-11,3.22e-11
950.0,155.0,315.0,420.0,90.0,0.642,-2.3843299500390707e-11,-1.51e-11
950.0,155.0,215.0,220.0,150.0,0.64,3.00373478775543e-10,3.26e-10
950.0,175.0,235.0,320.0,110.0,0.642,-2.505463993832312e-10,-2.87e-10
950.0,175.0,215.0,70.0,110.0,0.642,2.10851821094242e-11,1.31e-11
950.0,175.0,215.0,70.0,50.0,0.642,7.777514499284256e-11,7.03e-11
950.0,195.0,235.0,420.0,110.0,0.632,-3.0704860188553593e-11,-1.37e-11
950.0,135.0,315.0,370.0,90.0,0.642,-4.835243946347069e-10,-4.69e-10
950.0,135.0,335.0,320.0,130.0,0.636,-7.931582030472221e-10,-7.42e-10
950.0,135.0,315.0,270.0,70.0,0.632,-2.407188991822742e-10,-2.36e-10
950.0,195.0,215.0,220.0,90.0,0.64,4.828206481211867e-11,5.99e-11
950.0,135.0,215.0,270.0,130.0,0.632,1.9091252886301382e-10,2.1500000000000003e-10
950.0,135.0,295.0,70.0,70.0,0.636,-5.332847673073469e-11,-4.4099999999999995e-11
950.0,135.0,295.0,370.0,150.0,0.632,-5.892280857340509e-10,-5.28e-10
950.0,115.0,295.0,320.0,130.0,0.642,-7.748510831910879e-10,-7.720000000000001e-10
950.0,195.0,235.0,370.0,110.0,0.64,-1.427773433495733e-10,-1.29e-10
950.0,195.0,235.0,170.0,110.0,0.638,1.5400435559013272e-10,1.4e-10
950.0,175.0,235.0,120.0,150.0,0.634,1.1579911672435371e-10,9.76e-11
950.0,195.0,215.0,270.0,150.0,0.638,3.913811456368903e-12,2.2499999999999995e-13
950.0,115.0,295.0,370.0,90.0,0.634,-7.662059739489219e-10,-7.59e-10
950.0,115.0,315.0,220.0,150.0,0.632,7.401290882598257e-10,7.9e-10
950.0,115.0,295.0,370.0,150.0,0.64,-7.69489852292351e-10,-7.459999999999999e-10
950.0,135.0,335.0,20.0,110.0,0.636,4.2981629506537684e-11,9.39e-12
950.0,175.0,335.0,420.0,150.0,0.642,2.5518893997732828e-11,-1.89e-11
950.0,155.0,275.0,120.0,90.0,0.636,1.7555578088638602e-10,1.62e-10
950.0,175.0,275.0,370.0,130.0,0.632,-2.418813737632173e-10,-2.36e-10
950.0,155.0,235.0,420.0,110.0,0.636,-2.1233251450698685e-10,-1.79e-10
950.0,195.0,255.0,370.0,110.0,0.642,-1.855130039019559e-10,-1.93e-10
950.0,135.0,215.0,220.0,110.0,0.642,3.933716484624275e-10,4.11e-10
950.0,195.0,215.0,370.0,110.0,0.64,-9.884116988653462e-11,-8.01e-11
950.0,115.0,295.0,120.0,90.0,0.636,4.051846066583293e-10,3.72e-10
950.0,175.0,235.0,120.0,70.0,0.636,-7.19660019953702e-11,-9.810000000000002e-11
950.0,115.0,295.0,270.0,110.0,0.632,5.2960606995920735e-12,2.1400000000000006e-12
950.0,175.0,275.0,370.0,70.0,0.632,-7.227145045071574e-12,3.88e-12
950.0,195.0,235.0,120.0,50.0,0.64,5.6742920229847635e-12,-5.8e-11
950.0,175.0,275.0,320.0,150.0,0.638,-4.606733633864647e-10,-4.59e-10
950.0,135.0,235.0,170.0,110.0,0.634,3.9272401046309794e-10,3.63e-10
950.0,175.0,235.0,370.0,50.0,0.634,1.025707315219131e-10,1.09e-10
950.0,155.0,295.0,370.0,90.0,0.634,-2.82332768309792e-10,-2.66e-10
950.0,195.0,235.0,20.0,90.0,0.64,1.482810338400548e-11,-7.8e-13
950.0,155.0,295.0,70.0,110.0,0.632,3.9468254083461394e-11,4.06e-11
950.0,195.0,335.0,20.0,90.0,0.642,3.206043417393701e-11,-4.45e-12
950.0,135.0,255.0,20.0,90.0,0.642,-9.961392834907243e-12,-1e-11
950.0,195.0,295.0,320.0,110.0,0.632,-3.182539633851335e-10,-2.77e-10
950.0,175.0,335.0,420.0,50.0,0.638,1.774479657661467e-10,8.24e-11
950.0,115.0,295.0,320.0,50.0,0.64,-5.42570365463945e-11,-6.67e-11
950.0,195.0,295.0,420.0,110.0,0.632,-2.514124639328078e-11,7.060000000000001e-12
950.0,155.0,235.0,220.0,150.0,0.636,3.828394161381732e-10,4.12e-10
950.0,135.0,335.0,370.0,90.0,0.64,-3.745840990040277e-10,-3.77e-10
950.0,135.0,335.0,270.0,130.0,0.638,-5.467867650157408e-10,-5.68e-10
950.0,155.0,255.0,170.0,130.0,0.642,4.87380145404017e-10,4.5199999999999994e-10
950.0,195.0,235.0,320.0,50.0,0.64,4.6585622724294334e-11,3.65e-11
950.0,195.0,275.0,170.0,150.0,0.638,3.598139773322134e-10,3.4e-10
950.0,175.0,335.0,270.0,90.0,0.636,-3.8332586436681846e-10,-4.05e-10
950.0,175.0,295.0,270.0,130.0,0.64,-3.3027931571035854e-10,-3.6099999999999994e-10
950.0,135.0,335.0,320.0,150.0,0.632,-8.478152511001275e-10,-7.51e-10
950.0,135.0,315.0,70.0,130.0,0.642,9.70388803837455e-11,1.23e-10
950.0,175.0,295.0,70.0,130.0,0.642,6.17662801072121e-11,9.47e-11
950.0,175.0,275.0,420.0,130.0,0.632,-1.5310975920034202e-11,-5.37e-11
950.0,135.0,295.0,270.0,150.0,0.632,-1.740164341583931e-10,-1.96e-10
950.0,175.0,335.0,70.0,70.0,0.632,-4.345583495642406e-11,-3.8400000000000004e-11
950.0,135.0,255.0,70.0,150.0,0.638,9.681109896169933e-12,4.6e-11
950.0,115.0,295.0,320.0,90.0,0.642,-6.25951150408982e-10,-6.48e-10
950.0,155.0,255.0,420.0,50.0,0.638,2.2420981624344674e-10,2.28e-10
950.0,155.0,215.0,420.0,130.0,0.636,-1.9439552620931328e-10,-1.89e-10
950.0,195.0,295.0,20.0,130.0,0.636,2.0392680312601418e-11,3.1699999999999996e-13
950.0,195.0,335.0,420.0,110.0,0.634,2.685063753540318e-10,2.92e-10
950.0,155.0,275.0,70.0,70.0,0.64,-8.270919404160617e-12,2.4200000000000004e-11
950.0,195.0,275.0,120.0,90.0,0.634,1.088043445782849e-10,8.62e-11
950.0,135.0,255.0,70.0,150.0,0.636,-1.1889826494188109e-12,3.9e-11
950.0,195.0,215.0,420.0,90.0,0.636,2.0593156039674567e-12,4.13e-12
950.0,155.0,335.0,70.0,70.0,0.64,7.828898143638868e-11,5.29e-11
950.0,155.0,255.0,220.0,90.0,0.634,2.7904078614376945e-10,3.02e-10
950.0,135.0,335.0,320.0,90.0,0.632,-8.155105382342686e-10,-7.639999999999999e-10
950.0,175.0,215.0,320.0,70.0,0.632,1.727620774438334e-11,-5.779999999999999e-12
950.0,195.0,235.0,120.0,50.0,0.632,-4.4575949679053836e-11,-7.51e-11
950.0,195.0,235.0,270.0,110.0,0.642,-4.8880564807394374e-11,-4.86e-11
950.0,135.0,295.0,270.0,70.0,0.634,-9.82618386121971e-11,-9.06e-11
950.0,175.0,295.0,420.0,90.0,0.636,2.332565907721417e-11,2.7199999999999994e-11
950.0,175.0,335.0,220.0,130.0,0.634,-6.978041853763241e-12,1.14e-12
950.0,195.0,255.0,370.0,150.0,0.632,-1.7126195490097804e-10,-1.4799999999999998e-10
950.0,175.0,275.0,170.0,70.0,0.64,1.595881780097643e-10,1.25e-10
950.0,155.0,215.0,220.0,130.0,0.64,3.0356142838963144e-10,3.18e-10
950.0,115.0,315.0,420.0,130.0,0.642,-2.711146327234271e-10,-2.79e-10
950.0,135.0,295.0,370.0,50.0,0.632,3.481649753457933e-11,5.27e-11
950.0,195.0,235.0,220.0,50.0,0.64,1.969372619745855e-11,-1.9099999999999997e-11
950.0,155.0,235.0,370.0,110.0,0.632,-3.215131412185234e-10,-3.27e-10
950.0,155.0,315.0,320.0,50.0,0.636,-6.328665737824245e-11,-3.32e-11
950.0,155.0,295.0,20.0,70.0,0.638,-1.062027149117951e-10,-7.31e-11
950.0,195.0,215.0,370.0,50.0,0.636,2.6220646362239605e-11,4.1299999999999996e-11
950.0,175.0,235.0,370.0,70.0,0.632,2.736270642622663e-11,1.93e-11
950.0,155.0,335.0,370.0,70.0,0.634,-4.568860107938697e-11,-4.54e-11
950.0,195.0,275.0,20.0,150.0,0.632,1.6513046917387194e-12,4.3e-13
950.0,135.0,215.0,70.0,150.0,0.632,-2.0999159225032267e-11,-1.1e-12
950.0,175.0,215.0,120.0,130.0,0.636,7.962507632267472e-11,5.43e-11
950.0,175.0,255.0,370.0,90.0,0.632,-1.385332376855964e-10,-1.25e-10
950.0,135.0,315.0,320.0,110.0,0.636,-7.733101286874595e-10,-7.82e-10
950.0,135.0,235.0,320.0,50.0,0.632,5.4095319967854145e-11,4.2e-11
950.0,155.0,335.0,120.0,110.0,0.636,4.36576013878273e-10,4.05e-10
950.0,135.0,335.0,270.0,90.0,0.634,-4.968046311902848e-10,-5.49e-10
950.0,155.0,275.0,420.0,150.0,0.64,-1.3978620000072122e-10,-1.68e-10
950.0,135.0,295.0,370.0,130.0,0.632,-5.91142188437102e-10,-5.3e-10
950.0,195.0,275.0,320.0,110.0,0.632,-3.006202645907515e-10,-2.77e-10
950.0,195.0,295.0,370.0,70.0,0.642,-2.7196913483879658e-11,-3.67e-11
950.0,115.0,315.0,270.0,150.0,0.634,-2.299161256793042e-10,-2.31e-10
950.0,135.0,275.0,170.0,90.0,0.634,5.414258041347102e-10,5.3e-10
950.0,155.0,275.0,170.0,110.0,0.642,5.608185477028329e-10,5.52e-10
950.0,115.0,335.0,270.0,90.0,0.638,-3.9072135613349294e-10,-4.15e-10
950.0,135.0,215.0,170.0,150.0,0.638,3.16185928432746e-10,2.86e-10
950.0,195.0,255.0,20.0,150.0,0.632,1.3492400436831113e-12,-1.63e-12
950.0,195.0,315.0,120.0,90.0,0.632,2.420567200828166e-10,1.92e-10
950.0,155.0,315.0,370.0,150.0,0.634,-2.6092488791938814e-10,-2.99e-10
950.0,135.0,295.0,20.0,50.0,0.638,-1.4054144715306626e-10,-1.0799999999999999e-10
950.0,115.0,315.0,270.0,50.0,0.636,-6.119690849938441e-11,-3.8899999999999996e-11
950.0,175.0,235.0,20.0,70.0,0.632,-9.74537599106322e-11,-8.46e-11
950.0,175.0,315.0,370.0,110.0,0.642,-1.9967723665909667e-10,-1.91e-10
950.0,195.0,295.0,270.0,50.0,0.642,-9.322580528651218e-11,-2.0900000000000003e-10
950.0,155.0,235.0,70.0,70.0,0.64,4.375019546474144e-12,2.01e-11
950.0,155.0,295.0,70.0,70.0,0.642,-4.4458943540700254e-11,-1.02e-10
950.0,115.0,335.0,320.0,90.0,0.64,-8.645232255080232e-10,-8.63e-10
950.0,195.0,255.0,270.0,50.0,0.636,-4.308948456589715e-11,-7.599999999999998e-12
950.0,135.0,255.0,270.0,50.0,0.642,2.002558707905528e-11,6.76e-11
950.0,135.0,335.0,120.0,50.0,0.64,-3.4184138553882855e-11,-7.45e-12
950.0,155.0,295.0,70.0,150.0,0.632,4.167522071033006e-11,6.9e-11
950.0,175.0,255.0,320.0,130.0,0.634,-3.585996941296632e-10,-3.78e-10
950.0,195.0,335.0,120.0,50.0,0.636,9.234869075241826e-11,7.08e-11
950.0,195.0,315.0,170.0,90.0,0.636,2.7021238988803096e-10,2.9e-10
950.0,155.0,315.0,20.0,150.0,0.636,5.0714900569702504e-11,1.07e-11
950.0,135.0,335.0,220.0,90.0,0.636,3.55035816860211e-10,3.77e-10
950.0,195.0,275.0,270.0,90.0,0.638,-1.2006903611311503e-10,-1.42e-10
950.0,155.0,235.0,420.0,150.0,0.64,-2.3679944212647884e-10,-2.1400000000000004e-10
950.0,155.0,215.0,370.0,70.0,0.636,-1.6124820236959718e-11,2.64e-12
950.0,135.0,255.0,370.0,70.0,0.634,-2.2123582825521445e-10,-2.43e-10
950.0,175.0,275.0,370.0,150.0,0.638,-2.848100744371311e-10,-2.69e-10
950.0,195.0,275.0,70.0,90.0,0.636,-1.686256793000752e-11,-2.1599999999999995e-11
950.0,195.0,255.0,370.0,70.0,0.642,-3.1335864595174404e-10,-3.02e-10
950.0,135.0,275.0,420.0,50.0,0.642,1.7907035067853751e-10,2.32e-10
950.0,195.0,295.0,70.0,110.0,0.634,1.1504410722513753e-11,3.95e-11
950.0,135.0,315.0,120.0,110.0,0.634,3.6755680898363116e-10,3.89e-10
950.0,135.0,275.0,170.0,110.0,0.642,6.346450024002522e-10,6.24e-10
950.0,175.0,315.0,120.0,150.0,0.636,3.6236092396411336e-10,3.3399999999999993e-10
950.0,155.0,255.0,20.0,90.0,0.632,-8.688660379833984e-11,-6.3e-11
950.0,115.0,295.0,220.0,110.0,0.634,7.643106415248749e-10,7.96e-10
950.0,135.0,315.0,120.0,50.0,0.632,-4.252992381634939e-11,-5.47e-11
950.0,155.0,315.0,70.0,50.0,0.638,-1.306487341321372e-10,-1.73e-10
950.0,115.0,315.0,220.0,50.0,0.632,2.2582325701522138e-10,1.93e-10
950.0,195.0,315.0,220.0,110.0,0.638,-1.5979468252707822e-11,9.81e-13
950.0,155.0,255.0,270.0,150.0,0.634,-7.18830850048976e-12,1.27e-12
950.0,175.0,335.0,420.0,130.0,0.636,1.7405694682948202e-11,-9.08e-12
950.0,155.0,255.0,220.0,50.0,0.636,-3.36352488623616e-11,-5.01e-11
950.0,115.0,315.0,70.0,50.0,0.64,-3.9277572130062487e-11,2.9199999999999997e-12
950.0,195.0,275.0,20.0,110.0,0.636,1.261035630074799e-12,-1.5e-11
950.0,195.0,295.0,220.0,150.0,0.636,7.209999457491774e-11,1.14e-10
950.0,155.0,295.0,220.0,90.0,0.642,3.5044593176251176e-10,3.68e-10
950.0,135.0,315.0,270.0,130.0,0.636,-3.8413615690272527e-10,-3.98e-10
950.0,175.0,335.0,270.0,110.0,0.64,-4.4529331427613807e-10,-4.79e-10
950.0,175.0,275.0,420.0,150.0,0.636,-3.992831234386543e-11,-8.02e-11
950.0,135.0,335.0,120.0,130.0,0.64,4.467425783074959e-10,4.5199999999999994e-10
950.0,155.0,275.0,320.0,70.0,0.636,-2.0735235018784022e-10,-1.84e-10
950.0,195.0,235.0,70.0,130.0,0.634,7.58634383489455e-12,7.42e-12
950.0,195.0,295.0,270.0,110.0,0.64,-2.7773483989227806e-10,-3.09e-10
950.0,195.0,215.0,370.0,70.0,0.634,1.7394889862707085e-11,1.1699999999999999e-11
950.0,195.0,295.0,420.0,110.0,0.634,-1.8601360207821124e-11,5.03e-12
950.0,135.0,235.0,270.0,110.0,0.64,1.7932503826936657e-10,1.95e-10
950.0,135.0,215.0,320.0,110.0,0.642,-1.486239549203044e-10,-1.5500000000000003e-10
950.0,175.0,215.0,120.0,130.0,0.634,7.085211862738573e-11,4.66e-11
950.0,135.0,335.0,220.0,70.0,0.634,2.7434903495496573e-10,2.69e-10
950.0,155.0,315.0,270.0,90.0,0.636,-3.719692011122438e-10,-3.81e-10
950.0,155.0,235.0,120.0,50.0,0.636,-2.5717516503612655e-10,-2.75e-10
950.0,175.0,295.0,170.0,150.0,0.64,5.242187116242666e-10,4.99e-10
950.0,195.0,235.0,70.0,70.0,0.632,-5.3954126328495253e-11,-7.379999999999999e-11
950.0,175.0,295.0,170.0,90.0,0.638,3.307668592422032e-10,3.39e-10
950.0,155.0,295.0,220.0,50.0,0.638,-7.592338820174372e-12,2.23e-12
950.0,115.0,295.0,120.0,70.0,0.636,3.0370975738430937e-10,3.07e-10
950.0,195.0,335.0,20.0,90.0,0.638,-2.23542298843579e-11,-2.3899999999999996e-11
950.0,195.0,335.0,420.0,90.0,0.64,2.6456039637078393e-10,2.92e-10
950.0,195.0,315.0,370.0,90.0,0.632,-4.2176996888746736e-11,-1.42e-11
950.0,195.0,275.0,70.0,70.0,0.64,-3.931496745028887e-11,-2.1099999999999997e-11
950.0,115.0,335.0,420.0,130.0,0.64,-1.6844197248320217e-10,-2.1000000000000002e-10
950.0,195.0,335.0,370.0,110.0,0.632,4.942539953888438e-11,-2.8699999999999995e-11
950.0,155.0,255.0,420.0,150.0,0.64,-1.954676214363787e-10,-1.9799999999999996e-10
950.0,115.0,295.0,220.0,110.0,0.638,7.412851215389603e-10,7.789999999999999e-10
950.0,195.0,335.0,70.0,150.0,0.632,9.30664997712335e-11,1.19e-10
950.0,195.0,255.0,170.0,50.0,0.632,2.089580689317013e-11,1.9699999999999994e-11
950.0,155.0,335.0,370.0,150.0,0.638,-1.9773065171647414e-10,-2.39e-10
950.0,155.0,335.0,420.0,110.0,0.634,-6.529655959947724e-11,-2.73e-11
950.0,135.0,275.0,320.0,70.0,0.636,-3.169169758732356e-10,-2.89e-10
950.0,135.0,235.0,120.0,130.0,0.638,1.5514848820754655e-10,1.4899999999999998e-10
950.0,195.0,275.0,120.0,50.0,0.64,-1.083778188691487e-10,-6.75e-11
950.0,155.0,215.0,320.0,110.0,0.634,-1.4261968305114357e-10,-1.4e-10
950.0,175.0,315.0,70.0,130.0,0.642,7.910472186908513e-11,1.17e-10
950.0,115.0,335.0,120.0,90.0,0.64,5.594443870254149e-10,5.06e-10
950.0,135.0,275.0,170.0,130.0,0.632,5.995341407141647e-10,5.79e-10
950.0,135.0,295.0,270.0,130.0,0.638,-1.611592513401545e-10,-1.85e-10
950.0,135.0,235.0,70.0,70.0,0.638,-3.289278931955794e-11,-4.090000000000001e-11
950.0,175.0,275.0,370.0,110.0,0.632,-2.2468899645099179e-10,-2.01e-10
950.0,195.0,335.0,170.0,90.0,0.632,2.5894731838947865e-10,3.38e-10
950.0,135.0,315.0,20.0,110.0,0.638,3.963748104154615e-11,8.48e-12
950.0,135.0,295.0,420.0,110.0,0.632,-1.418070233570418e-10,-1.75e-10
950.0,195.0,235.0,170.0,110.0,0.642,2.0187358121150113e-10,1.99e-10
950.0,135.0,255.0,120.0,70.0,0.632,-5.911137427582384e-11,-5.71e-11
950.0,195.0,315.0,320.0,50.0,0.634,-7.636093101235553e-11,-6.39e-11
950.0,155.0,295.0,20.0,50.0,0.632,-1.6874720323808156e-10,-1.42e-10
950.0,155.0,235.0,170.0,70.0,0.636,3.5571729726875744e-11,5.6e-12
950.0,155.0,335.0,120.0,70.0,0.638,2.028197423282465e-10,1.95e-10
950.0,175.0,295.0,420.0,150.0,0.636,-2.751155077946956e-11,-5.850000000000002e-11
950.0,135.0,235.0,370.0,70.0,0.64,-2.385122639687559e-10,-2.47e-10
950.0,115.0,295.0,270.0,90.0,0.636,-1.944856059575145e-11,1.04e-12
950.0,135.0,315.0,320.0,70.0,0.64,-4.2759276664267645e-10,-4.46e-10
950.0,155.0,255.0,320.0,50.0,0.64,9.367847782501697e-11,4.96e-11
950.0,155.0,315.0,420.0,110.0,0.632,-4.1105485578344915e-11,-4.32e-11
950.0,195.0,215.0,320.0,150.0,0.64,-8.588917091055694e-11,-9.74e-11
950.0,195.0,295.0,120.0,150.0,0.638,2.7260094522973395e-10,2.44e-10
950.0,175.0,255.0,220.0,110.0,0.638,2.481925717639189e-10,2.73e-10
950.0,115.0,335.0,370.0,150.0,0.636,-5.516378286000474e-10,-5.49e-10
950.0,175.0,295.0,70.0,90.0,0.636,-2.1395825934564798e-11,-8.14e-12
950.0,175.0,335.0,220.0,50.0,0.64,5.221407396309365e-12,7.53e-12
950.0,155.0,275.0,170.0,150.0,0.64,5.565027057393196e-10,5.27e-10
950.0,135.0,315.0,320.0,150.0,0.638,-7.750376604935203e-10,-7.760000000000001e-10
950.0,195.0,315.0,270.0,70.0,0.632,-2.0863465464263353e-10,-2.51e-10
950.0,175.0,335.0,370.0,130.0,0.64,-1.2889309791743166e-10,-1.38e-10
950.0,135.0,335.0,20.0,50.0,0.632,-1.4404554679675343e-10,-1.23e-10
950.0,155.0,295.0,170.0,150.0,0.64,6.260486041151892e-10,5.98e-10
950.0,155.0,315.0,420.0,150.0,0.632,-8.450287375408707e-11,-6.91e-11
950.0,135.0,315.0,20.0,50.0,0.636,-1.5151223196949384e-10,-1.28e-10
950.0,155.0,315.0,170.0,150.0,0.642,6.719419367779877e-10,6.34e-10
950.0,195.0,255.0,20.0,150.0,0.636,3.3205618645260654e-12,8.369999999999994e-14
950.0,175.0,215.0,420.0,90.0,0.632,7.409875280715385e-12,9.38e-12
950.0,135.0,255.0,270.0,70.0,0.64,5.2728150460199737e-11,5.8000000000000007e-11
950.0,175.0,315.0,270.0,150.0,0.638,-4.394046532815079e-10,-4.71e-10
950.0,175.0,335.0,20.0,130.0,0.632,3.669969488293519e-11,6.49e-12
950.0,155.0,315.0,220.0,50.0,0.64,-2.394557738209514e-12,-4.85e-12
950.0,195.0,315.0,270.0,130.0,0.634,-3.744369866140811e-10,-4.05e-10
950.0,175.0,275.0,270.0,150.0,0.642,-1.9712206707331077e-10,-2.33e-10
950.0,115.0,295.0,120.0,90.0,0.64,4.2300103632267524e-10,3.98e-10
